_identifiers-1,_parent_digital_objects-1.identifier,_digital_object_type.string_key,note-1:note_type,note-1:note_value,note-2:note_type,note-2:note_value,title-1:title_non_sort_portion,title-1:title_sort_portion,omeka_identifier-1:omeka_identifier_value,location-1:location_term.value,location-1:location_term.uri,location-1:location_shelf_location-1.location_shelf_location_box_number,location-1:location_shelf_location-1.location_shelf_location_folder_number,location-1:location_shelf_location-1:location_shelf_location_free_text,clio_identifier-1:clio_identifier_value,date_created_textual-1:date_created_textual_value,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_key_date,date_created-1:date_created_type,language-1:language_term.value,language-1:language_term.uri,language-1:language_term.authority,language-2:language_term.value,language-2:language_term.uri,language-2:language_term.authority,place_of_origin-1:place_of_origin_value,collection-1:collection_term.value,collection-1:collection_term.uri,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_title,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_title,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_level,internal_note-1:internal_note_value,genre-1:genre_term.value,genre-1:genre_term.uri,genre-1:genre_term.authority,type_of_resource-1:type_of_resource_value,type_of_resource-2:type_of_resource_value,form-1:form_term.value,form-1:form_term.uri,form-1:form_term.authority,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.uri,name-1:name_term.authority,name-1:name_role-1.name_role_term.value,name-1:name_role-1.name_role_term.uri,name-1:name_role-1.name_role_term.authority,name-1:name_usage_primary,name-2:name_term.value,name-2:name_term.name_type,name-2:name_term.uri,name-2:name_term.authority,name-2:name_role-2.name_role_term.value,name-2:name_role-2.name_role_term.uri,name-2:name_role-2.name_role_term.authority,object_in_context_url-1:object_in_context_url_value,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.uri,subject_name-1:subject_name_term.authority,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.uri,subject_name-2:subject_name.authority,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.uri,subject_title-1:subject_title_term.authority,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.uri,subject_topic-1:subject_topic_term.authority,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.uri,subject_topic-2:subject_topic_term.authority,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.uri,subject_geographic-1:subject_geographic_term.authority,digital_origin-1:digital_origin_value,use_and_reproduction-1:use_and_reproduction_value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,restriction_on_access-1:restriction_on_access_value,_project.string_key
rbml_global_1968_104_01,rbml_global_1968_104,asset,original filename,1968_104_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_104_01.jpg,,Front Cover,11704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/new-movements-rise/ecology-and-activism,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_103,,item,,,,,,Please Plant This Book,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,,,,,1968,1968,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,,,,,,,,,,Aeon Slip No.: 138076,Poetry,http://id.loc.gov/authorities/genreForms/gf2014026481,lcgft,text,,books,http://vocab.getty.edu/aat/300028051,aat,"Brautigan, Richard",personal,http://id.loc.gov/authorities/names/n79071307,naf,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_103_01,rbml_global_1968_103,asset,original filename,1968_103_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_103_01.jpg,,Front Cover,11699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/new-movements-rise/please-plant-this-book,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_103_02,rbml_global_1968_103,asset,original filename,1968_103_02.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_103_02.jpg,,Inside Pages,11700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/new-movements-rise/please-plant-this-book,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_103_03,rbml_global_1968_103,asset,original filename,1968_103_03.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_103_03.jpg,,Rear Cover,11701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/new-movements-rise/please-plant-this-book,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_103_04,rbml_global_1968_103,asset,original filename,1968_103_04.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_103_04.jpg,,Seed Packets,11702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/new-movements-rise/please-plant-this-book,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_103_05,rbml_global_1968_103,asset,original filename,1968_103_05.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_103_05.jpg,,Seed Packets,11703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/new-movements-rise/please-plant-this-book,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_102,,item,,,,,,"Street Wall Journal, Vol. 1, No. 3",,"University Archives, Columbia University",http://id.library.columbia.edu/term/993db1bc-2347-4b0d-ab1c-d5714ec82683,7,12,,,"May 21, 1970",1970-05-21,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,,University Protest and Activism Collection,http://id.library.columbia.edu/term/71b876e3-e9fe-4e60-8403-e3f68dc1f112,"Series IV: Commissions and Committees, 1950-1970, bulk 1966-1969",series,1,,,,Aeon Slip No.: 130552,,,,text,,periodicals,http://vocab.getty.edu/aat/300026657,aat,Black Panther Party,corporate,http://id.loc.gov/authorities/names/n80095585,naf,Creator,http://id.loc.gov/vocabulary/relators/cre,marcrelator,TRUE,,,,,,,,,Black Panther Party,corporate,http://id.loc.gov/authorities/names/n80095585,naf,,,,,,,,Black power,http://id.worldcat.org/fast/833747,fast,Civil rights movements,http://id.worldcat.org/fast/862708,fast,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_102_01,rbml_global_1968_102,asset,original filename,1968_102_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_102_01.jpg,,"Street Wall Journal, Vol. 1, No. 3",11698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_101,,item,,,,,,Revoltes,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,,,,,May 1968,1968-05,,TRUE,,French,http://id.loc.gov/vocabulary/iso639-2/fre,iso639-2b,,,,,,,,,,,,,Aeon Slip No.: 137753,,,,text,,periodicals,http://vocab.getty.edu/aat/300026657,aat,Fédération des étudiants révolutionnaires,corporate,http://id.loc.gov/authorities/names/no2016094699,naf,Creator,http://id.loc.gov/vocabulary/relators/cre,marcrelator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_101_01,rbml_global_1968_101,asset,original filename,1968_101_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_101_01.jpg,,Front Page,11697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/l-enrag----revolution-in-franc/paris-1968,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_100,,item,,,,,,Internationale situationniste no. 8,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,,,,,January 1963,1963-01,,TRUE,,French,http://id.loc.gov/vocabulary/iso639-2/fre,iso639-2b,,,,,,,,,,,,,Aeon Slip No.: 137751,,,,text,,periodicals,http://vocab.getty.edu/aat/300026657,aat,"Debord, Guy, 1931-1994",personal,http://id.loc.gov/authorities/names/n85228329,naf,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,Internationale situationniste,corporate,http://id.loc.gov/authorities/names/n82163080,naf,,,,,,,,Avant-garde (Aesthetics),http://id.worldcat.org/fast/824280,fast,,,,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_100_01,rbml_global_1968_100,asset,original filename,1968_100_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_100_01.jpg,,Front Cover,11696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/l-enrag----revolution-in-franc/paris-1968,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_099,,item,,,,,,End the War! Join the Moratorium,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,,,,,1969,1969,,TRUE,,,,,,,,,,,,,,,,,Aeon Slip No.: 137744,,,,still image,,posters,http://vocab.getty.edu/aat/300027221,aat,"Gilchrist, Alan L.",personal,http://id.loc.gov/authorities/names/n94007970,naf,Artist,http://id.loc.gov/vocabulary/relators/art,marcrelator,TRUE,,,,,,,,,,,,,,,,,,,,Vietnam War (1961-1975),http://id.worldcat.org/fast/1431664,fast,Peace movements,http://id.worldcat.org/fast/1055858,fast,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_099_01,rbml_global_1968_099,asset,original filename,1968_099_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_099_01.jpg,,End the War! Join the Moratorium,11695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/end-the-war,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_098,,item,,,,,The,Port Huron Statement,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,,,,,1962,1962,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,,,,,,,,,,Aeon Slip No.: 137549,Manifestos,http://id.loc.gov/authorities/genreForms/gf2017027243,lcgft,text,,books,http://vocab.getty.edu/aat/300028051,aat,Students for a Democratic Society (U.S.),corporate,http://id.loc.gov/authorities/names/n50010551,naf,Creator,http://id.loc.gov/vocabulary/relators/cre,marcrelator,TRUE,,,,,,,,,,,,,,,,,,,,Student movements,http://id.worldcat.org/fast/1135954,fast,Political manifestos,http://id.worldcat.org/fast/1771123,fast,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_098_01,rbml_global_1968_098,asset,original filename,1968_098_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_098_01.jpg,,Front Cover,11694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/the-port-huron-statement,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_097,,item,,,,,,Announcement of SDS 1962 National Convention,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,,,,,1962,1962,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,,,,,,,,,,Aeon Slip No.: 137550,,,,text,,correspondence,http://vocab.getty.edu/aat/300026877,aat,"Haber, Robert Alan",personal,http://id.loc.gov/authorities/names/n87129115,naf,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,Students for a Democratic Society (U.S.),corporate,http://id.loc.gov/authorities/names/n50010551,naf,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,Students for a Democratic Society (U.S.),corporate,http://id.loc.gov/authorities/names/n50010551,naf,,,,,,,,Student movements,http://id.worldcat.org/fast/1135954,fast,,,,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_097_01,rbml_global_1968_097,asset,original filename,1968_097_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_097_01.jpg,,handout,11693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_096,,item,,,,,,"Circular Letter from Robert ""Al"" Haber regarding SDS",,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,,,,,1962,1962,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,,,,,,,,,,Aeon Slip No.: 137550,,,,text,,correspondence,http://vocab.getty.edu/aat/300026877,aat,"Haber, Robert Alan",personal,http://id.loc.gov/authorities/names/n87129115,naf,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,TRUE,Students for a Democratic Society (U.S.),corporate,http://id.loc.gov/authorities/names/n50010551,naf,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,Students for a Democratic Society (U.S.),corporate,http://id.loc.gov/authorities/names/n50010551,naf,,,,,,,,Student movements,http://id.worldcat.org/fast/1135954,fast,,,,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_096_01,rbml_global_1968_096,asset,original filename,1968_096_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_096_01.jpg,,"Circular Letter from Robert ""Al"" Haber regarding SDS",11692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/the-port-huron-statement,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_095,,item,,,,,,My Fight is in the Ghettos of Philadelphia -- Not in Vietnam,,"University Archives, Columbia University",http://id.library.columbia.edu/term/993db1bc-2347-4b0d-ab1c-d5714ec82683,13,11,,,October 1967,1967-10,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,,University Protest and Activism Collection,http://id.library.columbia.edu/term/71b876e3-e9fe-4e60-8403-e3f68dc1f112,"Series VIII: Students: Groups, 1966-1975",series,1,,,,Aeon Slip No.: 130550,,,,text,,pamphlets,http://vocab.getty.edu/aat/300220572,aat,"Lockman, Ronald",personal,,,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,TRUE,,,,,,,,,,,,,,,,,,,,Vietnam War (1961-1975),http://id.worldcat.org/fast/1431664,fast,African Americans,http://id.worldcat.org/fast/799558,fast,United States,http://id.loc.gov/authorities/names/n78095330,naf,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_095_01,rbml_global_1968_095,asset,original filename,1968_095_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_095_01.jpg,,Front Cover,11687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/antiwar-activism,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_095_02,rbml_global_1968_095,asset,original filename,1968_095_02.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_095_02.jpg,,Pages 2-3,11688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_095_03,rbml_global_1968_095,asset,original filename,1968_095_03.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_095_03.jpg,,Pages 4-5,11689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_095_04,rbml_global_1968_095,asset,original filename,1968_095_04.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_095_04.jpg,,Pages 6-7,11690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_095_05,rbml_global_1968_095,asset,original filename,1968_095_05.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_095_05.jpg,,Back Cover,11691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_094,,item,,,,,,Vietnam: This is Guernica,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,12,NA,,,1967,1967,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,,Todd Gitlin Papers,http://id.library.columbia.edu/term/405d19f3-7767-4044-bfd0-63eeb76252db,,,,,,,Aeon Slip No.: 137547,,,,text,,pamphlets,http://vocab.getty.edu/aat/300220572,aat,"Oglesby, Carl, 1935-2011",personal,http://id.loc.gov/authorities/names/n88267050,naf,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,TRUE,,,,,,,,,International War Crimes Tribunal,corporate,http://id.loc.gov/authorities/names/n2003031372,naf,,,,,,,,Vietnam War (1961-1975),http://id.worldcat.org/fast/1431664,fast,Peace movements,http://id.worldcat.org/fast/1055858,fast,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_094_01,rbml_global_1968_094,asset,original filename,1968_094_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_094_01.jpg,,Front Cover,11678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/antiwar-activism,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_094_02,rbml_global_1968_094,asset,original filename,1968_094_02.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_094_02.jpg,,Pages 1-2,11679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_094_03,rbml_global_1968_094,asset,original filename,1968_094_03.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_094_03.jpg,,Pages 3-4,11680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_094_04,rbml_global_1968_094,asset,original filename,1968_094_04.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_094_04.jpg,,Pages 5-6,11681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_094_05,rbml_global_1968_094,asset,original filename,1968_094_05.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_094_05.jpg,,Pages 7-8,11682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_094_06,rbml_global_1968_094,asset,original filename,1968_094_06.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_094_06.jpg,,Pages 9-10,11683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_094_07,rbml_global_1968_094,asset,original filename,1968_094_07.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_094_07.jpg,,Pages 11-12,11684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_094_08,rbml_global_1968_094,asset,original filename,1968_094_08.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_094_08.jpg,,Pages 13-14,11685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_094_09,rbml_global_1968_094,asset,original filename,1968_094_09.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_094_09.jpg,,Back Cover,11686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_093,,item,,,,,,Napalm: The American Way,,"University Archives, Columbia University",http://id.library.columbia.edu/term/993db1bc-2347-4b0d-ab1c-d5714ec82683,71,3,,,1967,1967,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,,University Protest and Activism Collection,http://id.library.columbia.edu/term/71b876e3-e9fe-4e60-8403-e3f68dc1f112,Series XIV: Photographs and Negatives,series,1,"Subseries XIV.6: Lee Pearcy Negatives, 1967-1970",subseries,2,Aeon Slip No.: 133531,,,,text,,printed ephemera,http://vocab.getty.edu/aat/300264821,aat,Students for a Democratic Society (U.S.). Columbia University Chapter,corporate,http://id.loc.gov/authorities/names/no2008058186,naf,Creator,http://id.loc.gov/vocabulary/relators/cre,marcrelator,TRUE,,,,,,,,,,,,,,,,,,,,Vietnam War (1961-1975),http://id.worldcat.org/fast/1431664,fast,College students--Political activity,http://id.worldcat.org/fast/868026,fast,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_093_01,rbml_global_1968_093,asset,original filename,1968_093_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_093_01.jpg,,Napalm: The American Way,11677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/antiwar-activism,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_092,,item,,,,,,Uncle Sam Needs You to die in Vietnam,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,1,5,,,1968,1968,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,,Joanne Grant Research Files,http://id.library.columbia.edu/term/93c65dbb-fbd3-4c95-a19e-a5e12ea1ba35,"Series I: Columbia University Student Uprisings, 1963-1968",series,1,"Subseries I.1. Pre-uprising, 1963-1968",subseries,2,Aeon Slip No.: 129847,,,,text,,printed ephemera,http://vocab.getty.edu/aat/300264821,aat,Columbia University. Independent Committee to End the war in Vietnam,corporate,,,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,TRUE,,,,,,,,,Columbia University,corporate,http://id.loc.gov/authorities/names/n81024714,naf,,,,,,,,Vietnam War (1961-1975),http://id.worldcat.org/fast/1431664,fast,College students--Political activity,http://id.worldcat.org/fast/868026,fast,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_092_01,rbml_global_1968_092,asset,original filename,1968_092_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_092_01.jpg,,Recto,11675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/antiwar-activism,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_092_02,rbml_global_1968_092,asset,original filename,1968_092_02.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_092_02.jpg,,Verso,11676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/antiwar-activism,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
