item - public,item - itemId,item - featured,item - MODS - FormGenre 1,item - MODS - FormGenre 2,item - MODS - FormGenre 3,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - TypeofDate,item - MODS - DigitalOrigin,item - MODS - RepositoryName,item - MODS - RepositoryName - code,item - MODS - LanguageofCataloging,item - MODS - PlaceofOrigin 1,item - MODS - PlaceofOrigin 2,item - MODS - Notes,item - MODS - PublicationPlace,item - MODS - PhysicalDescription,item - MODS - Collection,item - MODS - Subrepository,item - DublinCore - Creator 1,item - DublinCore - Creator 2,item - DublinCore - Creator 3,item - DublinCore - Title,item - DublinCore - Title - Whole,item - DublinCore - Title - Part,item - DublinCore - Title 2,item - DublinCore - Title 2 - Whole,item - DublinCore - Title 2 - Part,item - DublinCore - Title 2 - Attribute,item - DublinCore - Language 1,item - DublinCore - Language 2,item - DublinCore - Date,item - DublinCore - Description,item - DublinCore - Subject 1,item - DublinCore - Subject 2,item - DublinCore - Subject 3,item - DublinCore - Subject 4,item - DublinCore - Subject 5,item - DublinCore - Subject 6,item - DublinCore - Publisher,item - DublinCore - Source,item - OriginalFileLoadedIntoOmeka,item - OmekaCollection,project URL,item - AdditionalItemMetadata - Provenance,item - ItemType,item in context 1,item in context 2
1,1783,0,printed ephemera,,,1921-05,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Paris (France),,,,,,,"Picasso, Pablo, 1881-1973","Théâtre de la gaîté (Paris, France)","Brunoff, Maurice de",Ballets Russes de Serge de Diaghilev Programme. Front cover,Ballets Russes de Serge de Diaghilev Programme,Front cover,,,,,fre,,Mai 1921,Souvenir program. Front cover has artwork by Pablo Picasso. The program was edited by M. De Brunoff.,Ballets russes,,,,,,,,original filename: ballet_russe_02-09-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case2/souvenirs,
1,1782,0,printed ephemera,,,1914-05,1914-06,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Paris (France),,,,,,,"Hugo, Valentine, 1887-1968",Comœdia illustré,,Ballets Russes Programme Officiel. Front cover,Ballets Russes Programme Officiel,Front cover,,,,,fre,,Mai-Juin 1914,"Program for the 9th season of the Ballets Russes. Michel Fokine, choreographic director, and Vera Fokina, lead in Schéhérazade. Costumes by Leon Bakst. Watercolor on cover by Valentine Gross (Hugo). Program edited by the Comœdia illustré.",Ballets russes,,,,,,,,original filename: ballet_russe_02-08-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case2/intro,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case2/souvenirs
1,1781,0,music,,,1914,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,,,,,"Goncharova, Natalii︠a︡ Sergeevna, 1881-1962","Berners, Gerald Hugh Tyrwhitt-Wilson, Baron, 1883-1950",,Poisson d'Or. Front cover,Poisson d'Or,Front cover,,,,,fre,,1914,This image is from a Poisson d'Or souvenir music score. The musical composition is by Lord Berners (Gerald Hugh Tyrwhitt-Wilson); the cover artwork for the score is by N. Goncharowa.,,,,,,,,,original filename: ballet_russe_02-07-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case2/souvenirs,
1,1780,0,photographs,,,1912,1971,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Paris (France),,Dates inferred from subject's life dates.,,,,,,,,Headshot of Igor Stravinsky,Headshot of Igor Stravinsky,,,,,,eng,,Between 1912 and 1971,Portrait of Igor Stravinsky. Possible photographer signature in bottom left corner is illegible.,"Stravinsky, Igor, 1882-1971",,,,,,,,original filename: ballet_russe_02-06-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,,
1,1779,0,correspondence,,,1919,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,,,,,"Diaghilev, Serge, 1872-1929","Roerich, Nicholas, 1874-1947",,"Telegram from ""Diaghileur"" to Nicolas Roerich","Telegram from ""Diaghileur"" to Nicolas Roerich",,,,,,eng,fre,1919,"Telegram from Sergei Diaghilev (""Diaghileur"") to Nicholas Roerich",,,,,,,,,original filename: ballet_russe_02-05-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case2/stravinskii,
1,1778,0,drawings,,,1909,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,,pencil on paper,,,"Roerich, Nicholas, 1874-1947",,,Kiss to the Earth,Kiss to the Earth,,,,,,eng,,1909,Composition sketch for Igor Stravinskii's ballet La Sacred du Printemps.,,,,,,,,,original filename: ballet_russe_02-04-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case2/stravinskii,
1,1777,0,drawings,,,1909,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,,pencil on paper,,,"Roerich, Nicholas, 1874-1947",,,Scenery Sketch for Nikolai Rimsky-Korsakov's the Maid of Pskov,Scenery Sketch for Nikolai Rimsky-Korsakov's the Maid of Pskov,,,,,,eng,,1909,,,,,,,,,,original filename: ballet_russe_02-03-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case2/rimskiikorsakov,
1,1776,0,photographs,manuscripts,,1907,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Moscow (Russia),,,,,,,"Rimsky-Korsakov, Nikolay, 1844-1908","Chaliapin, Fyodor Ivanovich, 1873-1938",,Nikolai Rimskii-Korsakov Portrait Inscribed to Fiodor Chaliapin,Nikolai Rimskii-Korsakov Portrait Inscribed to Fiodor Chaliapin,,,,,,rus,,1907,"Photograph from Nikolai Rimskii-Korsakov inscribed to Fiodor Chaliapin: ""As a keepsake to Fiodor Chaliapin, a Varangian visitor and a great Ivan the Terrible in the Maid of Pskov.""","Rimsky-Korsakov, Nikolay, 1844-1908",,,,,,,,original filename: ballet_russe_02-02-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case2/rimskiikorsakov,
1,1775,0,photographs,,,1899,1942,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,Date inferred from subject's life dates.,,,,,,,,Fiodor Chaliapin as Ivan the Terrible from the Maid of Pskov by Nikolai Rimskii-Korsakov,Fiodor Chaliapin as Ivan the Terrible from the Maid of Pskov by Nikolai Rimskii-Korsakov,,,,,,eng,,between 1899 and 1942,,"Chaliapin, Fyodor Ivanovich, 1873-1938",,,,,,,,original filename: ballet_russe_02-01-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case2/rimskiikorsakov,
1,1774,0,correspondence,,,1929-08-21,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Paris (France),,,,holograph letter,,,"Larionov, Mikhail Fedorovich, 1881-1964","Shervashidze, Aleksandr, 1867-1968",,Letter from Mikhail Larionov to Prince Aleksandr Shervashidze. Page 2,Letter from Mikhail Larionov to Prince Aleksandr Shervashidze,Page 2,,,,,rus,,"August 21, 1929",,,,,,,,,,original filename: ballet_russe_01-12-02.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/larionov,
1,1773,0,correspondence,,,1929-08-21,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Paris (France),,,,holograph letter,,,"Larionov, Mikhail Fedorovich, 1881-1964","Shervashidze, Aleksandr, 1867-1968",,Letter from Mikhail Larionov to Prince Aleksandr Shervashidze. Page 1,Letter from Mikhail Larionov to Prince Aleksandr Shervashidze,Page 1,,,,,rus,,"August 21, 1929",,,,,,,,,,original filename: ballet_russe_01-12-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/larionov,
1,1772,0,printed ephemera,,,1912-05,1912-06,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Paris (France),,,,,,,"Brunoff, Maurice de","Bakst, Léon, 1866-1924",,Grande Saison de Paris: Six Représentations de Gala: Hélène de Sparte; Six Représentations de Gala: Salomé. Front cover,Grande Saison de Paris: Six Représentations de Gala: Hélène de Sparte; Six Représentations de Gala: Salomé,Front cover,,,,,fre,,May and June 1912,"Les Ballet Russes Souvenir Program. Also the program for the 1912 season of Théâtre du Chatelet. Program designed by Leon Bakst and edited by M. de Brunoff, director of Comoedia Illustré.",Ballets russes,,,,,,,,original filename: ballet_russe_01-11-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/programs,
1,1771,0,printed ephemera,,,1910,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Paris (France),,,,,,,"Bakst, Léon, 1866-1924",Comœdia illustré,,Ballets Russes Programme. Front cover,Ballets Russes Programme,Front cover,,,,,fre,,1910,Souvenir Program for les Ballets Russes at the Théâtre National de l'Opéra. Program edited by Comœdia illustré. Front cover of the program features artwork by Bakst.,Ballets russes,,,,,,,,original filename: ballet_russe_01-10-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/programs,
1,1770,0,manuscripts,,,1909,1929,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Saint Petersburg (Russia),,Date inferred from existence dates of Ballets russes de Sergei Diaghilev,,,,,"Diaghilev, Serge, 1872-1929",,,Reglamentʺ. Unnumbered page 6,Reglamentʺ,Unnumbered page 6,,,,,rus,,between 1909 and 1929,Typed Agreement with the Russian Ballet Dancers.,,,,,,,,,original filename: ballet_russe_01-09-06.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/contracts,
1,1769,0,manuscripts,,,1909,1929,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Saint Petersburg (Russia),,Date inferred from existence dates of Ballets russes de Sergei Diaghilev,,,,,"Diaghilev, Serge, 1872-1929",,,Reglamentʺ. Unnumbered page 5,Reglamentʺ,Unnumbered page 5,,,,,rus,,between 1909 and 1929,Typed Agreement with the Russian Ballet Dancers.,,,,,,,,,original filename: ballet_russe_01-09-05.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/contracts,
1,1768,0,manuscripts,,,1909,1929,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Saint Petersburg (Russia),,Date inferred from existence dates of Ballets russes de Sergei Diaghilev,,,,,"Diaghilev, Serge, 1872-1929",,,Reglamentʺ. Unnumbered page 4,Reglamentʺ,Unnumbered page 4,,,,,rus,,between 1909 and 1929,Typed Agreement with the Russian Ballet Dancers.,,,,,,,,,original filename: ballet_russe_01-09-04.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/contracts,
1,1767,0,manuscripts,,,1909,1929,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Saint Petersburg (Russia),,Date inferred from existence dates of Ballets russes de Sergei Diaghilev,,,,,"Diaghilev, Serge, 1872-1929",,,Reglamentʺ. Unnumbered page 3,Reglamentʺ,Unnumbered page 3,,,,,rus,,between 1909 and 1929,Typed Agreement with the Russian Ballet Dancers.,,,,,,,,,original filename: ballet_russe_01-09-03.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/contracts,
1,1766,0,manuscripts,,,1909,1929,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Saint Petersburg (Russia),,Date inferred from existence dates of Ballets russes de Sergei Diaghilev,,,,,"Diaghilev, Serge, 1872-1929",,,Reglamentʺ. Unnumbered page 2,Reglamentʺ,Unnumbered page 2,,,,,rus,,between 1909 and 1929,Typed Agreement with the Russian Ballet Dancers.,,,,,,,,,original filename: ballet_russe_01-09-02.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/contracts,
1,1765,0,manuscripts,,,1909,1929,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Saint Petersburg (Russia),,Date inferred from existence dates of Ballets russes de Sergei Diaghilev,,,,,"Diaghilev, Serge, 1872-1929",,,Reglamentʺ. Unnumbered page 1,Reglamentʺ,Unnumbered page 1,,,,,rus,,between 1909 and 1929,Typed Agreement with the Russian Ballet Dancers.,,,,,,,,,original filename: ballet_russe_01-09-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/contracts,
1,1764,0,manuscripts,,,1911-02-10,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Saint Petersburg (Russia),,,,,,,"Diaghilev, Serge, 1872-1929",,,Draft of a contract. Unnumbered page 2,Draft of a contract,Unnumbered page 2,,,,,rus,,1911 February 10th,Ballets russes dancers contract draft.,,,,,,,,,original filename: ballet_russe_01-08-02.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/contracts,
1,1763,0,manuscripts,,,1911-02-10,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Saint Petersburg (Russia),,,,,,,"Diaghilev, Serge, 1872-1929",,,Draft of a contract. Unnumbered page 1,Draft of a contract,Unnumbered page 1,,,,,rus,,1911 February 10th,Ballets russes dancers contract draft.,,,,,,,,,original filename: ballet_russe_01-08-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/contracts,
1,1762,0,photographs,,,1937,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Buenos Aires (Argentina),,,,,,,Lipnitzki,,,Olga Spessivtzeva as Giselle in ballet by Adolphe Adam,Olga Spessivtzeva as Giselle in ballet by Adolphe Adam,,,,,,eng,,1937,,"Spessivtzeva, Olga, 1895-1991",,,,,,,,original filename: ballet_russe_01-07-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/spesivtseva,
1,1761,0,printed ephemera,,,1939,1957,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,New York (N.Y.),,Dates inferred from Dobujinsky's dates of residence in New York (date of emigration to date of death).,,,,,"Dobuzhinskiĭ, Mstislav Valerianovich, 1875-1957",,,Mstislav Dobujinsky  Business Card,Mstislav Dobujinsky  Business Card,,,,,,eng,,between 1939 and 1957,Business card with New York City address,,,,,,,,,original filename: ballet_russe_01-06-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/business,
1,1760,0,printed ephemera,manuscripts,,1923-11-26,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,,,,,"Benois, Alexandre, 1870-1960",,,Alexandre Benois Business Card. Back,Alexandre Benois Business Card,Back,,,,,fre,,26/XI 1923,"Back (recto) of Alexander Benois' business or calling card, with handwriting in French. Writing mentions ""M' le Prince Chervachidze""","Shervashidze, Aleksandr, 1867-1968",,,,,,,,original filename: ballet_russe_01-05-02.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/business,
1,1759,0,printed ephemera,,,1923-11-26,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,,,,,"Benois, Alexandre, 1870-1960",,,Alexandre Benois Business Card. Front,Alexandre Benois Business Card,Front,,,,,fre,,26/XI 1923,"Back (recto) of this business or calling card has writing in French that mentions ""M' le Prince Chervachidze"" and the date.",,,,,,,,,original filename: ballet_russe_01-05-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/business,
1,1758,0,manuscripts,,,1900-12-27,1901-01-03,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Saint Petersburg (Russia),,,,,,,"Diaghilev, Serge, 1872-1929",,,Affidavit about Work by Madame de Holstein for Le Monde Artiste,Affidavit about Work by Madame de Holstein for Le Monde Artiste,,,,,,fre,,27 Décembre (3. Janv.) 1900/1901,,"Holstein, Madame de",,,,,,,,original filename: ballet_russe_01-04-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/business,
1,1757,0,periodicals,,,1901,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,Saint Petersburg (Russia),,,,"Diaghilev, Serge, 1872-1929",,,Mir Iskusstva: numbers 8-9. Front cover,Mir Iskusstva: numbers 8-9,Front cover,World of Art: Numbers 8-9. Front cover,World of Art: Numbers 8-9,Front cover,translated,rus,,1901,Periodical edited by Serge Diaghilev et al.,,,,,,,,,original filename: ballet_russe_01-03-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/miriskusstva,
1,1756,0,books,,,1913,1914,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,Leipzig (Germany),,,,,,,"Almanach de St.-Pétersbourg, 1913-1914. Pages 180-181","Almanach de St.-Pétersbourg, 1913-1914",Pages 180-181,,,,,fre,,1913-1914,Address Book or Almanac of St.-Petersburg. Serge Diaghilev's entry is marked with red arrow.,"Diaghilev, Serge, 1872-1929",,,,,,Verlagbuchhandlung,,original filename: ballet_russe_01-02-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/addressbook,
1,1755,0,books,,,1916,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,New York (N.Y.),,,,"Bakst, Léon, 1866-1924",,,Souvenir: Serge de Diaghileff's Ballet Russe. Title page,Souvenir: Serge de Diaghileff's Ballet Russe,Title page,,,,,eng,,1916,"Page 3 of ""Souvenir: Serge de Diaghileff's Ballet Russe"" is the title page for the work. On the title page is artwork by Leon Bakst.",Ballets russes,,,,,,"Metropolitan Ballet Company, Inc.",,original filename: ballet_russe_01-01-02.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/portrait,
1,1754,0,books,prints,,1916,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,New York (N.Y.),,,,"Bakst, Léon, 1866-1924",,,Souvenir: Serge de Diaghileff's Ballet Russe. Unnumbered page 2,Souvenir: Serge de Diaghileff's Ballet Russe,Unnumbered page 2,Serge de Diaghileff Et Sa Vielle Bonne,Serge de Diaghileff Et Sa Vielle Bonne,,alternative,eng,,1916,,"Diaghilev, Serge, 1872-1929",,,,,,"Metropolitan Ballet Company, Inc.",,original filename: ballet_russe_01-01-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/intro,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/portrait
