relatedItem_collection,name_primary,name_primary_type,name_primaryRelator,name_primaryRelator_authority,name_primaryRelator_authority_identifier,name_primary_authority,name_primary_authority_identifier,keyDate_start,keyDate_end,dateQualifier,dateCreated,note,name_primary_description,item - featured,item - public,identifier_clio,identifier_omeka,language,language_authority,language_authority_identifier,location_url_ObjectInContext,physicalLocation,physicalLocation_authority,physicalLocation_authority_identifier,note 2,note 3,note_filename,note_filename 2,note_filename 3,digitalOrigin,form,form_authority,form_authority_identifer,form_originalFormat,place,place_authority_identifier,relatedItem_Project,projectURL,languageOfCataloging,subject_topic,subject_topic_authority,subject_topic_authority_identifier,genre,genre_authority,genre_authority_identifier 2,subject_topic 2,subject_topic _authority 2,subject_topic_authority_identifier 23,title,title_type,title_nonSort,title2,title2_nonSort,identifier_title,partName
Spanish Children's Drawings of the Civil War Collection,"Camino, Jose Javier",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Colonia de Dijon, Côte d'Or, France ",Age 10.,0,1,,omeka_8156,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 70,original filename: 70.tif,original filename: 70.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Dijon (France),http://id.loc.gov/authorities/names/n79065184,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Green And Red (panzers) Bombing An Airport With The Republican Flag Flying On It,,,,,childrensdrawings_npb,
Spanish Children's Drawings of the Civil War Collection,"Camino, Jose Javier",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Colonia de Dijon, Côte d'Or, France ",Age 10.,0,1,,omeka_8156,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/cote_dor,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 70,original filename: 70.tif,original filename: 70.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Dijon (France),http://id.loc.gov/authorities/names/n79065184,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Green And Red (panzers) Bombing An Airport With The Republican Flag Flying On It,,,,,childrensdrawings_npb_000,
Spanish Children's Drawings of the Civil War Collection,"Castellanos, Angel",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Residencia Infantil #21, Sueca, Spain ",Age 13.,0,1,,omeka_8138,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 52,original filename: 52.tif,original filename: 52.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Sueca (Spain),http://id.loc.gov/authorities/names/n83194816,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Evacuated Children,translated,,Niños Evacuados ,,childrensdrawings_npr,
Spanish Children's Drawings of the Civil War Collection,"Castellanos, Angel",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Residencia Infantil #21, Sueca, Spain ",Age 13.,0,1,,omeka_8138,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/valencia/valencia_1,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 52,original filename: 52.tif,original filename: 52.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Sueca (Spain),http://id.loc.gov/authorities/names/n83194816,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Evacuated Children,translated,,Niños Evacuados ,,childrensdrawings_npr_000,
Spanish Children's Drawings of the Civil War Collection,"Ferrer Ferrer, Maria",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France",Age 13.,0,1,,omeka_8185,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 99,original filename: 99.tif,original filename: 99.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,This Scene Shows The Boys And Girls At Play-time And We Played Jump-rope.,translated,,Esta Escena Representa Los Niños Y Niñas En El Recreo Y Jugabamos A Cuerda.  ,,childrensdrawings_ntp,
Spanish Children's Drawings of the Civil War Collection,"Ferrer Ferrer, Maria",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France",Age 13.,0,1,,omeka_8185,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere2,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 99,original filename: 99.tif,original filename: 99.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,This Scene Shows The Boys And Girls At Play-time And We Played Jump-rope.,translated,,Esta Escena Representa Los Niños Y Niñas En El Recreo Y Jugabamos A Cuerda.  ,,childrensdrawings_ntp_000,
Spanish Children's Drawings of the Civil War Collection,"Gomez, Juan",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1937,1938,inferred,1937-1938,"Colony: Instituto Nacional Lope de Vega, Madrid. Dated 2o año, curso 1937-8",,0,1,,omeka_8159,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,,Drawing no: 73,original filename: 73_800.tif,original filename: 73_800.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Madrid (Spain),http://id.loc.gov/authorities/names/n78089046,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Aerial Combat,translated,,Combate De Aviación ,,childrensdrawings_nvo,
Spanish Children's Drawings of the Civil War Collection,"Gomez, Juan",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1937,1938,inferred,1937-1938,"Colony: Instituto Nacional Lope de Vega, Madrid. Dated 2o año, curso 1937-8",,0,1,,omeka_8159,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/madrid,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,,Drawing no: 73,original filename: 73_800.tif,original filename: 73_800.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Madrid (Spain),http://id.loc.gov/authorities/names/n78089046,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Aerial Combat,translated,,Combate De Aviación ,,childrensdrawings_nvo_000,
Spanish Children's Drawings of the Civil War Collection,"Serre Buxeda, Paquita",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France",Age 9.,0,1,,omeka_8213,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 127,original filename: 127.tif,original filename: 127.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,This Drawing Shows My Mother And I Going Shopping And Another Woman Hanging Out The Wash And Some Other Friends Of Mine Skipping Rope.,translated,,Este Dibujo Representa Mi Mama Y Yo Que Vamos A Comprar Y Otra Señora Es Estendiendo La Ropa Y Otras Amigas Mias Juegan A La Cuerda.  ,,childrensdrawings_nyf,
Spanish Children's Drawings of the Civil War Collection,"Serre Buxeda, Paquita",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France",Age 9.,0,1,,omeka_8213,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere3,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 127,original filename: 127.tif,original filename: 127.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,This Drawing Shows My Mother And I Going Shopping And Another Woman Hanging Out The Wash And Some Other Friends Of Mine Skipping Rope.,translated,,Este Dibujo Representa Mi Mama Y Yo Que Vamos A Comprar Y Otra Señora Es Estendiendo La Ropa Y Otras Amigas Mias Juegan A La Cuerda.  ,,childrensdrawings_nyf_000,
Spanish Children's Drawings of the Civil War Collection,"Hernandez, Isidro",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France",Age 10.,0,1,,omeka_8133,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 47,original filename: 47.tif,original filename: 47.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Drawing Of A Double Track Leading To A Tunnel,,,,,childrensdrawings_ojl,
Spanish Children's Drawings of the Civil War Collection,"Hernandez, Isidro",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France",Age 10.,0,1,,omeka_8133,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere2,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 47,original filename: 47.tif,original filename: 47.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Drawing Of A Double Track Leading To A Tunnel,,,,,childrensdrawings_ojl_000,
Spanish Children's Drawings of the Civil War Collection,"Clua Ferrer, Domingo",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France",Age 13. Origin: Port-Bou.,0,1,,omeka_8173,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 87,original filename: 87.tif,original filename: 87.jpg,original filename: 87v.jpg,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,This Drawing Shows When I Left Port-bou And Came To Cerbère To Find A Refuge.  A Woman That My Sister Works For Looks For A House To Live In There Because There Is Shooting In Port-bou And Powerful Bombardments.,translated,,Este Dibujo Representa Cuando Me Fui De Port-bou Que Beni A Serbere A Buscar Casa (este D) Para Refugiarme Aqui.  Una Mujer Que Mi Erhmana Trabajaba Fui Aber Si Le Dejaban Una Casa Para Bivir Alli Por Que En Porbou Tiraban Y Ha A Barbadeos Muy Fuertes.  ,,childrensdrawings_okx,
Spanish Children's Drawings of the Civil War Collection,"Clua Ferrer, Domingo",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France",Age 13. Origin: Port-Bou.,0,1,,omeka_8173,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere1,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 87,original filename: 87.tif,original filename: 87.jpg,original filename: 87v.jpg,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,This Drawing Shows When I Left Port-bou And Came To Cerbère To Find A Refuge.  A Woman That My Sister Works For Looks For A House To Live In There Because There Is Shooting In Port-bou And Powerful Bombardments.,translated,,Este Dibujo Representa Cuando Me Fui De Port-bou Que Beni A Serbere A Buscar Casa (este D) Para Refugiarme Aqui.  Una Mujer Que Mi Erhmana Trabajaba Fui Aber Si Le Dejaban Una Casa Para Bivir Alli Por Que En Porbou Tiraban Y Ha A Barbadeos Muy Fuertes.  ,,childrensdrawings_okx_000,
Spanish Children's Drawings of the Civil War Collection,"Antolin, Maria",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Comunidades familiares de Educacion, El Perello, Spain",,0,1,,omeka_8237,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 153,original filename: 153.tif,original filename: 153.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Valencia (Spain : Region),http://id.loc.gov/authorities/names/n82020875,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Drawing Of Household Objects With Text,,,,,childrensdrawings_ook,
Spanish Children's Drawings of the Civil War Collection,"Antolin, Maria",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Comunidades familiares de Educacion, El Perello, Spain",,0,1,,omeka_8237,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/valencia/valencia_1,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 153,original filename: 153.tif,original filename: 153.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Valencia (Spain : Region),http://id.loc.gov/authorities/names/n82020875,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Drawing Of Household Objects With Text,,,,,childrensdrawings_ook_000,
Spanish Children's Drawings of the Civil War Collection,"Verdaguer, Juan",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France",Age 11. Origin: Port-Bou.,0,1,,omeka_8174,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 88,original filename: 88.tif,original filename: 88.jpg,original filename: 88v.jpg,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,This Drawing Shows Farmers Cultivating The Land.,translated,,Este Dibujo Represen Los Payeces Cultivando La Tierra.  ,,childrensdrawings_ooz,
Spanish Children's Drawings of the Civil War Collection,"Verdaguer, Juan",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France",Age 11. Origin: Port-Bou.,0,1,,omeka_8174,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere4,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 88,original filename: 88.tif,original filename: 88.jpg,original filename: 88v.jpg,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,This Drawing Shows Farmers Cultivating The Land.,translated,,Este Dibujo Represen Los Payeces Cultivando La Tierra.  ,,childrensdrawings_ooz_000,
Spanish Children's Drawings of the Civil War Collection,"Serrano Ilervias, Carlos",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Colonia Lobosillo, Lobosillo, Spain. Depicts an air combat. Stamp: Guardería Infantil de Guerra ""Trabajadores de la enseñanza"" U.G.T.",Age 14.,0,1,,omeka_8150,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 64,original filename: 64.tif,original filename: 64.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Murcia (Spain : Region),http://id.loc.gov/authorities/names/n82129542,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Drawing Of Air Combat,,,,,childrensdrawings_oyc,
Spanish Children's Drawings of the Civil War Collection,"Serrano Ilervias, Carlos",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Colonia Lobosillo, Lobosillo, Spain. Depicts an air combat. Stamp: Guardería Infantil de Guerra ""Trabajadores de la enseñanza"" U.G.T.",Age 14.,0,1,,omeka_8150,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/murcia,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 64,original filename: 64.tif,original filename: 64.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Murcia (Spain : Region),http://id.loc.gov/authorities/names/n82129542,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Drawing Of Air Combat,,,,,childrensdrawings_oyc_000,
Spanish Children's Drawings of the Civil War Collection,"Garcia Hernandez, Magdalena",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France",Age 11.,0,1,,omeka_8118,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 32,original filename: 32.tif,original filename: 32.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,"Drawing Shows Some Women, Girls, Etc., Who, Frightened By The Bombs, Leave For Cerbère;  Among Them Is Our Family.",translated,The,"Dibujo Representa Varias Mujeres, Ninas, Etc. Que Asustados De Las Bombas Se Marchan A Cerbère Como Uno De Ellas Nuestra Familia.  ",El,childrensdrawings_pfq,
Spanish Children's Drawings of the Civil War Collection,"Garcia Hernandez, Magdalena",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France",Age 11.,0,1,,omeka_8118,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere2,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 32,original filename: 32.tif,original filename: 32.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,"Drawing Shows Some Women, Girls, Etc., Who, Frightened By The Bombs, Leave For Cerbère;  Among Them Is Our Family.",translated,The,"Dibujo Representa Varias Mujeres, Ninas, Etc. Que Asustados De Las Bombas Se Marchan A Cerbère Como Uno De Ellas Nuestra Familia.  ",El,childrensdrawings_pfq_000,
