relatedItem_collection,name_primary,name_primary_type,name_primaryRelator,name_primaryRelator_authority,name_primaryRelator_authority_identifier,name_primary_authority,name_primary_authority_identifier,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,item - featured,item - public,identifier_clio,identifier_omeka,language,location_url_ObjectInContext,physicalLocation,note,note_filename 1,note_filename 2,digitalOrigin,form,form_originalFormat,place,relatedItem_Project,languageOfCataloging,subject_topic 1,subject_topic 2,subject_topic 3,title
Spanish children's drawings of the Civil War collection,"Roman, Arturo",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 11
|Colony: Albaida, Valencia",0,1,Drawing no: 72,8158,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/p_r/roman,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 72.tif,CannonRev.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Three men and a cannon
Spanish children's drawings of the Civil War collection,"Calap Tello, Abel",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 12
|Colony: Hogar de Benicasím (Benicasím Orphanage)",0,1,Drawing no: 71,8157,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/castellon,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 71.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/71.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works","Two blimps flying over a green plane (Panzer), pursuing a red (mosca) one, and a ship below"
Spanish children's drawings of the Civil War collection,"Camino, Jose Javier",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 10
|Colony: Colonia de Dijon, Côte d'Or, France ",0,1,Drawing no: 70,8156,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/cote_dor,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 70.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/70.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Green and red (Panzers) bombing an airport with the republican flag flying on it
Spanish children's drawings of the Civil War collection,"Iglesias, Rosario",,,,,,,1938-01-04,,,"January 4, 1938","Age 11
|Colony: Bellús",0,1,Drawing no: 69,8155,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/h_n/iglesias_r,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 69.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/69.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works","Drawing dated January 4, 1938"
Spanish children's drawings of the Civil War collection,"Garcia, Mauricio",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 10
|Colony: Benicasím.  Hogar (Benicasím Orphanage)",0,1,Drawing no: 68,8154,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/castellon,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 68.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/68.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Air combat near tunnel to France
Spanish children's drawings of the Civil War collection,"Gabrielli, Octavio",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Colony: Colonia Mare Nostrum, Oliva, Spain",0,1,Drawing no: 67,8153,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/e_g/gabrielli,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 67.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/67.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works","Air battle with 7 planes (moscas) on the left, two (Panzers) on the right, one in flames and a parachute"
Spanish children's drawings of the Civil War collection,"Aguilar, Rocio",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Colony:  Colonia Escolar #1, Torrente| Depicts a girl outside a house, near a table, basket and chicken w. 2 big Panzers overhead and 5 moscas in the distance.|Stamp: ""Ministerio de Instrucción Pública"" ",0,1,Drawing no: 66,8152,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/a_b/aguilar,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 66.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/66.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Drawing of a girl outside with airplanes
Spanish children's drawings of the Civil War collection,"Francisco, Concepción",,,,,,,1938-01,,,"January, 1938","Age 12
|Drawing inscribed: Valencia Enero 1938",0,1,Drawing no: 65,8151,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/e_g/francisco,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 65.tif,spanchldrndrwings_65.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Tanks and Bombers
Spanish children's drawings of the Civil War collection,"Serrano Ilervias, Carlos",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 14
|  Colony: Colonia Lobosillo, Lobosillo, Spain|Depicts an air combat.|Stamp: Guardería Infantil de Guerra ""Trabajadores de la enseñanza"" U.G.T.",0,1,Drawing no: 64,8150,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/murcia,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 64.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/64.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Drawing of air combat
Spanish children's drawings of the Civil War collection,,,,,,,,,,inferred,between 1936 and 1939,Colony: Bellús,0,1,Drawing no: 63,8149,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/s_v/unknown,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 63.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/63.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works","Black ink and watercolor depiction of an air combat: four black planes (Panzers) - one in flames, three blue with red stripes (moscas) and one parachute"
Spanish children's drawings of the Civil War collection,"Estebanez, Luis",,,,,,,1938-06-01,,,"June 1, 1938","Age 12|Depicts a large airplane, green w/red stripes (mosca) and 2 black planes w/red stripes (Panzers) shooting, another plane in flames, and two parachutes.",0,1,Drawing no: 62,8148,,https://exhibitions.cul.columbia.edu/exhibits/show/children/collection,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 62.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/62.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Drawing of airplanes
Spanish children's drawings of the Civil War collection,"Negre, Esteban",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 8
|Depicts a black plane being shot at by ground soldiers|Colony: Centro Español, Cerbère, France",0,1,Drawing no: 61,8147,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/h_n/negre,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 61.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/61.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Drawing of a black plane
Spanish children's drawings of the Civil War collection,"Perdiguero, Juan",,,,,,,1938-01-14,,,"January 14, 1938","Age 11
|Dated January 14, 1938|Colony: Bellús",0,1,Drawing no: 60,8146,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/p_r/perdiguero,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 60.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/60.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Drawing of air combat
Spanish children's drawings of the Civil War collection,"Escobedo Fernandez, Antonio",,,,,,,1937,1938,inferred,1937-1938,"Colony: Lagasca, Madrid|Dated 2o año (2nd year), 1937-38. | Stamp: Instituto Nacional de segunda enseñanza. Lagasca. Madrid. Secretaria.",0,1,Drawing no: 59,8145,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/madrid,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 59.tif,59.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Aerial Combat|Combate Aereo  
Spanish children's drawings of the Civil War collection,"Perez Agudo, Angel",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 12
|Depicts 3 airplanes (moscas) over a bridge|Colony: Colonia de la Ermita, Villarreal, Spain",0,1,Drawing no: 58,8144,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/castellon,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 58.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/58.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Drawing of three airplanes
Spanish children's drawings of the Civil War collection,"Pozo, J.",,,,,,,1938-01,,,"January, 1938","Age 13
|Dated Enero 1938|Colony: Valencia",0,1,Drawing no: 57,8143,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/p_r/pozo,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 57.tif,57.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Aerial Combat|Batalla aerea  
Spanish children's drawings of the Civil War collection,"Espinosa, Emiliano",,,,,,,1937-12-13,,,"December 13, 1937","Age 13
|Dated December 13, 1937, 1o curso.  |Colony: Instituto Lagasca, Madrid, Spain|Stamp: Instituto Nacional de 2a enseñanza. Lagazca. Madrid. Secretaria.",0,1,Drawing no: 56,8142,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/madrid,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 56_800.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/56_800.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Air Flight Over a City
Spanish children's drawings of the Civil War collection,"Bartrina, Eduardo",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Colony: Colonia de Niños Españoles, Perpignan.",0,1,Drawing no: 55,8141,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/a_b/bartrina,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 55.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/55.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",My evacuation to France|Mi evacuación a Francia  
Spanish children's drawings of the Civil War collection,"Parronda, Joaquin",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 10

|On facade: ZAPATERIA, 22, TABERNA|Colony: Colonia escolar Germán de Araujo, Alcañiz, Spain
|Origin: Madrid",0,1,Drawing no: 54,8140,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/teruel,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 54.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/54.jpg,,,drawings,Still Image,Origin: Madrid,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",My House in Madrid|Mi casa de Madrid 
Spanish children's drawings of the Civil War collection,"Altuna, Luis",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 12
|Colony: Colonia Infantil, Bayonne, France |Origin: Durango",0,1,Drawing no: 53,8139,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/a_b/altuna,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 53.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/53.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Here I have drawn my mother and I having lunch with a family we know.|He dibujado aquí a una familia conocida y mi madre y yo merendando con ellos.  
Spanish children's drawings of the Civil War collection,"Castellanos, Angel",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 13|Colony: Residencia Infantil #21, Sueca, Spain ",0,1,Drawing no: 52,8138,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/c_d/castellanos,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 52.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/52.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Evacuated Children|Niños Evacuados 
Spanish children's drawings of the Civil War collection,"Piña Peres, Gonzalo",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 12
|Colony: Centro Español, Cerbère, France.",0,1,Drawing no: 51,8137,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/p_r/pina,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 51.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/51.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",This house is shown at the side of the tunnel and the train when I left with a train.|Esta casa representa en el lado del tunel  y el tren cuando marchaba con un tren.  
Spanish children's drawings of the Civil War collection,"Lloveras Trebol, Maria Teresa",,,,,,,1936 1939,,inferred,,"Age 10
|Colony: Centro Español, Cerbère, France |Origin: Port-Bou",0,1,Drawing no: 50,8136,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/h_n/lloveras_trebol_m,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 50.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/50.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",This drawing shows the train with the people going to Cerbère on the day of the evacuation.|Este dibujo representa el tren con la gente que ban en Cerbère el dia de la (el) evacuación.  
Spanish children's drawings of the Civil War collection,"Lloveras Trebol, Maria Teresa",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 10|Colony: Centro Español, Cerbère, France |Origin: Port-Bou",0,1,Drawing no: 49,8135,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/h_n/lloveras_trebol_m,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 49.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/49.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works","This drawing represents a house in Port-Bou, behind which is a spring of very cool water and in the summer people come to get it.|Este dibujo representa una casa de Port-Bou que detras de ella haya una fuente de agua muy fresca y por el verano la gente ban a buscar.  "
Spanish children's drawings of the Civil War collection,"Peris Monzo, Maria",,,,,,,1938-01,,,"January, 1938","Age 13
|Depicts a peaceful country house with a city skyline across a river.|Dated January, 1938. |Colony: Valencia",0,1,Drawing no: 48,8134,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/p_r/peris,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 48.tif,48.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Drawing of a country house
Spanish children's drawings of the Civil War collection,"Hernandez, Isidro",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 10
|Colony: Centro Español,  Cerbère, France.",0,1,Drawing no: 47,8133,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/h_n/hernandez,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 47.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/47.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Drawing of a double track leading to a tunnel
Spanish children's drawings of the Civil War collection,"Marquez Martinez, Pablo",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 15
|Stamp: Guarderia Infantil de guerra ""Trabajadores laa enseñanza."" V.G.T.|Colony: Colonia Lobosillo, Lobosillo, Spain ",0,1,Drawing no: 46,8132,,https://exhibitions.cul.columbia.edu/exhibits/show/children/espanol/inicio,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 46.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/46.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Life in the Country|Vida del Campo  
Spanish children's drawings of the Civil War collection,"Marquez Martinez, Antonio",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 7
|Colony: Colonia Lobosillo, Lobosillo, Spain ",0,1,Drawing no: 45,8131,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/murcia,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 45.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/45.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Two male figures greeting each other
Spanish children's drawings of the Civil War collection,"Cid, Augustin",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 12
|Colony: Residencia Infantil #21, Sueca, Spain",0,1,Drawing no: 44,8130,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/c_d/cid,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 44.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/44.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works","Three buses in a row, each with a sign saying 'Evacuacion'"
Spanish children's drawings of the Civil War collection,"Cid, Augustin",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 12
|Colony: Residencia Infantil #21, Sueca, Spain|Depicts road over bridge, house on one side, man plowing on the other",0,1,Drawing no: 43,8129,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/c_d/cid,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 43.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/43.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Drawing of a road
Spanish children's drawings of the Civil War collection,"España, Jose",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 13
|Colony:  Colonia Pablo Iglesias, Godella, Spain|Origin: Madrid",0,1,Drawing no: 42,8128,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/e_g/espana,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 42.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/42.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",The Buen Retiro Park.|Paisaje del Retiro.  
Spanish children's drawings of the Civil War collection,"Luis, Ramon",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 11
|Colony: Colonia Escolar, Estadilla, Spain",0,1,Drawing no: 41,8127,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/huesca,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 41.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/41.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Boys combing their hair in the washroom|Niños peinandosen en el cuarto de aseo  
Spanish children's drawings of the Civil War collection,"Muro, Pilar",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 10
|Colony: Colonia Escolar, Estadilla, Spain",0,1,Drawing no: 40,8126,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/huesca,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 40.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/40.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Girls in the washroom|Niñas en el cuarto de aseo  
Spanish children's drawings of the Civil War collection,,,,,,,,1936 1939,,inferred,between 1936 and 1939,"Colony: Colonia Escolar, Estadilla, Spain",0,1,Drawing no: 39,8125,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/huesca,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 39.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/39.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Girls with books (or sewing) outdoors
Spanish children's drawings of the Civil War collection,"Boada, Gloria",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 12

|Colony: Bayonne, France|Origin: Irún, Guipuzcoa",0,1,Drawing no: 38,8124,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/a_b/boada,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 38.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/38.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works","When I evacuated, I left from the beach at Fuenterrabia for France.  Here we are - my mother, my father and my brothers and me.  Many others came with us.|En esta escena he dibujado yo la evacuación mia.  Cuando evacue;  evacue en la playa de Fuenterrabia para Francia.  Aqui estamos mi madre mi padre y mis tres hermanos y yo tambien vaniamos mucha gente.  "
Spanish children's drawings of the Civil War collection,"Terralba, Felix",,,,,,,1938-01-15,,,"January 15, 1938","Colony: Colonia Escolar Colectiva,  Burriana, Spain ",0,1,Drawing no: 37,8123,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/castellon,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 37.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/37.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works","Dated January 15, 1938"
Spanish children's drawings of the Civil War collection,"Buaños, Josefa",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 8
|Colony: Masarrochos",0,1,Drawing no: 36,8122,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/a_b/buanos,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 36.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/36.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Seeking shelter in the trees|Refugiados en los árboles  
Spanish children's drawings of the Civil War collection,"Ribas, Granollers",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 10
|Colony: Centro Español, Cerbère, France",0,1,Drawing no: 35,8121,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/p_r/ribas_g,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 35.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/35.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",This drawing represents the day I came to Cerbère and going through the first tunnel from Llanca to Culera we ran into the planes bombing Culera and Port-Bou.|Este dibujo de aqui representa el día que veni a Cerbère y pasando por el primer túnel de Llanca a Culera nos encontrabamos con los aviones bombardeando a Culera y la Port-Bou.  
Spanish children's drawings of the Civil War collection,"Rodriguez, Francisco",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 12
|Colony: Centro Español, Cerbère, France",0,1,Drawing no: 34,8120,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/p_r/rodriguez_f,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 34.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/34.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Tunnel to Cerbère.  The children from Port-Bou go to school in Cerbère.|Tunel de Cerbère.  Los niños de Port-Bou se van la escuela de Cerbère.  
Spanish children's drawings of the Civil War collection,"Rodriguez, Francisco",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 12
|Colony: Centro Español, Cerbère, France",0,1,Drawing no: 33,8119,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/p_r/rodriguez_f,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 33.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/33.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Mouth of the Tunnel at Port-Bou|Boca del Túnel de Port-Bou 
Spanish children's drawings of the Civil War collection,"Garcia Hernandez, Magdalena",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 11
|Colony: Centro Español, Cerbère, France",0,1,Drawing no: 32,8118,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/e_g/garcia_hernandez,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 32.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/32.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works","The drawing shows some women, girls, etc., who, frightened by the bombs, leave for Cerbère;  among them is our family.|El dibujo representa varias mujeres, ninas, etc. que asustados de las bombas se marchan a Cerbère como uno de ellas nuestra familia.  "
Spanish children's drawings of the Civil War collection,"Duran Rumbau, Maria",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 12
|Colony: Centro Español, Cerbère, France",0,1,Drawing no: 31,8117,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere2,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 31.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/31.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works","This drawing shows all our household arriving in Cerbère and then [...] a house and the border guard in front standing guard.""|Este dibujo representa con todos de mi casa llegamos en Cerbère y luego [...] una casa y el carabinero en frente haciendo guardia.   "
