_identifiers-1,_digital_object_type.string_key,_parent_digital_objects-1.identifier,_project.string_key,collection-1:collection_term.value,collection-1:collection_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_term.authority,name-1:name_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,note-1:note_value,note-1:note_type,clio_identifier-1:clio_identifier_value,omeka_identifier-1:omeka_identifier_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,object_in_context_url-1:object_in_context_url_value,location-1:location_term.code,location-1:location_term.value,location-1:location_term.authority,location-1:location_term.uri,note-2:note_value,note-2:note_type,note-3:note_value,note-3:note_type,note-4:note_value,note-4:note_type,digital_origin-1:digital_origin_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,note-5:note_value,note-5:note_type,place_of_origin-1:place_of_origin_value,place_authority_identifier,relatedItem_Project,projectURL,language_of_cataloging-1:language_of_cataloging_term.value,language_of_cataloging-1:language_of_cataloging_term.authority,language_of_cataloging-1:language_of_cataloging_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,title-1:title_sort_portion,title_type,title-1:title_non_sort_portion,title-2:title_sort_portion,title-2:title_non_sort_portion
childrensdrawings_nvo_000,asset,childrensdrawings_nvo,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8159,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/madrid,,,,,73_800.tif,filename,73_800.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Aerial Combat,translated,,Combate De Aviación ,
childrensdrawings_nyf,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Serre Buxeda, Paquita",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 127. Child's Age: 9. Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,This Drawing Shows My Mother And I Going Shopping And Another Woman Hanging Out The Wash And Some Other Friends Of Mine Skipping Rope.,translated,,Este Dibujo Representa Mi Mama Y Yo Que Vamos A Comprar Y Otra Señora Es Estendiendo La Ropa Y Otras Amigas Mias Juegan A La Cuerda.  ,
childrensdrawings_nyf_000,asset,childrensdrawings_nyf,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8213,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere3,,,,,127.tif,filename,127.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,This Drawing Shows My Mother And I Going Shopping And Another Woman Hanging Out The Wash And Some Other Friends Of Mine Skipping Rope.,translated,,Este Dibujo Representa Mi Mama Y Yo Que Vamos A Comprar Y Otra Señora Es Estendiendo La Ropa Y Otras Amigas Mias Juegan A La Cuerda.  ,
childrensdrawings_ojl,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Hernandez, Isidro",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 47. Child's Age: 10. Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Drawing Of A Double Track Leading To A Tunnel,,,,
childrensdrawings_ojl_000,asset,childrensdrawings_ojl,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8133,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere2,,,,,47.tif,filename,47.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Drawing Of A Double Track Leading To A Tunnel,,,,
childrensdrawings_okx,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Clua Ferrer, Domingo",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 87. Child's Age: 13. Origin: Port-Bou. Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,This Drawing Shows When I Left Port-bou And Came To Cerbère To Find A Refuge.  A Woman That My Sister Works For Looks For A House To Live In There Because There Is Shooting In Port-bou And Powerful Bombardments.,translated,,Este Dibujo Representa Cuando Me Fui De Port-bou Que Beni A Serbere A Buscar Casa (este D) Para Refugiarme Aqui.  Una Mujer Que Mi Erhmana Trabajaba Fui Aber Si Le Dejaban Una Casa Para Bivir Alli Por Que En Porbou Tiraban Y Ha A Barbadeos Muy Fuertes.  ,
childrensdrawings_okx_000,asset,childrensdrawings_okx,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8173,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere1,,,,,87.tif,filename,87.jpg,filename,87v.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,This Drawing Shows When I Left Port-bou And Came To Cerbère To Find A Refuge.  A Woman That My Sister Works For Looks For A House To Live In There Because There Is Shooting In Port-bou And Powerful Bombardments.,translated,,Este Dibujo Representa Cuando Me Fui De Port-bou Que Beni A Serbere A Buscar Casa (este D) Para Refugiarme Aqui.  Una Mujer Que Mi Erhmana Trabajaba Fui Aber Si Le Dejaban Una Casa Para Bivir Alli Por Que En Porbou Tiraban Y Ha A Barbadeos Muy Fuertes.  ,
childrensdrawings_ook,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Antolin, Maria",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 153. Colony: Comunidades familiares de Educacion, El Perello, Spain",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Valencia (Spain : Region),http://id.loc.gov/authorities/names/n82020875,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Drawing Of Household Objects With Text,,,,
childrensdrawings_ook_000,asset,childrensdrawings_ook,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8237,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/valencia/valencia_1,,,,,153.tif,filename,153.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Drawing Of Household Objects With Text,,,,
childrensdrawings_ooz,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Verdaguer, Juan",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 88. Child's Age: 11. Origin: Port-Bou. Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,This Drawing Shows Farmers Cultivating The Land.,translated,,Este Dibujo Represen Los Payeces Cultivando La Tierra.  ,
childrensdrawings_ooz_000,asset,childrensdrawings_ooz,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8174,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere4,,,,,88.tif,filename,88.jpg,filename,88v.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,This Drawing Shows Farmers Cultivating The Land.,translated,,Este Dibujo Represen Los Payeces Cultivando La Tierra.  ,
childrensdrawings_oyc,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Serrano Ilervias, Carlos",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 64. Child's Age: 14. Colony: Colonia Lobosillo, Lobosillo, Spain. Depicts an air combat. Stamp: Guardería Infantil de Guerra ""Trabajadores de la enseñanza"" U.G.T..",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Murcia (Spain : Region),http://id.loc.gov/authorities/names/n82129542,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Drawing Of Air Combat,,,,
childrensdrawings_oyc_000,asset,childrensdrawings_oyc,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8150,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/murcia,,,,,64.tif,filename,64.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Drawing Of Air Combat,,,,
childrensdrawings_pfq,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Garcia Hernandez, Magdalena",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 32. Child's Age: 11. Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,"Drawing Shows Some Women, Girls, Etc., Who, Frightened By The Bombs, Leave For Cerbère;  Among Them Is Our Family.",translated,The,"Dibujo Representa Varias Mujeres, Ninas, Etc. Que Asustados De Las Bombas Se Marchan A Cerbère Como Uno De Ellas Nuestra Familia.  ",El
childrensdrawings_pfq_000,asset,childrensdrawings_pfq,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8118,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere2,,,,,32.tif,filename,32.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,"Drawing Shows Some Women, Girls, Etc., Who, Frightened By The Bombs, Leave For Cerbère;  Among Them Is Our Family.",translated,The,"Dibujo Representa Varias Mujeres, Ninas, Etc. Que Asustados De Las Bombas Se Marchan A Cerbère Como Uno De Ellas Nuestra Familia.  ",El
childrensdrawings_phf,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Lloveras Trebol, Anita",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 138. Child's Age: 11. Origin: Port-Bou. Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,This Drawing Shows The Port-bou Station From Which The People Left On The Day Of The Evacuation.,translated,,Ese Dibujo Representa La Estación De Port-bou Que La Gente Marchan El Día De La Evacuación ,
childrensdrawings_phf_000,asset,childrensdrawings_phf,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8224,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere2,,,,,138.tif,filename,138.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,This Drawing Shows The Port-bou Station From Which The People Left On The Day Of The Evacuation.,translated,,Ese Dibujo Representa La Estación De Port-bou Que La Gente Marchan El Día De La Evacuación ,
childrensdrawings_pjs,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Bravo, Maximo",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,Drawing no: 134. Child's age: 12.,Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,,,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Bringing The Bread,translated,,Traida Del Pan ,La
childrensdrawings_pjs_000,asset,childrensdrawings_pjs,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8220,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/country_unknown,,,,,134.tif,filename,134.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Bringing The Bread,translated,,Traida Del Pan ,La
childrensdrawings_pkn,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Pedrell Espelt, Francisco",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 18. Child's Age: 15. Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Drawing Shows Two Brothers Who Are Friends Of Mine Watching The Train When I Arrive At Cerbère On The Day Of My Evacuation.,translated,The,Dibujo Representa Dos Hermanos Compañeros Miso Que Estan Mirando El Tren Cuando Yo Vengo Para Cerbère El Dia De Mi Evacuación.  ,El
childrensdrawings_pkn_000,asset,childrensdrawings_pkn,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8104,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere2,,,,,18.tif,filename,18.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Drawing Shows Two Brothers Who Are Friends Of Mine Watching The Train When I Arrive At Cerbère On The Day Of My Evacuation.,translated,The,Dibujo Representa Dos Hermanos Compañeros Miso Que Estan Mirando El Tren Cuando Yo Vengo Para Cerbère El Dia De Mi Evacuación.  ,El
childrensdrawings_prl,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Parronda, Joaquin",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 54. Child's Age: 10. Origin: Madrid On facade: ZAPATERIA, 22, TABERNA. Colony: Colonia escolar Germán de Araujo, Alcañiz, Spain..",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Alcañiz (Spain),http://id.loc.gov/authorities/names/n86150495,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,My House In Madrid,translated,,Mi Casa De Madrid ,
childrensdrawings_prl_000,asset,childrensdrawings_prl,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8140,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/teruel,,,,,54.tif,filename,54.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,My House In Madrid,translated,,Mi Casa De Madrid ,
childrensdrawings_pwf,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Casado Gauderats, Pepita",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 102. Child's Age: 12. Colony: Colonia Familiar, Grupo Alfredo Calderón de Madrid, Chirivella, Spain.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Valencia (Spain : Region),http://id.loc.gov/authorities/names/n82020875,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,"Drawing With People, Vehicles, And Buildings",,,,
childrensdrawings_pwf_000,asset,childrensdrawings_pwf,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8188,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/valencia/valencia_1,,,,,102.tif,filename,102.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,"Drawing With People, Vehicles, And Buildings",,,,
childrensdrawings_pzz,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Pascual Valladolid, Maria",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 14. Child's Age: 14. Depicts various trains (one says MURCIA - MADRID) and many figures waving goodbye. Colony: Colonia Lobosillo, Lobosillo, Spain.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Murcia (Spain : Region),http://id.loc.gov/authorities/names/n82129542,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Drawing Of Trains,,,,
childrensdrawings_pzz_000,asset,childrensdrawings_pzz,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8100,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/murcia,,,,,14.tif,filename,14.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Drawing Of Trains,,,,
childrensdrawings_qee,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Ribas, Granollers",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 35. Child's Age: 10. Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,This Drawing Represents The Day I Came To Cerbère And Going Through The First Tunnel From Llanca To Culera We Ran Into The Planes Bombing Culera And Port-bou.,translated,,Este Dibujo De Aqui Representa El Día Que Veni A Cerbère Y Pasando Por El Primer Túnel De Llanca A Culera Nos Encontrabamos Con Los Aviones Bombardeando A Culera Y La Port-bou.  ,
childrensdrawings_qee_000,asset,childrensdrawings_qee,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8121,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere3,,,,,35.tif,filename,35.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,This Drawing Represents The Day I Came To Cerbère And Going Through The First Tunnel From Llanca To Culera We Ran Into The Planes Bombing Culera And Port-bou.,translated,,Este Dibujo De Aqui Representa El Día Que Veni A Cerbère Y Pasando Por El Primer Túnel De Llanca A Culera Nos Encontrabamos Con Los Aviones Bombardeando A Culera Y La Port-bou.  ,
childrensdrawings_qmn,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Diaz Luna, Manolo",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,Drawing no: 16. Child's age: 12.,Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,,,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Between The Orange Trees,translated,,Entre Naranjos ,
childrensdrawings_qmn_000,asset,childrensdrawings_qmn,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8102,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/country_unknown,,,,,16.tif,filename,16.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Between The Orange Trees,translated,,Entre Naranjos ,
