itemContainer - item - itemId,itemContainer - item - public,itemContainer - item - featured,itemContainer - item - MODS - FormGenre - text,itemContainer - item - MODS - DigitalOrigin - text,itemContainer - item - MODS - RepositoryName - text,itemContainer - item - MODS - LanguageofCataloging - text,itemContainer - item - MODS - KeyDate - text,itemContainer - item - MODS - TypeofDate - text,itemContainer - item - MODS - Notes - text,itemContainer - item - MODS - ShelfLocation - text,itemContainer - item - MODS - Collection - text,itemContainer - item - MODS - PublicationPlace - text,itemContainer - item - MODS - PlaceofOrigin - text,itemContainer - item - MODS - Subrepository - text,itemContainer - item - MODS - PublicationDate - text,itemContainer - item - MODS - PhysicalLocation - text,itemContainer - item - DublinCore - Title - text,itemContainer - item - DublinCore - Date - text,itemContainer - item - DublinCore - Language - text,itemContainer - item - DublinCore - Creator - text,itemContainer - item - DublinCore - Publisher - text,itemContainer - item - DublinCore - Description - text,itemContainer - item - DublinCore - Subject - text,itemContainer - item - DublinCore - Source - text,itemContainer - item - DublinCore - Rights - text,itemContainer - item - OriginalFileLoadedIntoOmeka - text,itemContainer - item - ItemType - text,itemContainer - item - OmekaCollection,itemContainer - item - ItemInContext,itemContainer - item - AdditionalItemMetadata - RightsHolder - text
6431,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1973-04-29 ,exact,"Original filename: 110118116.tif
",Historical Subject Files  Box 307 f.4,Historical Subject Files,,New York,,,,"Columbia University Orchestra Program, April 29, 1973, Page 1 ",29-Apr-73,eng,Columbia University. Department of Music,Columbia University,Program notes by Peter Dedel.,,,,http://ldpd.lampdev.columbia.edu/o/music/110118116.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance-current/university-orchestra-and-barna,
6430,1,0,clippings,Reformatted Digital,"University Archives, Columbia University",English,1988-09-17 ,exact,"Original filename: 110118115.tif
","Buildings and Grounds, Box 11, F. 16",Buildings and Grounds Collection,,,,,,"For Columbia Theater, A Festive First Night",17-Sep-88,eng,"Kozinn, Allan ",,Photocopy of clipping from New York Times,,New York Times,,http://ldpd.lampdev.columbia.edu/o/music/110118115.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance-current/miller-theater,
6429,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1988-09-15 ,exact,"original filename: 110118114.tif
","Buildings and Grounds, Box 11, F. 16",Buildings and Grounds Collection,,,,,,"Kathryn Bache Miller Theatre, Page 5",15-Sep-88,eng,Columbia University,Columbia University,"Opening Night Program, September 15, 1988",,,,http://ldpd.lampdev.columbia.edu/o/music/110118114.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance-current/miller-theater,
6428,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1988-09-15 ,exact,"original filename: 110118113.tif
","Buildings and Grounds, Box 11, F. 16",Buildings and Grounds Collection,,,,,,"Kathryn Bache Miller Theatre, Page 4",15-Sep-88,eng,Columbia University,Columbia University,"Opening Night Program, September 15, 1988",,,,http://ldpd.lampdev.columbia.edu/o/music/110118113.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance-current/miller-theater,
6427,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1988-09-15 ,exact,"original filename: 110118112.tif
","Buildings and Grounds, Box 11, F. 16",Buildings and Grounds Collection,,,,,,"Kathryn Bache Miller Theatre, Page 3",15-Sep-88,eng,Columbia University,Columbia University,"Opening Night Program, September 15, 1988. Essay ""Beginning a new chapter"" by Peter Smith, Dean, Faculty of the Arts.",,,,http://ldpd.lampdev.columbia.edu/o/music/110118112.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance-current/miller-theater,
6426,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1988-09-15 ,exact,"original filename: 110118111.tif
","Buildings and Grounds, Box 11, F. 16",Buildings and Grounds Collection,,,,,,"Kathryn Bache Miller Theatre, Page 2 ",15-Sep-88,eng,Columbia University,Columbia University,"Opening Night Program, September 15, 1988",,,,http://ldpd.lampdev.columbia.edu/o/music/110118111.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance-current/miller-theater,
6425,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1988-09-15 ,exact,"original filename: 110118110.tif

","Buildings and Grounds, Box 11, F. 16",Buildings and Grounds Collection,,,,,,"Kathryn Bache Miller Theatre, Page 1 ",15-Sep-88,eng,Columbia University,Columbia University,"Opening Night Program, September 15, 1988",,,,http://ldpd.lampdev.columbia.edu/o/music/110118110.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance-current/miller-theater,
6424,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1988-09-15 ,exact,"original filename: 110118109.tif
","Buildings and Grounds, Box 11, F. 16",Buildings and Grounds Collection,,,,,,"Kathryn Bache Miller Theatre, Cover",15-Sep-88,eng,Columbia University,Columbia University,"Opening Night Program, September 15, 1988",,,,http://ldpd.lampdev.columbia.edu/o/music/110118109.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance-current/miller-theater,
6423,1,0,photographs,reformatted digital,"University Archives, Columbia University",eng,1940 1949,approximate,"original filename: 110118108.tif
","Historical  Photograph Collection-SASL-Performing Groups-Opera Workshop, Evangeline MS 197",Historical Photograph Collection,,,,,,"Otto Luening conducting rehearsal of ""Evangeline,"" Photograph",ca. 1940s,eng,Columbia University,Columbia University,Opera Workshop,"Luening, Otto, 1900-1996",,,http://ldpd.lampdev.columbia.edu/o/music/110118108.jpg,Still Image,Music at Columbia: The First 100 Years,,
6422,1,0,photographs,reformatted digital,"University Archives, Columbia University",eng,1940 1949,approximate,"original filename: 110118107.tif
","Historical PhototgraphCollection-SASL-Performing Groups-Opera Workshop, Misc. MS 197",Historical Photograph Collection,,,,,,"Otto Luening conducting rehearsal, Photograph ",ca. 1940s,,Columbia University,Columbia University,Opera Workshop,"Luening, Otto, 1900-1996",,,http://ldpd.lampdev.columbia.edu/o/music/110118107.jpg,Still Image,Music at Columbia: The First 100 Years,,
6421,1,0,printed ephemera ,Reformatted Digital,"University Archives, Columbia University",English,1940-10 ,exact,"original filename: 110118106.tif
","Buildings and Grounds, Box 11, F. 11",Buildings and Grounds Collection,New York,,,,,"Brander Matthews Hall, Page 197","October, 1940",eng,"Smith, Milton Myers, 1890-1981",Columbia University,Offprint.,,"Columbia University Quarterly XXXII/3, page 184-197",,http://ldpd.lampdev.columbia.edu/o/music/110118106.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/smith-article,
6420,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1940-10 ,exact,"original filename: 110118105.tif
","Buildings and Grounds, Box 11, F. 11",Buildings and Grounds Collection,New York,,,,,"Brander Matthews Hall, Page 196","October, 1940",eng,"Smith, Milton Myers, 1890-1981",Columbia University,Offprint.,,"Columbia University Quarterly XXXII/3, page 184-197",,http://ldpd.lampdev.columbia.edu/o/music/110118105.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/smith-article,
6419,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1940-10 ,exact,"original filename: 110118104.tif
","Buildings and Grounds, Box 11, F. 11",Buildings and Grounds Collection,New York,,,,,"Brander Matthews Hall, Page 195","October, 1940",eng,"Smith, Milton Myers, 1890-1981",Columbia University,Offprint.,,"Columbia University Quarterly XXXII/3, page 184-197",,http://ldpd.lampdev.columbia.edu/o/music/110118104.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/smith-article,
6418,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1940-10 ,exact,"original filename: 110118103.tif
","Buildings and Grounds, Box 11, F. 11",Buildings and Grounds Collection,New York,,,,,"Brander Matthews Hall, Page 194","October, 1940",eng,"Smith, Milton Myers, 1890-1981",Columbia University,Offprint.,,"Columbia University Quarterly XXXII/3, page 184-197",,http://ldpd.lampdev.columbia.edu/o/music/110118103.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/smith-article,
6417,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1940-10 ,exact,"original filename: 110118102.tif
","Buildings and Grounds, Box 11, F. 11",Buildings and Grounds Collection,New York,,,,,"Brander Matthews Hall, Page 193","October, 1940",eng,"Smith, Milton Myers, 1890-1981",Columbia University,Offprint.,,"Columbia University Quarterly XXXII/3, page 184-197",,http://ldpd.lampdev.columbia.edu/o/music/110118102.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/smith-article,
6416,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1940-10 ,exact,"original filename: 110118101.tif
","Buildings and Grounds, Box 11, F. 11",Buildings and Grounds Collection,New York,,,,,"Brander Matthews Hall, Page 192","October, 1940",eng,"Smith, Milton Myers, 1890-1981",Columbia University,Offprint.,,"Columbia University Quarterly XXXII/3, page 184-197",,http://ldpd.lampdev.columbia.edu/o/music/110118101.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/smith-article,
6415,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1940-10 ,exact,"original filename: 110118100.tif
","Buildings and Grounds, Box 11, F. 11",Buildings and Grounds Collection,New York,,,,,"Brander Matthews Hall, Page 191","October, 1940",eng,"Smith, Milton Myers, 1890-1981",Columbia University,Offprint.,,"Columbia University Quarterly XXXII/3, page 184-197",,http://ldpd.lampdev.columbia.edu/o/music/110118100.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/smith-article,
6414,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1940-10 ,exact,"original filename: 110118099.tif
","Buildings and Grounds, Box 11, F. 11",Buildings and Grounds Collection,New York,,,,,"Brander Matthews Hall, Page 190","October, 1940",eng,"Smith, Milton Myers, 1890-1981",Columbia University,Offprint.,,"Columbia University Quarterly XXXII/3, page 184-197",,http://ldpd.lampdev.columbia.edu/o/music/110118099.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/smith-article,
6413,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1940-10 ,exact,"original filename: 110118098.tif
","Buildings and Grounds, Box 11, F. 11",Buildings and Grounds Collection,New York,,,,,"Brander Matthews Hall, Page 189","October, 1940",eng,"Smith, Milton Myers, 1890-1981",Columbia University,Offprint.,,"Columbia University Quarterly XXXII/3, page 184-197",,http://ldpd.lampdev.columbia.edu/o/music/110118098.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/smith-article,
6412,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1940-10 ,exact,"original filename: 110118097.tif
","Buildings and Grounds, Box 11, F. 11",Buildings and Grounds Collection,New York,,,,,"Brander Matthews Hall, Page 188","October, 1940",eng,"Smith, Milton Myers, 1890-1981",Columbia University,Offprint.,,"Columbia University Quarterly XXXII/3, page 184-197",,http://ldpd.lampdev.columbia.edu/o/music/110118097.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/smith-article,
6411,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1940-10 ,exact,"original filename: 110118096.tif
","Buildings and Grounds, Box 11, F. 11",Buildings and Grounds Collection,New York,,,,,"Brander Matthews Hall, Page 187","October, 1940",eng,"Smith, Milton Myers, 1890-1981",Columbia University,Offprint.,,"Columbia University Quarterly XXXII/3, page 184-197",,http://ldpd.lampdev.columbia.edu/o/music/110118096.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/smith-article,
6410,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1940-10 ,exact,"original filename: 110118095.tif
","Buildings and Grounds, Box 11, F. 11",Buildings and Grounds Collection,New York,,,,,"Brander Matthews Hall, Page 186","October, 1940",eng,"Smith, Milton Myers, 1890-1981",Columbia University,Offprint.,,"Columbia University Quarterly XXXII/3, page 184-197",,http://ldpd.lampdev.columbia.edu/o/music/110118095.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/smith-article,
6409,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1940-10 ,exact,"original filename: 110118094.tif
","Buildings and Grounds, Box 11, F. 11",Buildings and Grounds Collection,New York,,,,,"Brander Matthews Hall, Page 185","October, 1940",eng,"Smith, Milton Myers, 1890-1981",Columbia University,Offprint.,,"Columbia University Quarterly XXXII/3, page 184-197",,http://ldpd.lampdev.columbia.edu/o/music/110118094.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/smith-article,
6408,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1940-10 ,exact,"original filename: 110118093.tif
","Buildings and Grounds, Box 11, F. 11",Buildings and Grounds Collection,New York,,,,,"Brander Matthews Hall, Page 184","October, 1940",eng,"Smith, Milton Myers, 1890-1981",Columbia University,Offprint.,,"Columbia University Quarterly XXXII/3, page 184-197",,http://ldpd.lampdev.columbia.edu/o/music/110118093.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/smith-article,
6407,1,0,clippings,Reformatted Digital,"University Archives, Columbia University",English,1928-03-04 ,exact,"Original filename: 110118092.tif
","Historical Biographical Files -Matthews, Brander Box 211, F.9",Historical Biographical Files,,,,,,Brander Matthews,4-Mar-28,eng,Bachrach,New York Herald Tribune,Portrait of Brander Matthews,,"New York Herald Tribune, March 4, 1928",,http://ldpd.lampdev.columbia.edu/o/music/110118092.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/brander-matthews-hall,
6406,1,0,photographs,Reformatted Digital,"University Archives, Columbia University",English,1940 ,approximate,"Original filename: 110118091.tif
",Historical  Photograph Collection Buildings and Grounds-Morningside-Brander Matthews Hall MS 162,Historical Photograph Collection,,,,,,Brander Matthews Hall,circa 1940,eng,"Gottscho, Samuel H. (Samuel Herman), 1875-1971",Columbia University,,Columbia University--Buildings,,,http://ldpd.lampdev.columbia.edu/o/music/110118091.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/brander-matthews-hall,
6405,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1939-05-28 ,exact,"original filename: 110118090.tif
","Buildings and Grounds Box 13, f. 5-6",Buildings and Grounds Collection,,,,,,"Service of Dedication of the New Organ in St. Paul's Chapel, Page 2",28-May-39,eng,Columbia University,Columbia University,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118090.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/middle-years,
6404,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1939-05-28 ,exact,"original filename: 110118089.tif
","Buildings and Grounds Box 13, f. 5-6",Buildings and Grounds Collection,,,,,,"Service of Dedication of the New Organ in St. Paul's Chapel, Page 1",28-May-39,eng,Columbia University,Columbia University,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118089.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/middle-years,
6403,1,0,maps,Reformatted Digital,"University Archives, Columbia University",English,1946 1957,in,"original filename: 110118088.tif
","Buildings and Grounds Box 5, f.1",Buildings and Grounds Collection,New York,,,,,"Morningside Heights, Plan of Buildings and Grounds",before 1958,eng,Columbia University,Columbia University,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118088.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/middle-years,
6402,1,0,periodicals ,Reformatted Digital,"University Archives, Columbia University",English,1993 ,exact,"original filename: 110118087.tif
",,,,,,,,"Columbia Magazine, Winter 1993, Cover",Winter 1993,eng,Columbia University,Columbia University,,,Columbia Magazine,,http://ldpd.lampdev.columbia.edu/o/music/110118087.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/alexander-hamilton-medal,
6401,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1956 ,exact,"original filename: 110118086.tif
","Historical Subject Files  Box 361, f. 1-2",Historical Subject Files,New York,,,,,"1956 Alexander Hamilton Dinner, Page 8",1956,eng,"Columbia College (New York, N.Y.). Association of the Alumni",Columbia University,Program booklet,,,,http://ldpd.lampdev.columbia.edu/o/music/110118086.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/alexander-hamilton-medal,
6400,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1956 ,exact,"original filename: 110118085.tif
","Historical Subject Files  Box 361, f. 1-2",Historical Subject Files,New York,,,,,"1956 Alexander Hamilton Dinner, Page 7 ",1956,eng,"Columbia College (New York, N.Y.). Association of the Alumni",Columbia University,Program booklet,,,,http://ldpd.lampdev.columbia.edu/o/music/110118085.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/alexander-hamilton-medal,
6399,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1956 ,exact,"original filename: 110118084.tif
","Historical Subject Files  Box 361, f. 1-2",Historical Subject Files,New York,,,,,"1956 Alexander Hamilton Dinner, Page 6 ",1956,eng,"Columbia College (New York, N.Y.). Association of the Alumni",Columbia University,Program booklet,,,,http://ldpd.lampdev.columbia.edu/o/music/110118084.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/alexander-hamilton-medal,
6398,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1956 ,exact,"original filename: 110118083.tif
","Historical Subject Files  Box 361, f. 1-2",Historical Subject Files,,,,,,"1956 Alexander Hamilton Dinner, Page 4-5",1956,eng,"Columbia College (New York, N.Y.). Association of the Alumni",Columbia University,Program booklet,,,,http://ldpd.lampdev.columbia.edu/o/music/110118083.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/alexander-hamilton-medal,
6397,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1956 ,exact,"original filename: 110118082.tif

","Historical Subject Files  Box 361, f. 1-2",Historical Subject Files,New York,,,,,"1956 Alexander Hamilton Dinner, Page 3",1956,eng,"Columbia College (New York, N.Y.). Association of the Alumni",Columbia University,Program booklet,,,,http://ldpd.lampdev.columbia.edu/o/music/110118082.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/alexander-hamilton-medal,
6396,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1956 ,exact,"original filename: 110118081.tif
","Historical Subject Files  Box 361, f. 1-2",Historical Subject Files,New York,,,,,"1956 Alexander Hamilton Dinner, Page 2 ",1956,eng,"Columbia College (New York, N.Y.). Association of the Alumni",Columbia University,Program booklet,,,,http://ldpd.lampdev.columbia.edu/o/music/110118081.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/alexander-hamilton-medal,
6395,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1956 ,exact,"original filename: 110118080.tif
","Historical Subject Files  Box 361, f. 1-2",Historical Subject Files,New York,,,,,"1956 Alexander Hamilton Dinner, Page 1",1956,eng,"Columbia College (New York, N.Y.). Association of the Alumni",Columbia University,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118080.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/alexander-hamilton-medal,
6394,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1956 ,exact,"original filename: 110118079.tif

","Historical Subject Files  Box 361, f. 1-2",Historical Subject Files,New York,,,,,"1956 Alexander Hamilton Dinner, Cover",1956,eng,"Columbia College (New York, N.Y.). Association of the Alumni",Columbia University,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118079.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/alexander-hamilton-medal,
6393,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1920 ,exact,original filename: 110118078.tif,CP2 C722 1920a,,New York,,,1920,,"Fly With Me, 1920 Columbia Varsity Show, Cover of Program ",1920,eng,Columbia University,Columbia University,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118078.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/hammerstein--hart--and-rogers,
6392,1,0,photographs,reformatted digital,"University Archives, Columbia University",eng,,,"Original filename: 110118077.tif
",Historical  Photograph Collection-Portraits-Dittler Box 31,Historical Photograph Collection,,,,,,"Herbert Dittler, Photograph ",,,,,,"Dittler, Herbert",,,http://ldpd.lampdev.columbia.edu/o/music/110118077.jpg,Still Image,Music at Columbia: The First 100 Years,,
6391,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1914-05-07 ,exact,"original filename: 110118076.tif
","Historical Subject Files  Box 240, f.3",Historical Subject Files,,New York,,,,"Annual Dinner of the University Glee Club, Hotel Astor--Belvedere Room, Thursday May 7th, 1914",7-May-14,eng,Columbia University. University Glee Club,Columbia University,Announcement,,,,http://ldpd.lampdev.columbia.edu/o/music/110118076.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/glee-and-mandolin-clubs,
6390,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1914-03-21 ,exact,"original filename: 110118075.tif
",Historical Subject Files  Box 240 f.3,Historical Subject Files,New York,,,,,"Columbia Glee and Mandolin Clubs, Concert Program, page 8 ",21-Mar-14,eng,Columbia University,Columbia University,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118075.jpg,Still Image,Music at Columbia: The First 100 Years,,
6389,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1914-03-21 ,exact,"original filename: 110118074.tif
",Historical Subject Files  Box 240 f.3,Historical Subject Files,New York,,,,,"Columbia Glee and Mandolin Clubs, Concert Program, page 7",21-Mar-14,eng,Columbia University,Columbia University,Concert program part 2,,,,http://ldpd.lampdev.columbia.edu/o/music/110118074.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/glee-and-mandolin-clubs,
6388,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1914-03-21 ,exact,"original filename: 110118073.tif
",Historical Subject Files  Box 240 f.3,Historical Subject Files,New York,,,,,"Columbia Glee and Mandolin Clubs, Concert Program, page 6",21-Mar-14,eng,Columbia University,Columbia University,Concert program part 1,,,,http://ldpd.lampdev.columbia.edu/o/music/110118073.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/glee-and-mandolin-clubs,
6387,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1914-03-21 ,exact,"original filename: 110118072.tif
",Historical Subject Files  Box 240 f.3,Historical Subject Files,New York,,,,,"Columbia Glee and Mandolin Clubs, Concert Program, page 5",21-Mar-14,eng,Columbia University,Columbia University,Roster,,,,http://ldpd.lampdev.columbia.edu/o/music/110118072.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/glee-and-mandolin-clubs,
6386,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1914-03-21 ,exact,"original filename: 110118071.tif
",Historical Subject Files  Box 240 f.3,Historical Subject Files,New York,,,,,"Columbia Glee and Mandolin Clubs, Concert Program, page 4",21-Mar-14,eng,Columbia University,Columbia University,Group portrait,,,,http://ldpd.lampdev.columbia.edu/o/music/110118071.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/glee-and-mandolin-clubs,
6385,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1914-03-21 ,exact,"original filename: 110118070.tif
",Historical Subject Files  Box 240 f.3,Historical Subject Files,New York,,,,,"Columbia Glee and Mandolin Clubs, Concert Program, page 3",21-Mar-14,eng,Columbia University,Columbia University,Menu,,,,http://ldpd.lampdev.columbia.edu/o/music/110118070.jpg,Still Image,Music at Columbia: The First 100 Years,,
6384,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1914-03-21 ,exact,"original filename: 110118069.tif
",Historical Subject Files  Box 240 f.3,Historical Subject Files,New York,,,,,"Columbia Glee and Mandolin Clubs, Concert Program, page 2",21-Mar-14,eng,Columbia University,Columbia University,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118069.jpg,Still Image,Music at Columbia: The First 100 Years,,
6383,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1914-03-21 ,exact,"original filename: 110118068.tif
",Historical Subject Files  Box 240 f.3,Historical Subject Files,New York,,,,,"Columbia Glee and Mandolin Clubs, Concert Program, page 1",21-Mar-14,eng,Columbia University,Columbia University,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118068.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/glee-and-mandolin-clubs,
6382,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1914-03-21 ,exact,"original filename: 110118067.tif
",Historical Subject Files  Box 240 f.3,Historical Subject Files,New York,,,,,"Columbia Glee and Mandolin Clubs, Concert Program, Cover",21-Mar-14,eng,Columbia University,Columbia University,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118067.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/glee-and-mandolin-clubs,
6381,1,0,photographs,Reformatted Digital,"University Archives, Columbia University",English,1911-05 ,exact,"Original filename: 110118066.tif
",,,,New York,,,,Interclass Song Contest ,"May, 1911",eng,Columbia University,Columbia University,,,"Columbia University Quarterly III/4, September 1911",,http://ldpd.lampdev.columbia.edu/o/music/110118066.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/glee-and-mandolin-clubs,
