item - public,item - itemId,item - featured,item - MODS - FormGenre 1,item - MODS - FormGenre 2,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - TypeofDate,item - MODS - DigitalOrigin,item - MODS - RepositoryName,item - MODS - RepositoryName - code,item - MODS - LanguageofCataloging ,item - MODS - ShelfLocation,item - MODS - Collection,item - MODS - PlaceofOrigin 1,item - MODS - PlaceofOrigin 2,item - MODS - Notes,item - MODS - PublicationPlace,item - DublinCore - Title,item - DublinCore - Title - Whole,item - DublinCore - Title - Part,item - DublinCore - Title 2,item - DublinCore - Title 2 - Whole,item - DublinCore - Title 2 - Part,item - DublinCore - Title 2 - Attribute,item - DublinCore - Date,item - DublinCore - Language,item - DublinCore - Subject 1,item - DublinCore - Subject 2,item - DublinCore - Subject 3,item - DublinCore - Subject 4,item - DublinCore - Subject 5,item - DublinCore - Subject 6,item - DublinCore - Subject 7,item - DublinCore - Subject 8,item - DublinCore - Subject 9,item - DublinCore - Creator 1,item - DublinCore - Creator 2,item - DublinCore - Creator 3,item - DublinCore - Creator 4,item - DublinCore - Creator 5,item - DublinCore - Creator 6,item - DublinCore - Creator 7,item - DublinCore - Creator 8,item - DublinCore - Creator 9,item - DublinCore - Creator 10,item - DublinCore - Creator 11,item - DublinCore - Creator 12,item - DublinCore - Creator 13,item - DublinCore - Creator 14,item - DublinCore - Description,item - DublinCore - Coverage,item - DublinCore - Publisher,item - DublinCore - Source,item - OriginalFileLoadedIntoOmeka 1,item - OriginalFileLoadedIntoOmeka 2,item - OriginalFileLoadedIntoOmeka 3,item - OriginalFileLoadedIntoOmeka 4,item - OriginalFileLoadedIntoOmeka 5,item - OriginalFileLoadedIntoOmeka 6,item - OriginalFileLoadedIntoOmeka 7,item - OriginalFileLoadedIntoOmeka 8,item - OriginalFileLoadedIntoOmeka 9,item - OriginalFileLoadedIntoOmeka 10,item - AdditionalItemMetadata - Provenance,item - AdditionalItemMetadata - SpatialCoverage,item - AdditionalItemMetadata - TemporalCoverage,item - ItemType,item - OmekaCollection,project URL,item in context 1,item in context 2,item in context 3
1,395,0,manuscripts,,1910-05,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 121,Frances Perkins Papers,,,,,Holy Trinity,Holy Trinity,,,,,,May 1910,eng,"Perkins, Frances, 1880-1965",,,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,Poem written by Frances Perkins on motherhood and family,,,,original filename: perkins_090074115.jpg,original filename: 090074116.jpg,original filename: 090074117.jpg,,,,,,,,"Gift of Susanna Perkins Coggeshall, 1988",,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/early-years---family/family,,
1,394,0,manuscripts,,1911,1965,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 121,Frances Perkins Papers,,,,,Fire Prevention and Life Protection: Research. First page,Fire Prevention and Life Protection: Research,First page,,,,,between 1911 and 1965,eng,"Perkins, Frances, 1880-1965",,,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,Frances Perkins' notes on research into fire prevention in the United States,,,,original filename: perkins_090074114.jpg,,,,,,,,,,"Gift of Susanna Perkins Coggeshall, 1970","New York, New York",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/triangle-fire/consumers--league,,
1,393,0,pamphlets,,1909,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 121,Frances Perkins Papers,New York,,,,Outline of Lectures on the Fiscal and Industrial History of the United States by Professor Edwin R. A. Seligman. ,Outline of Lectures on the Fiscal and Industrial History of the United States by Professor Edwin R. A. Seligman,,,,,,1909,eng,"Seligman, Edwin R. A. (Edwin Robert Anderson), 1861-1939","Perkins, Frances, 1880-1965",,,,,,,,"Seligman, Edwin R. A. (Edwin Robert Anderson), 1861-1939","Perkins, Frances, 1880-1965",,,,,,,,,,,,,"Seligman Economics 107 : Fiscal History printed syllabus, with manuscript notes by Frances Perkins",,,,original filename: perkins_090074110.jpg,original filename: 090074111.jpg,original filename: 090074112.jpg,original filename: 090074113.jpg,,,,,,,"Gift of Susanna Perkins Coggeshall, 1973","New York, New York",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/early-years---family/columbia,,
1,392,0,manuscripts,,1909-10,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 121,Frances Perkins Papers,,,,,Fiscal History,Fiscal History,,,,,,October 1909,eng,"Perkins, Frances, 1880-1965","Seligman, Edwin R. A. (Edwin Robert Anderson), 1861-1939",,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,"Frances Perkins' class notes for Economics 107 : Fiscal History, taught by Edwin Seligman at Columbia University",,,,original filename: perkins_090074107.jpg,original filename: 090074108.jpg,original filename: 090074109.jpg,,,,,,,,"Gift of Susanna Perkins Coggeshall, 1973","New York, New York",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/early-years---family/columbia,,
1,391,0,photographs,printed ephemera,1911-03,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 132?,Frances Perkins Papers,,,,,Photos and printed captions of the Triangle Shirtwaist Company Fire,Photos and printed captions of the Triangle Shirtwaist Company Fire,,,,,,March 1911,eng,"Triangle Shirtwaist Company--Fire, 1911",,,,,,,,,,,,,,,,,,,,,,,"Includes photographs of the building after the fire, persons deceased in the fire, and lines of people waiting to identify the deceased at the New York City morgue",,,,original filename: perkins_090074100.jpg,original filename: 090074101.jpg,original filename: 090074102.jpg,original filename: 090074103.jpg,original filename: 090074104.jpg,original filename: 090074105.jpg,original filename: 090074106.jpg,,,,,"New York, New York",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/triangle-fire/trangle-fire,,
1,390,0,manuscripts,,1961-03-24,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 132,Frances Perkins Papers,,,,,Draft for address by Frances Perkins at Cornell on the fiftieth anniversary of the Triangle Shirtwaist Fire,Draft for address by Frances Perkins at Cornell on the fiftieth anniversary of the Triangle Shirtwaist Fire,,,,,,"March 24, 1961",eng,"Triangle Shirtwaist Company--Fire, 1911","Perkins, Frances, 1880-1965",,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,Frances Perkins' notebook with a draft of a talk discussing the Triangle Shirtwaist Fire,,,,original filename: perkins_090074092.jpg,original filename: 090074093.jpg,original filename: 090074094.jpg,original filename: 090074095.jpg,original filename: 090074096.jpg,original filename: 090074097.jpg,original filename: 090074098.jpg,original filename: 090074099.jpg,,,"Gift of Susanna Perkins Coggeshall, 1970","Ithaca, New York",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/triangle-fire/new-york-s-worst-fire,,
1,389,0,correspondence,,1930-04-22,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 61,Frances Perkins Papers,Albany (N.Y.),,,,"Memorandum for Frances Perkins, from Governor Franklin Roosevelt, with Felix Frankfurter document attached","Memorandum for Frances Perkins, from Governor Franklin Roosevelt, with Felix Frankfurter document attached",,,,,,"April 22, 1930",eng,"Perkins, Frances, 1880-1965","Roosevelt, Franklin D. (Franklin Delano), 1882-1945",New York (State). Governor (1929-1932 : Roosevelt),"Frankfurter, Felix, 1882-1965",,,,,,New York (State). Governor (1929-1932 : Roosevelt),"Frankfurter, Felix, 1882-1965",,,,,,,,,,,,,"Felix Frankfurter here sends Governor Franklin Roosevelt the draft of a challenge to President Hoover on the country’s unemployment situation, writing: “The latest official utterance on unemployment from the White House … follows out the prediction made two months earlier and assures the country that the crises is virtually passed. The President’s informants are ‘governors and mayors all over the country,’ who ‘with one exception,’ are agreed that the worst is over. That exception obviously is the State of New York.” Roosevelt forwards this draft on to Frances Perkins.",,,,original filename: perkins_090074090.jpg,original filename: 090074091.jpg,,,,,,,,,,"Albany, New York",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/governor-roosevelt/with-governor-roosevelt,,
1,388,0,correspondence,,1932-09-12,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 106C,Frances Perkins Papers,Albany (N.Y.),,,,"Typed letter to Frances Perkins from Governor Franklin Roosevelt, with autograph note by Perkins","Typed letter to Frances Perkins from Governor Franklin Roosevelt, with autograph note by Perkins",,,,,,"September 12, 1932",eng,"Perkins, Frances, 1880-1965","Roosevelt, Franklin D. (Franklin Delano), 1882-1945",,,,,,,,"Roosevelt, Franklin D. (Franklin Delano), 1882-1945",,,,,,,,,,,,,,,,,,original filename: perkins_090074089.jpg,,,,,,,,,,"Gift of Susanna Perkins Coggeshall, 1978","Albany, New York",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/governor-roosevelt/with-governor-roosevelt,,
1,387,0,manuscripts,,1930-01,1930-06,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 106C,Frances Perkins Papers,Albany (N.Y.),,,,Governor addressed a communication to Chambers of Commerce and Labor Leaders all over the State with reference to unemployment conditions,Governor addressed a communication to Chambers of Commerce and Labor Leaders all over the State with reference to unemployment conditions,,,,,,In the Spring of 1930,eng,"Roosevelt, Franklin D. (Franklin Delano), 1882-1945",New York (State). Governor (1929-1932 : Roosevelt),"Perkins, Frances, 1880-1965",,,,,,,"Roosevelt, Franklin D. (Franklin Delano), 1882-1945",,,,,,,,,,,,,,"Governor Franklin Roosevelt here appoints a special committee to address the issues of unemployment in New York State, with the Industrial Commissioner, Frances Perkins, to serve as an ex-officio member, working toward industrial stabilization and the prevention of unemployment.",,,,original filename: perkins_090074084.jpg,original filename: 090074085.jpg,original filename: 090074086.jpg,original filename: 090074087.jpg,original filename: 090074088.jpg,,,,,,"Gift of Susanna Perkins Coggeshall, 1970","Albany, New York",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/governor-roosevelt/with-governor-roosevelt,,
1,386,0,printed ephemera,,1929-03-23,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 62,Frances Perkins Papers,,,,,Dinner invitation from Governor Franklin Roosevelt to Frances Perkins and her husband,Dinner invitation from Governor Franklin Roosevelt to Frances Perkins and her husband,,,,,,"March 23, 1929",eng,,,,,,,,,,"Roosevelt, Franklin D. (Franklin Delano), 1882-1945",,,,,,,,,,,,,,"""Governor and Mrs. Franklin Delano Roosevelt request the pleasure of Mr. and Mrs. Wilson's company at dinner on Saturday, March twenty-third at eight o'clock, Executive Mansion""",,,,original filename: perkins_090074083.jpg,,,,,,,,,,Gift of Frances Perkins,"Albany, New York",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/governor-roosevelt/with-governor-roosevelt,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/governor-roosevelt/governor-roosevelt,
1,385,0,pamphlets,,1929-03-01,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 121A,Frances Perkins Papers,New York,,,,Luncheon of the Consumers' League of New York,Luncheon of the Consumers' League of New York,,,,,,"March 1, 1929",eng,"Perkins, Frances, 1880-1965","Roosevelt, Franklin D. (Franklin Delano), 1882-1945",Consumers' League of New York City,,,,,,,"Perkins, Frances, 1880-1965","Roosevelt, Franklin D. (Franklin Delano), 1882-1945",,,,,,,,,,,,,"Typescript of the speeches given at a meeting of the Consumers' League of New York City, held at the Hotel Commodore. Then New York State Governor Franklin Roosevelt and New York State Industrial Commissioner Frances Perkins spoke at the event.",,,,original filename: perkins_090074077.jpg,original filename: 090074078.jpg,original filename: 090074079.jpg,original filename: 090074080.jpg,original filename: 090074081.jpg,original filename: 090074082.jpg,,,,,"Gift of Susanna Perkins Coggeshall, 1970","New York, New York",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/governor-roosevelt/with-governor-roosevelt,,
1,384,0,periodicals,,1934-03,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 47,Frances Perkins Papers,,,,New York,"Frances Perkins, Secretary of Labor, explains the New Deal, proof. First page","Frances Perkins, Secretary of Labor, explains the New Deal, proof",First page,,,,,March 1934,eng,"Perkins, Frances, 1880-1965","New Deal, 1933-1939",,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,,,Pictorial Review Company,Pictorial Review,original filename: perkins_090074076.jpg,,,,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/president-roosevelt/with-president-roosevelt,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/president-roosevelt/president-roosevelt,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/national-recovery/the-new-deal
1,383,0,printed ephemera,,1937-07-30,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 49,Frances Perkins Papers,,,,,Radio Address of Secretary of Labor Frances Perkins,Radio Address of Secretary of Labor Frances Perkins,,,,,,"July 30, 1937",eng,United States. Department of Labor,,,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,Frances Perkins Radio address,,,,original filename: perkins_090074074.jpg,original filename: 090074075.jpg,,,,,,,,,,"Washington, District of Columbia",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,382,0,correspondence,,1945-05-25,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 4 Cat. Corr. Frankfurter,Frances Perkins Papers,Washington (D.C.),,,,Letter from Felix Frankfurter to Frances Perkins on her job as Secretary of Labor,Letter from Felix Frankfurter to Frances Perkins on her job as Secretary of Labor,,,,,,"May 25, 1945",eng,,,,,,,,,,"Frankfurter, Felix, 1882-1965","Perkins, Frances, 1880-1965",,,,,,,,,,,,,"After Truman accepted her resignation, along with those of most of the FDR cabinet who had stayed to help in the transition to the new administration, Felix Frankfurter sent Perkins this graceful letter of congratulations for a job well done.",,,,original filename: perkins_090074073.jpg,,,,,,,,,,Gift of Frances Perkins,"Washington, District of Columbia",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/later-years/truman,,
1,381,0,drawings,,1934-01-09,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 107,Frances Perkins Papers,Washington (D.C.),,,,President Franklin Delano Roosevelt Diagram,President Franklin Delano Roosevelt Diagram,,,,,,"January 9, 1934",eng,,,,,,,,,,,,,,,,,,,,,,,,"Diagram drawn by FDR on White House stationery, sent to Frances Perkins",,,,original filename: perkins_090074072.jpg,,,,,,,,,,,"Washington, District of Columbia",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,380,0,correspondence,,1933-03-01,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box Cat. Corr Seligman,Frances Perkins Papers,New York (N.Y.),,,,Letter from Edwin Seligman to Frances Perkins,Letter from Edwin Seligman to Frances Perkins,,,,,,"March 1, 1933",eng,,,,,,,,,,"Seligman, Edwin R. A. (Edwin Robert Anderson), 1861-1939","Perkins, Frances, 1880-1965",,,,,,,,,,,,,"ERA Seligman to Frances Perkins, congratulating her on her appointment to Secretary of the Labor Department",,,,original filename: perkins_090074071.jpg,,,,,,,,,,,"New York, New York",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,379,0,correspondence,,1933-03-08,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box Cat. Corr Perkins,Frances Perkins Papers,,,,,Letter from Frances Perkins to Edwin Seligman,Letter from Frances Perkins to Edwin Seligman,,,,,,"March 8, 1933",eng,,,,,,,,,,"Perkins, Frances, 1880-1965","Seligman, Edwin R. A. (Edwin Robert Anderson), 1861-1939",,,,,,,,,,,,,Frances Perkins to E. Seligman,,,,original filename: perkins_090074070.jpg,,,,,,,,,,,"Washington, District of Columbia",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,378,0,correspondence,manuscripts,1933-04-04,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 4,Frances Perkins Papers,Cambridge (Mass.),,,,Letter with Attached Document from Felix Frankfurter to Labor Secretary Frances Perkins,Letter with Attached Document from Felix Frankfurter to Labor Secretary Frances Perkins,,,,,,"April 4, 1933",eng,,,,,,,,,,"Frankfurter, Felix, 1882-1965","Perkins, Frances, 1880-1965",,,,,,,,,,,,,"t.l.s.to Frances Perkins; Frankfurter, Felix

Letter includes ""The Government's Right to Condition the Purchase of Its Supplies and the Rendering of SErvices to It Upon the Observance of Decent Labor Standards"", written by Felix Frankfurter",,,,original filename: perkins_090074067.jpg,original filename: 090074068.jpg,original filename: 090074069.jpg,,,,,,,,,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,377,0,manuscripts,,1940-05-26,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 61,Frances Perkins Papers,,,,,Draft of Speech by President Franklin Delano Roosevelt,Draft of Speech by President Franklin Delano Roosevelt,,,,,,"May 26, 1940",eng,,,,,,,,,,"Perkins, Frances, 1880-1965",United States. President (1933-1945 : Roosevelt),,,,,,,,,,,,,FDR speech draft,,,,original filename: perkins_090074065.jpg,original filename: 090074066.jpg,,,,,,,,,,"Washington, District of Columbia",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,376,0,pamphlets,,1933-11-24,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 104,Frances Perkins Papers,New York (N.Y.),,,,"Presentation American Woman's Association 1933 Award by Miss Ida Tarbell, Acceptance by Honorable Frances Perkins","Presentation American Woman's Association 1933 Award by Miss Ida Tarbell, Acceptance by Honorable Frances Perkins",,,,,,"November 24, 1933",eng,American Woman's Association,,,,,,,,,"Tarbell, Ida M. (Ida Minerva), 1857-1944","Perkins, Frances, 1880-1965",,,,,,,,,,,,,,,,,original filename: perkins_090074060.jpg,original filename: 090074061.jpg,original filename: 090074062.jpg,original filename: 090074063.jpg,original filename: 090074064.jpg,,,,,,,"New York, New York",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,375,0,printed ephemera,,1946,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 104,Frances Perkins Papers,,,,,Roosevelt I Knew,Roosevelt I Knew,,,,,,1946,eng,"Roosevelt, Franklin D. (Franklin Delano), 1882-1945","Perkins, Frances, 1880-1965",,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,"Advertisement for ""The Roosevelt I knew"", book on Franklin Delano Roosevelt, written by Frances Perkins and published by Viking Press",,,,original filename: perkins_090074059.jpg,,,,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/president-roosevelt/president-roosevelt,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/president-roosevelt/the-roosevelt-i-knew,
1,374,0,printed ephemera,,1942,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 135,Frances Perkins Papers,Washington (D.C.),,,,Order of Service at Saint John's Church on the Ninth Anniversary of the Inauguration of Franklin Delano Roosevelt as President of the United States,Order of Service at Saint John's Church on the Ninth Anniversary of the Inauguration of Franklin Delano Roosevelt as President of the United States,,,,,,1942,eng,"Roosevelt, Franklin D. (Franklin Delano), 1882-1945",,,,,,,,,"St. John’s Church (Lafayette Square, Washington, D.C.)",,,,,,,,,,,,,,FDR 9th anniv. Church service,,,,original filename: perkins_090074056.jpg,original filename: 090074057.jpg,original filename: 090074058.jpg,,,,,,,,,"Washington, District of Columbia",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,373,0,printed ephemera,,1933-03-04,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 135,Frances Perkins Papers,,,,,Inauguration Ceremonies Program. Front cover,Inauguration Ceremonies Program,Front cover,,,,,"March 4, 1933",eng,United States. President (1933-1945 : Roosevelt),,,,,,,,,,,,,,,,,,,,,,,Front cover of the Inauguration Ceremonies Program for President Franklin Roosevelt's first term in office.,,Government Printing Office,,original filename: perkins_090074055.jpg,,,,,,,,,,"Gift of Susanna Perkins Coggeshall, 1979","Washington, District of Columbia",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/president-roosevelt/the-new-administration,,
1,372,0,printed ephemera,,1933-03-04,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 135,Frances Perkins Papers,,,,,Invitation to the first presidential inauguration of Franklin Delano Roosevelt,Invitation to the first presidential inauguration of Franklin Delano Roosevelt,,,,,,"March 4th, 1933",eng,United States. President (1933-1945 : Roosevelt),"Roosevelt, Franklin D. (Franklin Delano), 1882-1945",,,,,,,,,,,,,,,,,,,,,,,,Government Printing Office,,original filename: perkins_090074054.jpg,,,,,,,,,,"Gift of Susanna Perkins Coggeshall, 1979","Washington, District of Columbia",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/president-roosevelt/president-roosevelt,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/president-roosevelt/the-new-administration,
1,371,0,printed ephemera,,1933-03-24,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 46,Frances Perkins Papers,"Hotel Commodore (New York, N.Y.)",,,,Testimonial Dinner to Honor Frances Perkins. Cover and table of contents,Testimonial Dinner to Honor Frances Perkins,Cover and table of contents,,,,,"March 24, 1933",eng,"Perkins, Frances, 1880-1965",,,,,,,,,"Perkins, Frances, 1880-1965","Alger, George W. (George William), 1872-",League of Women Voters (U.S.),"Hillman, Sidney, 1887-1946",Amalgamated Clothing Workers of America,Eastman Kodak Company,Women's Trade Union League,"Farley, James A. (James Aloysius), 1888-1976","Straus, Jesse Isidor, 1872-1936",American Federation of Labor,"Roosevelt, Eleanor, 1884-1962",,,,"""Testimonial Dinner to Hon. Frances Perkins, Secretary of Labor or the United States, given by labor organizations, women's clubs, civic and social groups of New York City; Hotel Commodore, New York City"" taken from cover.",,Sills Reporting Service,,original filename: perkins_090074052.jpg,original filename: 090074053.jpg,,,,,,,,,Gift of Frances Perkins,"New York, New York",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,http://exhibitions.cul.columbia.edu/exhibits/show/perkins/item/371,,
1,370,0,correspondence,,1934-01-23,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Frances Perkins Papers,Bronxville (N.Y.),,,,Letter from Sinclair Lewis to Frances Perkins,Letter from Sinclair Lewis to Frances Perkins,,,,,,"January 23, 1934",eng,"Kenton, Edna, 1876-1954",,,,,,,,,"Lewis, Sinclair, 1885-1951","Perkins, Frances, 1880-1965",,,,,,,,,,,,,Letter from Sinclair Lewis to Frances Perkins. 2 pages,,,,original filename: perkins_090074050.jpg,original filename: 090074051.jpg,,,,,,,,,,"Bronxville, NY",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/president-roosevelt/the-new-administration,,
1,369,0,books,,1890,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,B339.078 R449,Frances Perkins Papers,,,,New York,How the Other Half Lives. Cover,How the Other Half Lives,Cover,,,,,1890,eng,,,,,,,,,,"Riis, Jacob A. (Jacob August), 1849-1914",,,,,,,,,,,,,,How the Other Half Lives by Jacob A. Riis,,Charles Scribner's Sons,,original filename: perkins_090074049.jpg,,,,,,,,,,Bequest of Allan Nevins,"New York, New York",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/early-years---family/youth,,
1,368,0,books,,1900,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 163,Frances Perkins Papers,,,,"Springfield, Massachusetts","Llamarada, volume the sixth. Cover","Llamarada, volume the sixth",Cover,,,,,1900,eng,,,,,,,,,,Mount Holyoke College. Junior Class,,,,,,,,,,,,,,Mount Holyoke Student Yearbook,,The F. A. Bassette Company,,original filename: perkins_090074048.jpg,,,,,,,,,,"Gift of Susanna Perkins Coggeshall, 1970",Mount Holyoke,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/early-years---family/youth,,
1,367,0,books,,1930-11-01,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 151,Frances Perkins Papers,,,,"Albany, New York",New York State Workmen’s Compensation Law and Industrial Board Rules. Cover,New York State Workmen’s Compensation Law and Industrial Board Rules,Cover,,,,,"November 1, 1930",eng,Workers' compensation--Law and legislation--New York (State),,,,,,,,,"Perkins, Frances, 1880-1965",New York (State). Department of Labor,,,,,,,,,,,,,,,Bureau of Statistics and Information,,original filename: perkins_090074047.jpg,,,,,,,,,,"Gift of Susanna Perkins Coggeshall, 1970","New York, New York",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/governor-roosevelt/with-governor-roosevelt,,
