relatedItem_collection,name 1,nameType 1,nameRelator 1,name_authority 1,name_authority_identifier 1,name 2,nameType 2,nameRelator 2,name_authority 2,name_authority_identifier 2,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,item - featured,identifier_clio,identifier_omeka,typeOfResource,language,location_url_ObjectInContext,location_url_ObjectInContext 2,physicalLocation,physicalLocation_authority,shelfLocator,sublocation,note,note_filename,digitalOrigin,extent,form,form_authority,item - public,place 1,place_authority 1,place_authority_identifier 1,place 2,place_authority 2,place_authority_identifier 2,place 3,place_authority 3,place_authority_identifier 3,place 4,place_authority 4,place_authority_identifier 4,relatedItem_Project,projectURL,note_ownership,publisher 1,publisher 2,languageOfCataloging,note_relatedItem,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_name,subject_name_authority,subject_name_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,title_nonsort,title,identifier_title,partName,title2,title2_type
,"Adams, John S. (John Stowell), -1893",,,,,,,,,,1850,,,1850,,0,CLIO_5543683,4858,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4858,,NNC-RB,marcorg,,,,GBF070.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,J. Buffum,,eng,,,,,,,,,,,,,,,,,,Wedding-Ring,,Cover,,
,,,,,,,,,,,1851,,,1851,,0,CLIO_5542844,4859,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4859,,NNC-RB,marcorg,,,,GBF071.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,J. Buffum,,eng,,,,,,,,,,,,,,,,,,Golden Vase: A Miniature Gift,,Cover,,
,"Wise, Daniel, 1813-1898",,,,,,,,,,1855,,,1855,,0,CLIO_5573254,4857,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4857,,NNC-RB,marcorg,,,,GBF069.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,For Sale by J. P. Magee,,eng,,,,,,,,,,,,,,,,,,"Sacred Echoes from the Harp of David; Containing Illustrations, Meditations and Suggestions, Founded on Select Passages of the Book of Psalms, and Intended to Aid Earnest Christians in Their Endeavors to Attain Experimental and Practical Holiness",,Cover,,
,,,,,,,,,,,1850,1859,approximate,185-,,0,,4856,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4856,,NNC-RB,marcorg,,,,GBF068.600.JPG,reformatted digital,,books,,1,Boston,,,New York,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,G. W. Cottrell and Company,T. W. Strong,eng,,,,,,,,,,,,,,,,,,"Philipena, or Friendship's Token: A Present for All Seasons",,Cover,,
,,,,,,,,,,,1848,,,1848,,0,CLIO_5543368,4855,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4855,,NNC-RB,marcorg,,,,GBF067.600.JPG,reformatted digital,,books,,1,Worcester,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Dr. W. W. Rockwell,S. A Howland,,eng,,,,,,,,,,,,,,,,,,"Philipena, or Friendship's Token: A Present for All Seasons",,Cover,,
,"Hanson, J. W. (John Wesley), 1823-1901",,,,,,,,,,1847,,,1847,,0,CLIO_5543103,4854,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4854,,NNC-RB,marcorg,,,,GBF066.600.JPG,reformatted digital,,books,,1,Lowell,,,Boston,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,Merrill and Heywood,B. B. Mussey,eng,,,,,,,,,,,,,,,,,,"Ladies' Casket; Containing a Gem, Together with Its Sentiment, and a Poetical Description, for Each Day in the Week, and Each Month in the Year",,Cover,,
,"James, John Angell, 1785-1859",,,,,,,,,,1846,,,1846,,0,CLIO_5543197,4853,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4853,,NNC-RB,marcorg,,,,GBF065.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,The American Tract Society,,eng,,,,,,,,,,,,,,,,,,Marriage Ring: or How to Make Home Happy. From the Writings of John Angell James,,Cover,,
,,,,,,,,,,,1842,1843,,1842-1843,,0,CLIO_5543686,4852,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4852,,NNC-RB,marcorg,,,,GBF064.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,Gould and Lincoln,,eng,,,,,,,,,,,,,,,,,,"Wedding Gift: or the Duties and Pleasures of Domestic Life. Containing the Marriage Ring, and the Family Circle.",,Cover,,
,,,,,,,,,,,1847,1848,,1847-1848,,0,,4851,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4851,,NNC-RB,marcorg,,,,GBF063.600.JPG,reformatted digital,"Volume 1, Numbers 1-9 (September 1847-May 1848).",books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Wm. Crosby & H. P. Nichols,,eng,,,,,,,,,,,,,,,,,,Playmate: a Pleasant Companion for Spare Hours,,Cover,,
,"Bryant, Percy",,,,,,,,,,1846,,,1846,,0,CLIO_5542506,4849,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4849,,NNC-RB,marcorg,,,,GBF061.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,William J. Reynolds,,eng,,,,,,,,,,,,,,,,,,"Bridal Wreath, a Wedding Souvenir",,Cover,,
,"Mayo, Sarah C. Edgarton (Sarah Carter Edgarton), 1819-1848",,,,,,,,,,1848,,,1848,,0,CLIO_5544183,4850,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4850,,NNC-RB,marcorg,,,,GBF062.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,"A. Tomkins, and B. B. Mussey & Co.",,eng,,,,,,,,,,,,,,,,,,"Rose of Sharon: a Religious Souvenir, for M DCCC XLVIII",,Cover,,
,,,,,,,,,,,1848,,,1848,,0,CLIO_5543149,4848,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4848,,NNC-RB,marcorg,,,,GBF060.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,William H. Graham,,eng,,,,,,,,,,,,,,,,,,"Lover's Gift; or, Tablet of Affection",,Cover,,
,,,,,,,,,,,1848,,,1848,,0,CLIO_5537000,4847,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4847,,NNC-RB,marcorg,,,,GBF059.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,"Leavitt, Trow & Co.",,eng,,,,,,,,,,,,,,,,,,"Affection's Gift; Containing the Sacred Melodies of Thomas Moore, the Hebrew Melodies of Lord Byron, and the Sacred Poems of Mrs. Hemans",,Cover,,
,"Keese, John, 1805-1856",,,,,"Chapman, J. G. (John Gadsby), 1808-1889",,,,,1846,,,1846,,0,CLIO_2009105,4846,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4846,,NNC-RB,marcorg,,,,GBF058.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,J. C. Riker,,eng,,,,,,,,,,,,,,,,,,Opal: a Pure Gift for the Holy Days. MDCCCXLVI,,Cover,,
,"Smith, Seba, 1792-1868",,,,,,,,,,1846,,,1846,,0,CLIO_5567898,4845,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4845,,NNC-RB,marcorg,,,,GBF057.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,J. K. Wellman,,eng,,,,,,,,,,,,,,,,,,Dew-Drops of the Nineteenth Century; Gathered and Preserved in Their Brightness and Purity,,Cover,,
,"Finden, W. (William), 1787-1852",,,,,,,,,,1837,,,1837,,0,CLIO_1987597,4843,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4843,,NNC-RB,marcorg,,,,GBF055.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Francis J. Sypher,Charles Tilt,,eng,,,,,,,,,,,,,,,,,,Finden's Gallery of the Graces: A Series of Portrait Illustrations of British Poets; from Paintings Designed Expressly for This Work by the Most Eminent British Artists,,Cover,,
,,,,,,,,,,,1845,,,1845,,0,,4844,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4844,,NNC-RB,marcorg,,,,GBF056.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Harvey and Darton,,eng,,,,,,,,,,,,,,,,,,Glimpses of the Wonderful: Christmas Annual,,Cover,,
Park Benjamin Collection,"Herbert, Henry William, 1807-1858",,,,,,,,,,1835,,,1835,,0,,4842,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4842,,NNC-RB,marcorg,,,,GBF054.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Monson Bancroft,,eng,,,,,,,,,,,,,,,,,,Magnolia. 1836,,Cover,,
,"Hall, S. C., Mrs., 1800-1881",,,,,,,,,,1849,,questionable,1849?,,0,CLIO_5542581,4841,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4841,,NNC-RB,marcorg,,,,GBF053.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of J. F. Loubat,George Virtue,,eng,,,,,,,,,,,,,,,,,,Drawing Room Table Book,,Cover,,
,"Murch, Jerom, Sir, 1807-1895",,,,,,,,,,1877,,,1877,,0,CLIO_299184,4839,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4839,,NNC-RB,marcorg,,,,GBF051.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Mrs. James L. Clifford,"Longmans, Green and Co.",,eng,,,,,,,,,,,,,,,,,,Mrs. Barbauld and Her Contemporaries; Sketches of Some Eminent Literary and Scientific Englishwomen,,Cover,,
,,,,,,,,,,,1853,,questionable,1853?,,0,CLIO_5542515,4840,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4840,,NNC-RB,marcorg,,,,GBF052.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,"Phillips, Sampson & Company",,eng,,,,,,,,,,,,,,,,,,Casket: A Gift Book for All Seasons,,Cover,,
,,,,,,,,,,,1875,,,1875,,0,CLIO_5559083,4838,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4838,,NNC-RB,marcorg,,,,GBF050.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,James R. Osgood and Company,,eng,,,,,,,,,,,,,,,,,,Masque of Pandora: And Other Poems,,Cover,,
,"Wallace, Lew, 1827-1905",,,,,,,,,,1873,,,1873,,0,CLIO_5573906,4837,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4837,,NNC-RB,marcorg,,,,GBF049.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,James R. Osgood and Company,,eng,,,,,,,,,,,,,,,,,,"Fair God; or, The Last of the 'Tzins: A Tale of the Conquest of Mexico",,Cover,,
,"Swinburne, Algernon Charles, 1837-1909",,,,,,,,,,1866,,,1866,,0,CLIO_490425,4836,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4836,,NNC-RB,marcorg,,,,GBF048.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Francis J. Sypher,Ticknor and Fields,,eng,,,,,,,,,,,,,,,,,,Atalanta in Calydon: A Tragedy,,Cover,,
Park Benjamin Collection,"Goodrich, Samuel G. (Samuel Griswold), 1793-1860",,,,,,,,,,1851,,,1851,,0,CLIO_28007905,4835,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4835,,NNC-RB,marcorg,,,,GBF047.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,G. P. Putnam,,eng,,,,,,,,,,,,,,,,,,Poems,,Cover,,
Park Benjamin Collection,"Kip, William Ingraham, 1811-1893",,,,,,,,,,1846,,,1846,,0,CLIO_1877501,4834,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4834,,NNC-RB,marcorg,,,,GBF046.600.JPG,reformatted digital,,books,,1,New York,,,Philadelphia,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,D. Appleton & Co.,G. S. Appleton,eng,,,,,,,,,,,,,,,,,,Christmas Holydays in Rome,,Cover,,
,"La Fontaine, Jean de, 1621-1695",,,,,,,,,,1841,,,1841,,0,CLIO_6204122,4833,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4833,,NNC-RB,marcorg,,,,GBF045.600.JPG,reformatted digital,Volume Two,books,,1,Boston,,,New York,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,"Elizur Wright , Jr. and Tappan and Dennet",William A. Colman,eng,,,,,,,,,,,,,,,,,,Fables of La Fontaine,,Cover,,
,"Wood, Henry, Mrs., 1814-1887",,,,,,,,,,1863,,,1863,,0,CLIO_7516203,4832,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4832,,NNC-RB,marcorg,,,,GBF044.600.JPG,reformatted digital,Three Volumes,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Mollie Harris Samuels,Richard Bentley,,eng,,,,,,,,,,,,,,,,,,Shadow of Ashlydyat,,Cover,,
Park Benjamin Collection,"Goodrich, Samuel G. (Samuel Griswold), 1793-1860",,,,,,,,,,1855,,,1855,,0,CLIO_5018454,4830,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4830,,NNC-RB,marcorg,,,,GBF042.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,D. Appleton and Co.,,eng,,,,,,,,,,,,,,,,,,"Faggots for the Fireside: or, Fact and Fancy; By Peter Parley",,Cover,,
,"Scott, Walter, 1771-1832",,,,,,,,,,1854,,,1854,,0,CLIO_2547272,4831,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4831,,NNC-RB,marcorg,,,,GBF043.600.JPG,reformatted digital,,books,,1,Edinburgh,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Coleman O. Parsons,Adam and Charles Black,,eng,,,,,,,,,,,,,,,,,,Lay of the Last Minstrel: Illustrated by One Hundred Engravings on Wood from Drawings by Birket Foster and John Gilbert,,Cover,,
,"Hunt, Leigh, 1784-1859",,,,,,,,,,1855,,,1855,,0,CLIO_442090,4829,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4829,,NNC-RB,marcorg,,,,GBF041.600.JPG,reformatted digital,,books,,1,London,,,New York,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frederick Coykendall,Geo. Routledge & Co.,,eng,,,,,,,,,,,,,,,,,,Stories in Verse,,Cover,,
Park Benjamin Collection,"Sigourney, L. H. (Lydia Howard), 1791-1865",,,,,,,,,,1854,,,1854,,0,CLIO_2403822,4828,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4828,,NNC-RB,marcorg,,,,GBF040.600.JPG,reformatted digital,,books,,1,New York,,,Boston,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,D. Appleton & Co.,J. P. Jewett & Co.,eng,,,,,,,,,,,,,,,,,,Past Meridian,,Cover,,
,"Norton, Caroline Sheridan, 1808-1877",,,,,"Feely, John",,,,,1853,,,1853,,0,CLIO_167106,4827,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4827,,NNC-RB,marcorg,,,Stamp cut by John Feely.,GBF039.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of the Estate of Del Harwood,Leavitt & Allen,,eng,,,,,,,,,,,,,,,,,,"Poems of the Hon. Mrs. Norton, with a Notice of the Author by Rufus W. Griswold",,Cover,,
,"Cheever, George Barrell, 1807-1890",,,,,,,,,,1852,,,1852,,0,CLIO_343844,4826,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4826,,NNC-RB,marcorg,,,,GBF038.600.JPG,reformatted digital,,books,,1,Hartford,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Mrs. W. H. H. Cranmer,Silas Andrus and Son,,eng,,,,,,,,,,,,,,,,,,"Poets of America, with Occasional Notes",,Cover,,
,"Hawthorne, Nathaniel, 1804-1864",,,,,,,,,,1851,,,1851,New Edition.,0,CLIO_5552534,4824,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4824,,NNC-RB,marcorg,,,,GBF036.600.JPG,reformatted digital,Volume Two,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,"Ticknor, Reed, and Fields",,eng,,,,,,,,,,,,,,,,,,Twice-Told Tales,,Cover,,
Park Benjamin Collection,"Runnells, E. (Eliza)",,,,,,,,,,1852,,,1852,,0,CLIO_6175313,4825,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4825,,NNC-RB,marcorg,,,,GBF037.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Published for the Authoress,,eng,,,,,,,,,,,,,,,,,,Wreath of Love,,Cover,,
Park Benjamin Collection,"Headley, J. T., 1813-1897",,,,,,,,,,1850,,,1850,,0,CLIO_6174236,4823,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4823,,NNC-RB,marcorg,,,,GBF035.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,John S. Taylor,,eng,,,,,,,,,,,,,,,,,,Sacred Scenes and Characters,,Cover,,
,"Fields, James Thomas, 1817-1881",,,,,,,,,,1849,,,1849,,0,CLIO_490635,4822,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4822,,NNC-RB,marcorg,,,,GBF034.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frederick Coykendall,William D. Ticknor & Company,,eng,,,,,,,,,,,,,,,,,,Poems,,Cover,,
Park Benjamin Collection,"Arthur, T. S. (Timothy Shay), 1809-1885",,,,,,,,,,1848,,,1848,,0,CLIO_6174543,4821,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4821,,NNC-RB,marcorg,,,,GBF033.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,N. C. Barton,,eng,,,,,,,,,,,,,,,,,,Advice to Young Men on Their Duties and Conduct in Life,,Cover,,
,"Howitt, Mary Botham, 1799-1888",,,,,,,,,,1865,,,1865,,0,CLIO_6150584,4819,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4819,,NNC-RB,marcorg,,,,GBF031.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,James Miller,,eng,,,,,,,,,,,,,,,,,,"Peter Drake's Dream, and Other Stories",,Cover,,
,"Rathbone, Hannah Mary, 1798-1878",,,,,,,,,,1845,,,1845,,0,CLIO_1256722,4820,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4820,,NNC-RB,marcorg,,,,GBF032.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Marjorie Boyer,Wiley and Putnam,,eng,,,,,,,,,,,,,,,,,,"So Much of the Diary of Lady Willoughby, as Relates to Her Domestic History, and to the Eventful Period of the Reign of Charles the First",,Cover,,
,"Fanny, Aunt, 1822-1894",,,,,,,,,,1861,,,1861,,0,,4818,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4818,,NNC-RB,marcorg,,,,GBF030.600.JPG,reformatted digital,,books,,1,New York,,,London,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frances Henne,D. Appleton & Company,,eng,,,,,,,,,,,,,,,,,,Fairy Nightcaps,,Cover,,
,"Fanny, Aunt, 1822-1894",,,,,,,,,,1861,,,1861,,0,CLIO_6138711,4817,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4817,,NNC-RB,marcorg,,,,GBF029.600.JPG,reformatted digital,,books,,1,New York,,,London,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frances Henne,D. Appleton & Company,,eng,,,,,,,,,,,,,,,,,,Big Nightcap Letters; Being the Fifth Book of the Series,,Cover,,
Park Benjamin Collection,"Sigourney, L. H. (Lydia Howard), 1791-1865",,,,,,,,,,1860,,,1860,,0,CLIO_2403817,4816,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4816,,NNC-RB,marcorg,,,,GBF028.600.JPG,reformatted digital,,books,,1,Hartford,,,New York,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Brown and Gross,D. Appleton and Co.,eng,,,,,,,,,,,,,,,,,,Gleanings,,Cover,,
,Frank,,,,,,,,,,1858,,,1858,,0,CLIO_6157615,4815,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4815,,NNC-RB,marcorg,,,,GBF027.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Sarah B. Russell,J. E. Tilton & Co.,,eng,,,,,,,,,,,,,,,,,,"Fourteen Pet Goslings, and Other Pretty Stories of My Childhood",,Cover,,
,"Smith, Caroline L.",,,,,"Feely, John",,,,,1854,,,1854,,0,CLIO_5567732,4813,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4813,,NNC-RB,marcorg,,,Stamp cut by John Feely.,GBF025.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,James Miller,,eng,,,,,,,,,,,,,,,,,,"Aunt Carrie's Rhymes for Children: To Whom It Is Affectionately Dedicated by the Author of The Bud, the Flower, and the Fruit",,Cover,,
