relatedItem_collection,name 1,nameType 1,nameRelator 1,name_authority 1,name_authority_identifier 1,name 2,nameType 2,nameRelator 2,name_authority 2,name_authority_identifier 2,name 3,nameType 3,nameRelator 3,name_authority 3,name_authority_identifier 3,name 4,nameType 4,nameRelator 4,name_authority 4,name_authority_identifier 4,name 5,nameType 5,nameRelator 5,name-authority 5,name_authority_identifier 5,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,item - featured,item - public,identifier_clio,identifier_omeka,typeOfResource,language,location_url_ObjectInContext,location_url_ObjectInContext 2,physicalLocation,physicalLocation_authority,shelfLocator,sublocation,note,note 2,note_filename,digitalOrigin,extent,form,form_authority,place 1,place_authority 1,place_authority_identifier 1,place 2,place_authority 2,place_authority_identifier 2,place 3,place_authority 3,place_authority_identifier 3,place 4,place_authority 4,place_authority_identifier 4,relatedItem_Project,projectURL,note_ownership,publisher 1,publisher 2,languageOfCataloging,note_relatedItem,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_topic 2,subject_topic_authority 2,subject_topic_authority_identifier 2,subject_topic 3,subject_topic_authority 3,subject_topic_authority_identifier 3,subject_topic 4,subject_topic_authority 4,subject_topic_authority_identifier 4,subject_name,subject_name_authority,subject_name_authority_identifier,subject_name 2,subject_name_authority 2,subject_name_authority_identifier 2,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,title_nonsort,title1,identifier_title,partName,title2,title2_type
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Parker, A. A. (Amos Andrew), 1791-1893",personal,aut,naf,http://id.loc.gov/authorities/names/n89601579,,,,,,,,,,,,,,,,,,,,,1836,,,1836,Second Edition.,0,1,CLIO_6133537,omeka_5011,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/selected_spines/items_1_8,,NNC-RB,marcorg,,,,,GBF226.600.JPG,reformatted digital,,books,aat,Concord (N.H.),naf,http://id.loc.gov/authorities/names/n79076708,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,Published by William White Boston,Benjamin B. Mussey,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Book spines,fast,http://id.worldcat.org/fast/836246,Flags,fast,http://id.worldcat.org/fast/926942,,,,,,,,,,,,,,,,,,,,Trip to the West and Texas,judgingbookcover_twt_001,Spine,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Lang, Andrew, 1844-1912",personal,edt,naf,http://id.loc.gov/authorities/names/n79054315,"Ford, H. J. (Henry Justice), 1860-1941",personal,ill,naf,http://id.loc.gov/authorities/names/n79045427,,,,,,,,,,,,,,,,1911,,,1911,,0,1,,omeka_5009,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_6_10,,NNC-RB,marcorg,,,,,GBF224.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,"Longmans, Green, and Co",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Fairies,fast,http://id.worldcat.org/fast/919878,,,,,,,,,,,,,,,,,,,,,,The ,Pink Fairy Book,judgingbookcover_pfb_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Lang, Andrew, 1844-1912",personal,edt,naf,http://id.loc.gov/authorities/names/n79054315,"Ford, H. J. (Henry Justice), 1860-1941",personal,ill,naf,http://id.loc.gov/authorities/names/n79045427,,,,,,,,,,,,,,,,1907,,,1907,,0,1,CLIO_6149566,omeka_5008,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_6_10,,NNC-RB,marcorg,,,,,GBF223.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,Bombay (India),naf,http://id.loc.gov/authorities/names/n79065461,Calcutta (India),naf,http://id.loc.gov/authorities/names/n80049617,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Mollie Harris Samuels,"Longmans, Green, and Co",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Fairies,fast,http://id.worldcat.org/fast/919878,,,,,,,,,,,,,,,,,,,,,,The ,Olive Fairy Book,judgingbookcover_ofb_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Lang, Andrew, 1844-1912",personal,edt,naf,http://id.loc.gov/authorities/names/n79054315,"Ford, H. J. (Henry Justice), 1860-1941",personal,ill,naf,http://id.loc.gov/authorities/names/n79045427,,,,,,,,,,,,,,,,1899,,,1899,,0,1,CLIO_6149585,omeka_5007,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_6_10,,NNC-RB,marcorg,,,,,GBF222.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,Bombay (India),naf,http://id.loc.gov/authorities/names/n79065461,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Mollie Harris Samuels,"Longmans, Green, and Co",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Animals,fast,http://id.worldcat.org/fast/809468,Elephants,fast,http://id.worldcat.org/fast/908011,,,,,,,,,,,,,,,,,,,The ,Red Book of Animal Stories,judgingbookcover_rba_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Lang, Andrew, 1844-1912",personal,edt,naf,http://id.loc.gov/authorities/names/n79054315,,,,,,,,,,,,,,,,,,,,,1898,,,1898,,0,1,CLIO_6165175,omeka_5006,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_6_10,,NNC-RB,marcorg,,,,,GBF221.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,Bombay (India),naf,http://id.loc.gov/authorities/names/n79065461,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,"Longmans, Green, and Co",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Minarets,fast,http://id.worldcat.org/fast/1021986,,,,,,,,,,,,,,,,,,,,,,The ,Arabian Nights Entertainments,judgingbookcover_ane_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Dobson, Austin, 1840-1921",personal,aui,naf,http://id.loc.gov/authorities/names/n50030908,"Thomson, Hugh, 1860-1920",personal,ill,naf,http://id.loc.gov/authorities/names/n82132743,,,,,,,,,,,,,,,,1894,,,1894,,0,1,CLIO_5581415,omeka_5004,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_1_5,,NNC-RB,marcorg,,,Cover design based on a drawing by Hugh Thomson,,GBF219.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Macmillan and Co.,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Fishers,fast,http://id.worldcat.org/fast/926174,,,,,,,,,,,,,,,,,,,,,,,Coridon's Song: and Other Verses from Various Sources,judgingbookcover_cso_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Lang, Andrew, 1844-1912",personal,edt,naf,http://id.loc.gov/authorities/names/n79054315,"Ford, H. J. (Henry Justice), 1860-1941",personal,ill,naf,http://id.loc.gov/authorities/names/n79045427,,,,,,,,,,,,,,,,1896,,,1896,,0,1,CLIO_118467,omeka_5005,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_6_10,,NNC-RB,marcorg,,,,,GBF220.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,London (England),naf,http://id.loc.gov/authorities/names/n79005665,Bombay (India),naf,http://id.loc.gov/authorities/names/n79065461,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Major Alfred B. Fears,"Longmans, Green, and Co",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Lion,fast,http://id.worldcat.org/fast/1734554,,,,,,,,,,,,,,,,,,,,,,The ,Animal Story Book,judgingbookcover_asb_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Lang, Andrew, 1844-1912",personal,edt,naf,http://id.loc.gov/authorities/names/n79054315,"Ford, H. J. (Henry Justice), 1860-1941",personal,ill,naf,http://id.loc.gov/authorities/names/n79045427,,,,,,,,,,,,,,,,1892,,,1892,,0,1,CLIO_7642154,omeka_5003,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_1_5,,NNC-RB,marcorg,,,,,GBF218.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Mollie Harris Samuels,"Longmans, Green, and Co",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Dragons,fast,http://id.worldcat.org/fast/897397,,,,,,,,,,,,,,,,,,,,,,The ,Green Fairy Book,judgingbookcover_gfb_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Barrie, J. M. (James Matthew), 1860-1937",personal,aut,naf,http://id.loc.gov/authorities/names/n50000555,,,,,,,,,,,,,,,,,,,,,1913,,,1913,,0,1,CLIO_299774,omeka_5002,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_1_5,,NNC-RB,marcorg,,,,,GBF217.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Hodder & Stoughton,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Afternoon teas,fast,http://id.worldcat.org/fast/800074,Teacups,fast,http://id.worldcat.org/fast/1895607,,,,,,,,,,,,,,,,,,,,"Quality Street, a comedy in four acts",judgingbookcover_qsc_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Dobson, Austin, 1840-1921",personal,aut,naf,http://id.loc.gov/authorities/names/n50030908,,,,,,,,,,,,,,,,,,,,,1895,,,1895,,0,1,CLIO_6160389,omeka_5000,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_1_5,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/introduction,NNC-RB,marcorg,,,,,GBF215.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of George M. Jaffin,"Kegan Paul, French, Tr",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Sheep,fast,http://id.worldcat.org/fast/1115460,Women shepherds,fast,http://id.worldcat.org/fast/1178523,,,,,,,,,,,,,,,,,,,The ,Story of Rosina and Other Verses,judgingbookcover_srv_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Reade, Charles, 1814-1884",personal,aut,naf,http://id.loc.gov/authorities/names/n50043928,"Dobson, Austin, 1840-1921",personal,aui,naf,http://id.loc.gov/authorities/names/n50030908,"Thomson, Hugh, 1860-1920",personal,ill,naf,http://id.loc.gov/authorities/names/n82132743,,,,,,,,,,,1899,,,1899,,0,1,CLIO_6166976,omeka_5001,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_1_5,,NNC-RB,marcorg,,,,,GBF216.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of George M. Jaffin,George Allen,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Butterflies,fast,http://id.worldcat.org/fast/843103,,,,,,,,,,,,,,,,,,,,,,,"Peg Woffington, by Charles Reade. With an introduction by Austin Dobson and illustrations by Hugh Thomson",judgingbookcover_peg_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Ford, Paul Leicester, 1865-1902",personal,aut,naf,http://id.loc.gov/authorities/names/n80045850,"Cleland, T. M. (Thomas Maitland), 1880-1964",personal,cov,naf,http://id.loc.gov/authorities/names/n50040980,"Hutt, Henry, 1875-",personal,ill,naf,http://id.loc.gov/authorities/names/no2005030228,,,,,,,,,,,1906,,,1906,,0,1,CLIO_86078,omeka_4999,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_25_27,,NNC-RB,marcorg,,,Cover design by Thomas Maitland Cleland (1880-1964),,GBF214.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Sydney C. Menger in memory of H. Kenneth Clark,"Dodd, Mead & Company",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Flowers,fast,http://id.worldcat.org/fast/927866,,,,,,,,,,,,,,,,,,,A,"Warning to Lovers & ""Sauce for the Goose Is Sauce for the Gander""",judgingbookcover_wls_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Cable, George Washington, 1844-1925",personal,aut,naf,http://id.loc.gov/authorities/names/n79076138,"Armstrong, Margaret, 1867-1944",personal,cov,naf,http://id.loc.gov/authorities/names/n84226647,,,,,,,,,,,,,,,,1906,,,1906,,0,1,CLIO_2288454,omeka_4998,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_25_27,,NNC-RB,marcorg,,,Cover design by Margaret Armstrong,,GBF213.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Charles Scribner's Sons,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Flowers,fast,http://id.worldcat.org/fast/927866,,,,,,,,,,,,,,,,,,,The ,Grandissimes,judgingbookcover_gra_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Cary, Elisabeth Luther, 1867-1936",personal,aut,naf,http://id.loc.gov/authorities/names/n50034779,"Armstrong, Margaret, 1867-1944",personal,cov,naf,http://id.loc.gov/authorities/names/n84226647,,,,,,,,,,,,,,,,1901,,,1901,,0,1,CLIO_267314,omeka_4997,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_25_27,,NNC-RB,marcorg,,,"Cover design by Margaret Armstrong (1867-1944), reused from the same author's Browning, Poet and Man, A Survey, (New York 1899)",,GBF212.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,London (England),naf,http://id.loc.gov/authorities/names/n79005665,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Kenneth A. Lohf,G. P. Putnam's Sons; The Knickerbocker Press,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Grapes,fast,http://id.worldcat.org/fast/946524,,,,,,,,,,,,,,,,,,,The ,Rossettis: Dante Gabriel and Christina,judgingbookcover_rdg_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Seaman, Owen, 1861-1936",personal,aut,naf,http://id.loc.gov/authorities/names/nr93015737,,,,,,,,,,,,,,,,,,,,,1900,,,1900,,0,1,CLIO_6049388,omeka_4996,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_17_24,,NNC-RB,marcorg,,,,,GBF211.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frederick Coykendall,John Lane,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Fools and jesters,fast,http://id.worldcat.org/fast/931260,,,,,,,,,,,,,,,,,,,,In Cap & Bells,judgingbookcover_icb_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Jewett, Sarah Orne, 1849-1909",personal,aut,naf,http://id.loc.gov/authorities/names/n79046454,"Whitman, Sarah",personal,cov,naf,http://id.loc.gov/authorities/names/n93066538,,,,,,,,,,,,,,,,1899,,,1899,,0,1,CLIO_29798,omeka_4995,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_17_24,,NNC-RB,marcorg,,,Cover design by Sarah Whitman,,GBF210.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Mollie Harris Samuels,Houghton,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,The ,Queen's Twin: And Other Stories,judgingbookcover_qto_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Stevenson, Robert Louis, 1850-1894",personal,aut,naf,http://id.loc.gov/authorities/names/n78088964,"Boyd, A. S. (Alexander Stuart), 1854-1930",personal,ill,naf,http://id.loc.gov/authorities/names/nr99022494,,,,,,,,,,,,,,,,1898,,,1898,,0,1,CLIO_6089499,omeka_4994,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_17_24,,NNC-RB,marcorg,,,,,GBF209.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Chatto & Windus,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,A,Lowden Sabbath Morn,judgingbookcover_lsm_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Yeats, W. B. (William Butler), 1865-1939",personal,aut,naf,http://id.loc.gov/authorities/names/n78095579,"Gyles, Althea, 1868-1949",personal,cov,naf,http://id.loc.gov/authorities/names/nb2007007190,,,,,,,,,,,,,,,,1897,,,1897,,0,1,CLIO_558465,omeka_4992,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_17_24,,NNC-RB,marcorg,,,Cover design by Althea Gyles,,GBF207.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frederick Coykendall,"Lawrence & Bullen, Limited",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,The ,Secret Rose,judgingbookcover_ser_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Le Gallienne, Richard, 1866-1947",personal,aut,naf,http://id.loc.gov/authorities/names/n80057179,"Bradley, Will, 1868-1962",personal,cov,naf,http://id.loc.gov/authorities/names/n83013560,,,,,,,,,,,,,,,,1898,,,1898,First Edition.,0,1,CLIO_6023636,omeka_4993,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_17_24,,NNC-RB,marcorg,,,Cover design by Will H. Bradley (1868-1962),,GBF208.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frederick Coykendall,"John Lane, The Bodley Head",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,The ,Romance of Zion Chapel,judgingbookcover_rzc_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Meynell, Alice, 1847-1922",personal,aut,naf,http://id.loc.gov/authorities/names/n50036625,"Robinson, Charles, 1870-1937",personal,cov,naf,http://id.loc.gov/authorities/names/n79059049,,,,,,,,,,,,,,,,1897,,,1897,,0,1,CLIO_6024612,omeka_4991,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_17_24,,NNC-RB,marcorg,,,Cover design by Charles Robinson (1870-1937),,GBF206.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frederick Coykendall,"John Lane, The Bodley Head",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,The ,Children,judgingbookcover_chi_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Hearn, Lafcadio, 1850-1904",personal,aut,naf,http://id.loc.gov/authorities/names/n79073520,,,,,,,,,,,,,,,,,,,,,1897,,,1897,,0,1,CLIO_5552601,omeka_4990,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_17_24,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/introduction,NNC-RB,marcorg,,,,,GBF205.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Houghton,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Lettering,fast,http://id.worldcat.org/fast/996769,,,,,,,,,,,,,,,,,,,,Gleanings in Buddha-Fields: Studies of Hand and Soul in the Far East,judgingbookcover_gbf_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Field, Eugene, 1850-1895",personal,aut,naf,http://id.loc.gov/authorities/names/n79059045,"Grahame, Kenneth, 1859-1932",personal,com,naf,http://id.loc.gov/authorities/names/n50000823,"Robinson, Charles, 1870-1937",personal,ill,naf,http://id.loc.gov/authorities/names/n79059049,,,,,,,,,,,1897,,,1897,,0,1,CLIO_360752,omeka_4989,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_17_24,,NNC-RB,marcorg,,,,,GBF204.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,London (England),naf,http://id.loc.gov/authorities/names/n79005665,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Charles Scribner's Sons,John Lane,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,,Lullaby-Land: Songs of Childhood,judgingbookcover_lsc_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Seaman, Owen, 1861-1936",personal,aut,naf,http://id.loc.gov/authorities/names/nr93015737,,,,,,,,,,,,,,,,,,,,,1896,,,1896,,0,1,CLIO_1865353,omeka_4987,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_9_16,,NNC-RB,marcorg,,,,,GBF202.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frederick Coykendall,"John Lane, The Bodley Head",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,The ,Battle of the Bays,judgingbookcover_bob_001,Cover,,
