item - itemId,item in context,item - public,item - featured,item - MODS - PhysicalDescription 1,item - MODS - PhysicalDescription 2,item - MODS - FormGenre,item - MODS - Notes,item - MODS - TypeofDate,item - MODS - DigitalOrigin,item - MODS - RepositoryName,item - MODS - RepositoryName - code,item - MODS - LanguageofCataloging,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - PlaceofOrigin 1,item - MODS - PlaceofOrigin 2,item - MODS - Collection,item - MODS - ShelfLocation,item - DublinCore - Title,item - DublinCore - Title - Whole,item - DublinCore - Title - Part,item - DublinCore - Title 2,item - DublinCore - Title 2 - Whole,item - DublinCore - Title 2 - Part,item - DublinCore - Title 2 - Attribute,item - DublinCore - Creator 1,item - DublinCore - Creator 2,item - DublinCore - Language,item - DublinCore - Date,item - DublinCore - Subject 1,item - DublinCore - Subject 2,item - DublinCore - Publisher,item - DublinCore - Identifier,item - DublinCore - Description,item - DublinCore - Contributor,item - OriginalFileLoadedIntoOmeka 1,item - OriginalFileLoadedIntoOmeka 2,item - OriginalFileLoadedIntoOmeka 3,item - OriginalFileLoadedIntoOmeka 4,item - OriginalFileLoadedIntoOmeka 5,item - OriginalFileLoadedIntoOmeka 6,item - OriginalFileLoadedIntoOmeka 7,item - OriginalFileLoadedIntoOmeka 8,item - OriginalFileLoadedIntoOmeka 9,item - OriginalFileLoadedIntoOmeka 10,item - OriginalFileLoadedIntoOmeka 11,item - OriginalFileLoadedIntoOmeka 12,item - AdditionalItemMetadata - Provenance,item - AdditionalItemMetadata - SpatialCoverage,item - OmekaCollection,project URL,item - ItemType,item - ItemType - text
115,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/mathematics/page-3,1,0,1 page,1 image,manuscripts,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1525,1575,Florence (Italy),,Plimpton,Plimpton MS 219,Trattato d’Aritmetica Mercantile. Page 155 recto,Trattato d’Aritmetica Mercantile,Page 155 recto,,,,,,,ita,Mid 16th century,Mathematics,,,,,,original filename: plmptn_088_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
117,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-5,1,0,"cover, title page",2 images,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1866,,New York,,Plimpton,Plimpton A091 1866 Sp33,Spencerian key to practical penmanship. Front cover,Spencerian key to practical penmanship,Front cover,Spencerian key. Front cover,Spencerian key,Front cover,alternative,"Spencer, H. C. (Henry Caleb)",,eng,1866,Penmanship,,"Ivison, Blakeman, Taylor & Co.",CLIO_1848589,,,original filename: plmptn_076_001.jpg,original filename: plmptn_076_002.jpg,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
118,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-1,1,0,1 sculpture,1 image,objects,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1700,1799,England,,Plimpton,,Bust of Shakespeare. Front,Bust of Shakespeare,Front,Shakespeare bust. Front,Shakespeare bust,Front,alternative,,,eng,18th century,"Shakespeare, William, 1564-1616",,,,,,original filename: plmptn_092_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
119,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/mathematics/page-1,1,0,"cover, title page",2 images,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1908,,Boston (Mass.),New York (N.Y.),Plimpton,B510 ASm5,"Rara arithmetica : a catalogue of the arithmetics written before the year MDCI. Front cover, title page",Rara arithmetica : a catalogue of the arithmetics written before the year MDCI,"Front cover, title page","Rara arithmetica: Volume I. Front cover, title page",Rara arithmetica: Volume I,"Front cover, title page",alternative,"Smith, David Eugene, 1860-1944",,eng,1908,Arithmetic--Early works to 1900,,Ginn and Co.,CLIO_5529316,,,original filename: plmptn_090_001.jpg,original filename: plmptn_090_002.jpg,,,,,,,,,,,Bequest of David Eugene Smith,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
121,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/hornbooks/page-1,1,0,"1 hornbook, 2 sides",2 images,objects,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1800,1899,United States?,,Plimpton Hornbooks,Plimpton item 118,Hornbook,Hornbook,,Hornbook no. 16,Hornbook no. 16,,alternative,,,eng,19th century,,,,,,,original filename: plmptn_118_001.jpg,original filename: plmptn_118_002.jpg,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
123,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/friends/page-1,1,0,"pages [1-12], 1 page",13 images,periodicals,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1933-04,,New York,,,378.7CP C722,"Bibliotheca Columbiana: Number 1, April 1933","Bibliotheca Columbiana: Number 1, April 1933",,,,,,Friends of the Columbia Libraries,,eng,April 1933,Friends of the Columbia Libraries,,The Friends of the Library of Columbia University,CLIO_3402156,,,original filename: plmptn_098_001.jpg,original filename: plmptn_098_002.jpg,original filename: plmptn_098_003.jpg,original filename: plmptn_098_004.jpg,original filename: plmptn_098_005.jpg,original filename: plmptn_098_006.jpg,original filename: plmptn_098_007.jpg,original filename: plmptn_098_008.jpg,original filename: plmptn_098_009.jpg,original filename: plmptn_098_010.jpg,original filename: plmptn_098_011.jpg,original filename: plmptn_098_012.jpg,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
124,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/women/page-4,1,0,"frontispiece, title page",1 image,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1826,,London (England),,Plimpton,Plimpton 594 1826,"Rudiments of Conchology. Preliminary page, title page",Rudiments of Conchology,"Preliminary page, title page",,,,,"Venning, Mary Ann",,eng,1826,Mollusks,,Printed for Harvey and Darton,,,,original filename: plmptn_126_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
125,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/women/page-3,1,0,"title page, pages 90-91",2 images,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1797,,Boston (Mass.),,Plimpton,Plimpton A808.8 1797 B,"American Preceptor; being a new Selection of Lessons for Reading and Speaking. Designed for the use of schools. Title page, pages 90-91",American Preceptor; being a new Selection of Lessons for Reading and Speaking. Designed for the use of schools,"Title page, pages 90-91",,,,,"Bingham, Caleb, 1757-1817",,eng,1797,Readers,,Printed by Manning and Loring for the Author,,,,original filename: plmptn_123_001.jpg,original filename: plmptn_123_002.jpg,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
126,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-2,1,0,title page,1 image,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1557,,London (England),,Plimpton,Plimpton 370 1557 El9,Boke Named the Governour. Title page,Boke Named the Governour,Title page,,,,,"Elyot, Thomas, Sir, 1490?-1546",,eng,1557,Kings and rulers--Duties,,Thomas Marsh,CLIO_6196599,,,original filename: plmptn_052_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
127,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-1,1,0,cover,1 image,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1933,,London (England),New York (N.Y.),Plimpton Reference,Plimpton Ref R372 P71,Education of Shakespeare:  Illustrated from the Schoolbooks in Use in his Time. Front cover,Education of Shakespeare:  Illustrated from the Schoolbooks in Use in his Time,Front cover,,,,,"Plimpton, George A. (George Arthur), 1855-1936",,eng,1933,"Shakespeare, William, 1564-1616",,Oxford University Press,CLIO_4587434,,,original filename: plmptn_160_001.jpg,,,,,,,,,,,,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
128,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-2,1,0,1 page,1 image,books,,questionable,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1525,,London (England),,Plimpton,Plimpton 470 1525 L62 (STC 15609.5),Guillelmi Lilij Angli Rudimenta. 1 unnumbered page recto,Guillelmi Lilij Angli Rudimenta,1 unnumbered page recto,,,,,"Lily, William, 1468?-1522",,lat,circa 1525?,Latin language--Grammar,,Peter Treveris,,,,original filename: plmptn_047_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
129,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/women/page-1,1,0,1 page,1 image,manuscripts,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1901,1936,Massachusetts?,,Plimpton Family Papers,,"Education of Women: Earliest Period, circa 300-1450. Page 1","Education of Women: Earliest Period, circa 300-1450",Page 1,Education of women--five parts. Page 1,Education of women--five parts,Page 1,alternative,"Plimpton, George A. (George Arthur), 1855-1936",,eng,Early 20th century?,Women--Education,,,,,,original filename: plmptn_110_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
130,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-3,1,0,page [92]-93,1 image,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1636,,London (England),,Plimpton,Plimpton 424 1636 B97,"Principles of Musik, in Singing and Setting : vvith the Two-Fold Use Therof, Ecclesiasticall and Civil. Page 92 verso - page 93 recto","Principles of Musik, in Singing and Setting : vvith the Two-Fold Use Therof, Ecclesiasticall and Civil",Page 92 verso - page 93 recto,,,,,"Butler, Charles, -1647",,eng,1636,Music theory,,"Printed by Iohn Haviland, for the Author",CLIO_6182617,,,original filename: plmptn_050_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
131,,1,0,1 page,1 image,printed ephemera,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1901,1949,Walpole (Mass.),,Plimpton Family Papers,,Lewis Farm Letterhead,Lewis Farm Letterhead,,,,,,"Lewis Farm (Walpole, Mass.)",,eng,First half of 20th century?,"Lewis Farm (Walpole, Mass.)",,,,,,original filename: plmptn_102_001.jpg,,,,,,,,,,,,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
132,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-2,1,0,1 page,1 image,manuscripts,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1250,1299,Italy,,Plimpton,Plimpton MS 132,De Constructione. Page 1 recto,De Constructione,Page 1 recto,,,,,"Priscian, active approximately 500-530",,lat,Second half of the 13th century,Latin language--Grammar,,,,,,original filename: plmptn_009_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
133,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/hornbooks/page-1,1,0,1 hornbook,1 image,objects,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1600,1699,Mexico?,,Plimpton Hornbooks,Hornbook No. 19,Hornbook,Hornbook,,,,,,,,spa,17th century?,,,London,,,,original filename: plmptn_116_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
134,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-3,1,0,1 page,1 image,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1696,,Bruxelles [i.e. Paris],,Plimpton,Plimpton 443 1696 Ar7,"Dictionaire des Halles, ou,  Extrait du Dictionnaire de l’Academie Françoise. Page 1 recto","Dictionaire des Halles, ou,  Extrait du Dictionnaire de l’Academie Françoise",Page 1 recto,,,,,"Artaud, active 1696-1700",,fre,1696,French language--Slang,,François Foppens,,,,original filename: plmptn_062_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
135,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-3,1,0,2 pages,2 images,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1481,,"Westminster (London, England)",,Incunabula,Goff M883,Myrrour of the Worlde. 2 unnumbered pages,Myrrour of the Worlde,2 unnumbered pages,,,,,"Caxton, William, approximately 1422-1491 or 1492",,eng,1481,Earth,,William Caxton,CLIO_1079741,,,original filename: plmptn_027_001.jpg,original filename: plmptn_027_002.jpg,,,,,,,,,,,Gift of Mrs. Francis T. P. Plimpton in Honor of The Opening of the Rare Book & Manuscript Library,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
136,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/george-arthur-plimpton/page-1,1,0,1 photoprint,1 image,photographs,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1930,1936,,,George A. Plimpton Papers,,Portrait of George Arthur Plimpton as older man,Portrait of George Arthur Plimpton as older man,,George Arthur Plimpton,George Arthur Plimpton,,alternative,"Plimpton, George A. (George Arthur), 1855-1936",,eng,circa 1930,"Plimpton, George A. (George Arthur), 1855-1936",,,,,,original filename: plmptn_143_001.jpg,,,,,,,,,,,,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
138,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/women/page-3,1,0,"frontispiece, title page",2 images,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1797,,Derby,,Plimpton,Plimpton 376 1797 D25,"Plan for the Conduct of Female Education in Boarding Schools. Preliminary page, title page",Plan for the Conduct of Female Education in Boarding Schools,"Preliminary page, title page","Female education. Preliminary page, title page",Female education,"Preliminary page, title page",alternative,"Darwin, Erasmus, 1731-1802",,eng,1797,Women--Education,,Printed by J. Drewey for J. Johnson,CLIO_6182023,,,original filename: plmptn_132_001.jpg,original filename: plmptn_132_002.jpg,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
140,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/hornbooks/page-1,1,0,cover,1 image,books,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1916,1919,Boston (Mass.),,Plimpton Collection File,SMITH 096 1916 P71,"Marks of Merit, Together with an article on Hornbooks and their use in America. Front cover","Marks of Merit, Together with an article on Hornbooks and their use in America",Front cover,,,,,"Plimpton, George A. (George Arthur), 1855-1936",,eng,circa 1916,,,Ginn & Company,CLIO_3387765,,,original filename: plmptn_112_001.jpg,,,,,,,,,,,,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
141,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-4,1,0,1 page,1 image,manuscripts,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1835-12-16,,Walpole (Mass.),,Plimpton,Plimpton MS 091 1835,Penmanship. Cover page,Penmanship,Cover page,,,,,"Lewis, Priscilla G.",,eng,"Dec. 16, 1835",Penmanship,,,,,,original filename: plmptn_075_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
142,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-1,1,0,3 pages,3 images,printed ephemera,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1935,,New York,,Plimpton Family Papers,,Announcement of Education of Chaucer,Announcement of Education of Chaucer,,"Education of Chaucer, the opinion of an outstanding authority","Education of Chaucer, the opinion of an outstanding authority",,alternative,Oxford University Press,"Plimpton, George A. (George Arthur), 1855-1936",eng,1935,"Plimpton, George A. (George Arthur), 1855-1936",Education--England--History,Oxford University Press,,,,original filename: plmptn_104_001.jpg,original filename: plmptn_104_002.jpg,original filename: plmptn_104_003.jpg,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
143,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-2,1,0,1 page,1 image,manuscripts,Plimpton item 125,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1478,,Germany,,Plimpton,Plimpton MS 200,"Commentaries on Aristotle. Primus section, first page recto",Commentaries on Aristotle,"Primus section, first page recto",,,,,Nicolas d'Orbelles,,lat,1478,Aristotle,Philosophy,,,,,original filename: plmptn_125_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
144,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-quadrivium/page-1,1,0,1 page,1 image,music,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1351,,Flanders (Belgium),,Plimpton,Plimpton MS 34,Processional. 1 unnumbered page recto,Processional,1 unnumbered page recto,Processional Manuscript book on parchment. 1 unnumbered page recto,Processional Manuscript book on parchment,1 unnumbered page recto,alternative,Catholic Church,Iohannes de Havere,lat,1351,"Processions, Religious--Catholic Church",,,CLIO_4079845,,,original filename: plmptn_011_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
145,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-1,1,0,1 page,1 image,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1522,,Roma,,Plimpton,Plimpton 095 1522 L96,Operina di Ludouico Vicentino. Title page verso,Operina di Ludouico Vicentino,Title page verso,,,,,"Arrighi, Ludovico degli",,ita,1522,Penmanship,,,CLIO_6191099,,,original filename: plmptn_064_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
146,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-quadrivium/page-3,1,0,page II,1 image,manuscripts,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1477-03-10,,Venice (Italy),,Incunabula,Goff P480,Sententiarum Libri IV. Page II recto,Sententiarum Libri IV,Page II recto,,,,,"Peter Lombard, Bishop of Paris, approximately 1100-1160",,lat,"March 10, 1477",Theology,,Vindelinus de Spira,CLIO_1638076,,,original filename: plmptn_044_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
147,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-1,1,0,1 page,1 image,manuscripts,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1550,,Nuremberg (Germany),,Plimpton,Plimpton MS 300,Gruenndtlich Formular manncherley Art Lateinischer unnd Teutscher Handschrifften. 1 unnumbered page recto,Gruenndtlich Formular manncherley Art Lateinischer unnd Teutscher Handschrifften,1 unnumbered page recto,Calligraphy Manuscript book on paper and on parchment. 1 unnumbered page recto,Calligraphy Manuscript book on paper and on parchment,1 unnumbered page recto,translated,"Brechtl, Stephan, 1523-1574",,ger,1550,Calligraphy,,,,,,original filename: plmptn_068_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
148,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-3,1,0,2 pages,1 image,manuscripts,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1450,1499,Italy,,Plimpton,Plimpton MS 144,Latin Grammar. Page 82 verso - page 83 recto,Latin Grammar,Page 82 verso - page 83 recto,,,,,"Priscian, active approximately 500-530",,lat,Third quarter of the 15th century,Latin language--Grammar,,,,,,original filename: plmptn_035_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
149,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/encyclopedias/page-1,1,0,2 pages,1 image,manuscripts,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1400,1450,France,,Plimpton,Plimpton MS 281,Trésor. Page VIII verso - page IX recto,Trésor,Page VIII verso - page IX recto,,,,,"Latini, Brunetto, 1220-1295",,fre,First half of the 15th century,"Encyclopedias and dictionaries, French",,,,,,original filename: plmptn_003_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
150,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-4,1,0,2 page,1 image,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1619,,London (England),,Plimpton,,"De Rhetorica Seu de Arte Dicendi Libri Tres, Graecolat. 2 unknown pages","De Rhetorica Seu de Arte Dicendi Libri Tres, Graecolat",2 unknown pages,Aristotelous Technēs rhētorikēs biblia tria. 2 unknown pages,Aristotelous Technēs rhētorikēs biblia tria,2 unknown pages,translated,Aristotle,,lat,1619,"Rhetoric, Ancient",,Edward Griffin,,,,original filename: plmptn_021_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
152,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-4,1,0,"frontispiece, title page",1 image,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1790,,Lyon (France),,Plimpton,Plimpton 910 1790,"Atlas des Enfans, ou, Nouvelle Méthode pour Apprendre la Géographie. Preliminary page, title page","Atlas des Enfans, ou, Nouvelle Méthode pour Apprendre la Géographie","Preliminary page, title page","Nouvelle Méthode pour Apprendre la Géographie. Preliminary page, title page",Nouvelle Méthode pour Apprendre la Géographie,"Preliminary page, title page",alternative,"Bruyset, Jean Marie, 1749-1817",,fre,1790,Geography,,Jean-Marie Bruyset,,,,original filename: plmptn_058_001.jpg,,,,,,,,,,,,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
153,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-2,1,0,1 page,1 image,manuscripts,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1470,,Cologne (Germany),,Incunabula,Goff P691,De Educatione Puerorum ad Regem Bohemiae Ladislaum. 1 unnumbered page recto,De Educatione Puerorum ad Regem Bohemiae Ladislaum,1 unnumbered page recto,,,,,"Pius II, Pope, 1405-1464","Vladislav II, King of Bohemia and Hungary, 1456-1516",lat,circa 1470,Education,,Ulrich Zel,CLIO_1638086,,,original filename: plmptn_018_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
154,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/george-arthur-plimpton/page-2,1,0,1 page,1 image,printed ephemera,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1900-12,,Boston (Mass.)?,,Plimpton Family Papers,,This office will be closed…on account of the death of Mrs. George A. Plimpton,This office will be closed…on account of the death of Mrs. George A. Plimpton,,,,,,Ginn and Company,"Plimpton, George A. (George Arthur), 1855-1936",eng,Dec. 1900,"Plimpton, Frances Taylor Pearsons, 1861-1900",,Ginn and Company,,,,original filename: plmptn_154_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
155,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/women/page-3,1,0,title page,1 image,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1792,,Boston (Mass.),,Plimpton,Plimpton A424 1792 B52,"Young Lady's Accidence, or, A short and easy introduction to English grammar. Title page","Young Lady's Accidence, or, A short and easy introduction to English grammar",Title page,Short and easy introduction to English grammar. Title page,Short and easy introduction to English grammar,Title page,alternative,"Bingham, Caleb, 1757-1817",,eng,1792,English language--Grammar,,I. Thomas and E. T. Andrews,,,,original filename: plmptn_128_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
