item - itemId,item - public,item - featured,item - MODS - Notes 1,item - MODS - Notes 2,item - MODS - Notes 3,item - MODS - Notes 4,item - DublinCore - Date,item_-_MODS_-_KeyDate_-_Single_Start,item_-_MODS_-_KeyDate_-_End,item - MODS - TypeofDate,item - MODS - PublicationDate,item - MODS - FormGenre,item_-_MODS_-_FormGenre_-_authority,item - MODS - DigitalOrigin,item - MODS - RepositoryName,item - MODS - LanguageofCataloging,item - MODS - Collection,item - MODS - ShelfLocation,item - MODS - PhysicalDescription 1,item - MODS - PhysicalDescription 2,item - DublinCore - Language 1,item - DublinCore - Language 2,item_-_MODS_-_PlaceofOrigin,item_-_MODS_-_PlaceofOrigin_-_Authority_-_Identifier,item_-_MODS_-_PlaceofOrigin_1,item_-_MODS_-_PlaceofOrigin_1_-_Authority_-_Identifier,item_-_MODS_-_PlaceofOrigin_2,item_-_MODS_-_PlaceofOrigin_2_-_Authority_-_Identifier,item - MODS - PublicationPlace,item - AdditionalItemMetadata - SpatialCoverage,item_-_AdditionalItemMetadata_-_SpatialCoverage_-_Authority_-_Identifier,item_-_AdditionalItemMetadata_-_SpatialCoverage_1,item_-_AdditionalItemMetadata_-_SpatialCoverage_1_-_Authority_-_Identifier,Subject_-_Topic,Subject_-_Topic_-_Authority,Subject_-_Topic_-_Authority_-_Identifier,Subject_1_-_Topic,Subject_1_-_Topic_-_Authority,Subject_1_-_Topic_-_Authority_-_Identifier,Subject_-_Name,Subject_-_Name_-_Authority,Subject_-_Name_-_Authority_-_Identifier,Subject_-_Geographic,Subject_-_Geographic_-_Authority,Subject_-_Geographic_-_Authority_-_Identifier,item - DublinCore - Title - Work,item_-_DublinCore_-_Title_-_Work_-_Identifier,item - DublinCore - Title - Part,item_-_DublinCore_-_Creator_1,item_-_DublinCore_-_Creator_1_-_Authority,item_-_DublinCore_-_Creator_1_-_Authority_-_Identifier,item - DublinCore - Creator 2,item - DublinCore - Creator 3,item - DublinCore - Contributor 1,item_-_DublinCore_-_Contributor_1_-_Authority,item_-_DublinCore_-_Contributor_1_-_Authority_-_Identifier,item - DublinCore - Contributor 2,item_-_DublinCore_-_Contributor_2_-_Authority,item_-_DublinCore_-_Contributor_2_-_Authority_-_Identifier,item - DublinCore - Contributor 3,item_-_DublinCore_-_Contributor_3_-_Authority,item_-_DublinCore_-_Contributor_3_-_Authority_-_Identifier,item - DublinCore - Description 1,item - DublinCore - Description 2,item - DublinCore - Identifier,item - DublinCore - Publisher 1,item - DublinCore - Publisher 2,item - OriginalFileLoadedIntoOmeka 1,item - OriginalFileLoadedIntoOmeka 2,item - OriginalFileLoadedIntoOmeka 3,item - OriginalFileLoadedIntoOmeka 4,item - OriginalFileLoadedIntoOmeka 5,item - OriginalFileLoadedIntoOmeka 6,item - OriginalFileLoadedIntoOmeka 7,item - OriginalFileLoadedIntoOmeka 8,item - AdditionalItemMetadata - Provenance,item - AdditionalItemMetadata - Citation,item - ItemType,item - ItemType - text,item_-_MODS_-_PhysicalDescription,item_in_context,item_-_OmekaCollection_-_nonSort,item - OmekaCollection
006105,1,0,"Reference: Merx, ""Weil, Gustav,"" in: Allgemeine Deutsche Biographie 41, 1896, pp. 486-488, available online: http://www.deutsche-biographie.de/sfz84819.html (accessed 11 June 2011)",,,,1844,1844,,,1844,books,aat,reformatted digital,NyNyCBL,eng,,Union Rare OT49 W42,,,ger,,,,,,,,Bielefeld,,,,,Qurʼan--Study and teaching,lcsh,http://id.loc.gov/authorities/subjects/sh85072987,,,,,,,,,,Historisch-kritische Einleitung in den Koran,hke_018,Pages XVIII to XIX,"Weil, Gustav, 1808-1889",naf,http://id.loc.gov/authorities/names/n83180418,,,,,,,,,,,,Critical introduction to Quran studies,,CLIO id: 4561639,Velhagen & Klasing,,100177005.jpg,,,,,,,,,,Still Image,Original Format: book,Physical Dimensions: 15 x 10 x 1 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/empire/quranstud,The,Quran in East and West: Manuscripts and Printed Books
,,,"Reference: Merx, ""Weil, Gustav,"" in: Allgemeine Deutsche Biographie 41, 1896, pp. 486-488, available online: http://www.deutsche-biographie.de/sfz84819.html (accessed 11 June 2011)",,,,1844,1844,,,1844,books,aat,reformatted digital,NyNyCBL,eng,,Union Rare OT49 W42,,,ger,,,,,,,,Bielefeld,,,,,Qurʼan--Study and teaching,lcsh,http://id.loc.gov/authorities/subjects/sh85072987,,,,,,,,,,Historisch-kritische Einleitung in den Koran,hke,,"Weil, Gustav, 1808-1889",naf,http://id.loc.gov/authorities/names/n83180418,,,,,,,,,,,,Critical introduction to Quran studies,,CLIO id: 4561639,Velhagen & Klasing,,,,,,,,,,,,Still Image,Original Format: book,Physical Dimensions: 15 x 10 x 1 cm,,The,Quran in East and West: Manuscripts and Printed Books
006104,1,0,"Physical description of book from which images were taken: the unidentified French engraving used as frontispiece in a copy in the Houghton Library (f EC7.Sa324.733ka) was added by one of its previous owners
the ""Preliminary Discourse"" is illustrated with 5 plates, two of which are maps","References:
ESTC T146975
Arnoud Vrolijk, ""Sale, George (b. in or after 1696, d. 1736),"" in: Oxford Dictionary of National Biography, 2010, available online: http://www.oxforddnb.com/view/article/24529 (accessed 10 June 2011)",,,1734,1734,,,1734,books,aat,reformatted digital,NyNyCBL,eng,,Union Rare OT43 S16 1734,,,eng,,,,,,,,London,,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,"Koran, commonly called the Alcoran of Mohammed",kam_001,Title page,,,,,,"Sale, George, 1697?-1736",naf,http://id.loc.gov/authorities/names/n79046118,,,,,,,The first English translation of the complete Quran from the Arabic text with an English commentary,,CLIO id: 4561630,J. Wilcox,,Sale_Koran_Commonly_called_the_Alcoran_of_Mohammed.jpg,,,,,,,,,,Still Image,Original Format: books,Physical Dimensions: 26 x 21 x 5.75 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/qurans/printed,The,Quran in East and West: Manuscripts and Printed Books
,,,"Physical description of book from which images were taken: the unidentified French engraving used as frontispiece in a copy in the Houghton Library (f EC7.Sa324.733ka) was added by one of its previous owners
the ""Preliminary Discourse"" is illustrated with 5 plates, two of which are maps","References:
ESTC T146975
Arnoud Vrolijk, ""Sale, George (b. in or after 1696, d. 1736),"" in: Oxford Dictionary of National Biography, 2010, available online: http://www.oxforddnb.com/view/article/24529 (accessed 10 June 2011)",,,1734,1734,,,1734,books,aat,reformatted digital,NyNyCBL,eng,,Union Rare OT43 S16 1734,,,eng,,,,,,,,London,,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,"Koran, commonly called the Alcoran of Mohammed",kam,,,,,,,,,,,,,,,,The first English translation of the complete Quran from the Arabic text with an English commentary,,CLIO id: 4561630,J. Wilcox,,,,,,,,,,,,Still Image,Original Format: books,Physical Dimensions: 26 x 21 x 5.75 cm,,The,Quran in East and West: Manuscripts and Printed Books
006103,1,0,"In 1543 Oporinus printed the 1st edition of which at least 6 different versions are known (cf. Hartmut Bobzin, ""Zur Anzahl der Drucke von Biblianders Koranausgabe im Jahr 1543,"" Basler Zeitschrift für Geschichte und Altertumskunde 85, 1985, pp. 213-219). In the same year, Oporinus also printed ""De humani corporis fabrica  libri VII"" by Andreas Vesalius","References:
VD16 K 2586
Kurt Guggisberg, ""Bibliander, Theodor,"" in: Neue Deutsche Biographie 2, 1955, p. 215, available online: http://www.deutsche-biographie.de/sfz4368.html (accessed 11 June 2011)
Theodorus Bibliander, Le Coran à la Renaissance: Plaidoyer pour une traduction, tr. and notes by Henri Lamarque, Toulouse 2007
Charles Burnett, ""Ketton, Robert of (fl. 1141-1157),"" in: Oxford Dictionary of National Biography, 2004, available online: http://www.oxforddnb.com/view/article/24529 (accessed 11 June 2011)
Hans Jürgen Rieckenberg, ""Hermann von Kärnten,“ in: Neue Deutsche Biographie 8, 1969, pp. 646-647, available online: http://www.deutsche-biographie.de/sfz30113.html (accessed 11 June 2011)",,,1550,1550,,,1550,books,aat,reformatted digital,NyNyCBL,eng,Burke [UTS] Union Rare,Union Rare Folio OT41 P49 1550,,,lat,,,,,,,,Basle,,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,Toledan Collection,,,,,,"Machumetis, Saracenorum principis, eiuśque successorum uitae, doctrina, ac ipse Alcoran",msp_008,Pages 8 and 9,,,,,,"Robert, of Ketton, fl. 1141-1157",naf,http://id.loc.gov/authorities/names/n84184693,"Bibliander, Theodorus, approximately 1504-1564",naf,http://id.loc.gov/authorities/names/n91002076,"Hermann, of Carinthia",naf,http://id.loc.gov/authorities/names/n84050077,"2nd edition of the revised version of the twelfth-century Latin Quran translation, accompanied by Latin translations of Islamic theological literature",,CLIO id: 4561626,"Oporinus, Joannes, 1507-1568",,machumetis_08.jpg,machumetis_09.jpg,,,,,,,,,Still Image,Original Format: book,Physical Dimensions: 30 x 21.25 x 5.75 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/qurans/printed,The,Quran in East and West: Manuscripts and Printed Books
,,,"In 1543 Oporinus printed the 1st edition of which at least 6 different versions are known (cf. Hartmut Bobzin, ""Zur Anzahl der Drucke von Biblianders Koranausgabe im Jahr 1543,"" Basler Zeitschrift für Geschichte und Altertumskunde 85, 1985, pp. 213-219). In the same year, Oporinus also printed ""De humani corporis fabrica  libri VII"" by Andreas Vesalius","References:
VD16 K 2586
Kurt Guggisberg, ""Bibliander, Theodor,"" in: Neue Deutsche Biographie 2, 1955, p. 215, available online: http://www.deutsche-biographie.de/sfz4368.html (accessed 11 June 2011)
Theodorus Bibliander, Le Coran à la Renaissance: Plaidoyer pour une traduction, tr. and notes by Henri Lamarque, Toulouse 2007
Charles Burnett, ""Ketton, Robert of (fl. 1141-1157),"" in: Oxford Dictionary of National Biography, 2004, available online: http://www.oxforddnb.com/view/article/24529 (accessed 11 June 2011)
Hans Jürgen Rieckenberg, ""Hermann von Kärnten,“ in: Neue Deutsche Biographie 8, 1969, pp. 646-647, available online: http://www.deutsche-biographie.de/sfz30113.html (accessed 11 June 2011)",,,1550,1550,,,1550,books,aat,reformatted digital,NyNyCBL,eng,Burke [UTS] Union Rare,Union Rare Folio OT41 P49 1550,,,lat,,,,,,,,Basle,,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,Toledan Collection,,,,,,"Machumetis, Saracenorum principis, eiuśque successorum uitae, doctrina, ac ipse Alcoran",msp,,,,,,,"Robert, of Ketton, fl. 1141-1157",naf,http://id.loc.gov/authorities/names/n84184693,"Bibliander, Theodorus, approximately 1504-1564",naf,http://id.loc.gov/authorities/names/n91002076,"Hermann, of Carinthia",naf,http://id.loc.gov/authorities/names/n84050077,"2nd edition of the revised version of the twelfth-century Latin Quran translation, accompanied by Latin translations of Islamic theological literature",,CLIO id: 4561626,"Oporinus, Joannes, 1507-1568",,,,,,,,,,,,Still Image,Original Format: book,Physical Dimensions: 30 x 21.25 x 5.75 cm,,The,Quran in East and West: Manuscripts and Printed Books
006102,1,0,"References:
Schnurrer, pp. 31-32 s.v. 52
STCN PPN 059605294
ʻAbd Allāh b. ʻUmar al-Bayḍāwī, Commentary on sūrah 12 of the Qur'ān, tr. and notes by A. F. L. Beeston, Oxford 1963 (Arabic text with English translation)
Mieke Bal, Loving Yusuf: Conceptual Travels from Present to Past, Chicago, Ill. 2008",Physical description of book from which images were taken: book opens on the right because Arabic script is written from right to left,,,1617,1617,,,1617,books,aat,reformatted digital,NyNyCBL,eng,Burke [UTS] Union Rare,Union Rare  OT41 E71,,,lat,,,,,,,,Leiden,,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,Arab countries--Study and teaching,lcsh,http://id.loc.gov/authorities/subjects/sh85006345,,,,,,,"Historia Josephi patriarchae, ex Alcorano, arabicè",hjp_001,"Front cover, final two pages",,,,,,"Erpenius, Thomas, 1584-1624",naf,http://id.loc.gov/authorities/names/n87911019,"Robert, of Ketton, fl. 1141-1157",naf,http://id.loc.gov/authorities/names/n84184693,"Hermann, of Carinthia",naf,http://id.loc.gov/authorities/names/n84050077,The Arabic text of sura 12 (sūrat Yūsuf) with three Latin translations. Surat Yusuf wa-tahajji al-Arab,,CLIO id: 4561625,ex typographia Erpeniana,,historia_josephi.jpg,BurkeErpenius.jpg,,,,,,,,,Still Image,Original Format: book,Physical Dimensions: 20.5 x 10.75 x 1 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/qurans/printed,The,Quran in East and West: Manuscripts and Printed Books
,,,"References:
Schnurrer, pp. 31-32 s.v. 52
STCN PPN 059605294
ʻAbd Allāh b. ʻUmar al-Bayḍāwī, Commentary on sūrah 12 of the Qur'ān, tr. and notes by A. F. L. Beeston, Oxford 1963 (Arabic text with English translation)
Mieke Bal, Loving Yusuf: Conceptual Travels from Present to Past, Chicago, Ill. 2008",Physical description of book from which images were taken: book opens on the right because Arabic script is written from right to left,,,1617,1617,,,1617,books,aat,reformatted digital,NyNyCBL,eng,Burke [UTS] Union Rare,Union Rare  OT41 E71,,,lat,,,,,,,,Leiden,,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,Arab countries--Study and teaching,lcsh,http://id.loc.gov/authorities/subjects/sh85006345,,,,,,,"Historia Josephi patriarchae, ex Alcorano, arabicè",hjp,,,,,,,"Erpenius, Thomas, 1584-1624",naf,http://id.loc.gov/authorities/names/n87911019,"Robert, of Ketton, fl. 1141-1157",naf,http://id.loc.gov/authorities/names/n84184693,"Hermann, of Carinthia",naf,http://id.loc.gov/authorities/names/n84050077,The Arabic text of sura 12 (sūrat Yūsuf) with three Latin translations. Surat Yusuf wa-tahajji al-Arab,,CLIO id: 4561625,ex typographia Erpeniana,,,,,,,,,,,,Still Image,Original Format: book,Physical Dimensions: 20.5 x 10.75 x 1 cm,,The,Quran in East and West: Manuscripts and Printed Books
006101,1,0,"Physical Description for item from which digital items are taken: Tauchnitz printed the 1st edition (Leipzig 1834) in four different issues, and the 2nd corrected edition is based on the 2nd issue.","References:
Johann W. Fück, ""Flügel, Gustav Leberecht,"" in: Neue Deutsche Biographie 5, 1961, pp. 260-261, available online: http://www.deutsche-biographie.de/sfz16508.html (accessed 11 June 2011)
Gerd Gropp, ""Flügel, Gustav Leberecht,"" in: Encyclopaedia Iranica 10/1, 1999, pp. 64-65
for stereotype printing and quarto editions issued by the publisher Tauchnitz, see: Gustav Wustmann, ""Tauchnitz, Karl,“ in: Allgemeine Deutsche Biographie 37, 1894, pp. 441-443, available online: http://www.deutsche-biographie.de/sfz82194.html (accessed 12 June 2011)
Rijk Smitskamp, ""Flügel's Koran Edition,"" ʿĀlam al-kutub 15 (1410/1994), pp. 533-535",,,1841,1841,,,1841,books,aat,reformatted digital,NyNyCBL,eng,Burke [UTS] Union Rare,OT40 1841,,,ara,,,,,,,,Leipzig,,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,Corani textus arabicus,cta_001,Opening pages,,,,,,"Flügel, Gustav, 1802-1870",naf,http://id.loc.gov/authorities/names/nr88004247,,,,,,,2nd rev. edition of the complete Arabic text of the Quran with Latin preface,,CLIO id: 4561624,"Tauchnitz, Karl Christoph Traugott, 1761-1836","Tauchnitz, Karl Christian Philipp, 1798-1884",Flugel_Corani_textus_arabicus.jpg,,,,,,,,,,Still Image,Original Format: book,Physical Dimensions: 25.5 x 19.75 x 3.5 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/qurans/printed,The,Quran in East and West: Manuscripts and Printed Books
,,,"Physical Description for item from which digital items are taken: Tauchnitz printed the 1st edition (Leipzig 1834) in four different issues, and the 2nd corrected edition is based on the 2nd issue.","References:
Johann W. Fück, ""Flügel, Gustav Leberecht,"" in: Neue Deutsche Biographie 5, 1961, pp. 260-261, available online: http://www.deutsche-biographie.de/sfz16508.html (accessed 11 June 2011)
Gerd Gropp, ""Flügel, Gustav Leberecht,"" in: Encyclopaedia Iranica 10/1, 1999, pp. 64-65
for stereotype printing and quarto editions issued by the publisher Tauchnitz, see: Gustav Wustmann, ""Tauchnitz, Karl,“ in: Allgemeine Deutsche Biographie 37, 1894, pp. 441-443, available online: http://www.deutsche-biographie.de/sfz82194.html (accessed 12 June 2011)
Rijk Smitskamp, ""Flügel's Koran Edition,"" ʿĀlam al-kutub 15 (1410/1994), pp. 533-535",,,1841,1841,,,1841,books,aat,reformatted digital,NyNyCBL,eng,Burke [UTS] Union Rare,OT40 1841,,,ara,,,,,,,,Leipzig,,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,Corani textus arabicus,cta,,,,,,,,,,,,,,,,2nd rev. edition of the complete Arabic text of the Quran with Latin preface,,CLIO id: 4561624,"Tauchnitz, Karl Christoph Traugott, 1761-1836","Tauchnitz, Karl Christian Philipp, 1798-1884",,,,,,,,,,,Still Image,Original Format: book,Physical Dimensions: 25.5 x 19.75 x 3.5 cm,,The,Quran in East and West: Manuscripts and Printed Books
006100,1,0,"Physical description for set from which digital images were taken:  8 vols. in 9, 253 leaves of plates, some folded in this set vol. 1 has as frontispiece Picart's 1727 engraving ""Tableau des principales religions du monde""","For an image of Muhammad as reading from the Quran to his followers, see the frontispiece by Adolf van der Laan (c.1690-1742) for the revised French edition of du Ryer's 1747 French Quran translation, published by Pierre Mortier in Amsterdam 1734","references:
STCN PPN 251242188 and 164352457 for the 1737 reprint of vol. V, which includes the Islam section
Elizabeth M. Sheets, ""Jean-Frédéric Bernard: Précurseur du mouvement philosophique du XVIIIe siècle,"" MA thesis, Columbia University, 1934
Maxime Préaud, ""Bernard Picart,"" in: Grove Art Online, available at: http://www.oxfordartonline.com:80/subscriber/article/grove/art/T067311pg2 (accessed 11 June 2011)
Paola von Wyss-Giacosa, Religionsbilder der frühen Aufklärung: Bernard Picarts Tafeln für die Cérémonies et coutumes religieuses de tous les peuples du monde, Wabern, Berne 2006
Bernard Picart and the First Global Vision of Religion, eds. Lynn A. Hunt et al., Los Angeles, Calif. 2010",,1723-1743,1723,1743,,,books,aat,reformatted digital,NyNyCBL,eng,Burke [UTS] Union Rare,Union Rare Folio OD30 C41,,,fre,,,,,,,,Amsterdam,,,,,,,,,,,,,,,,,Cérémonies et coutumes religieuses de tous les peuples du monde,ccr_051,"Volume 5, l'inauguration premiere, plate and premiere dissertation sur le mahometisme, first two pages",,,,,,"Picart, Bernard, 1673-1733",naf,http://id.loc.gov/authorities/names/n79112983,,,,,,,Fine illustrated reprint edition of the most important works concerning the world's religions as known in early eighteenth-century Europe,,CLIO id: 4560864,"Bernard, Jean-Frédéric, 1683?-1744",,5c90a21fab1743e86a520e0f739aa999.jpg,78a9ed14f8afd843c97e16cf0f3a275b.jpg,,,,,,,Leander van Ess (1772-1847),"""So precious a foundation"": The Library of Leander van Ess at the Burke Library of Union Theological Seminary in the City of New York, ed. Milton McC. Gatch, New York 1996, pp. 359-360 s.v. XI.9",Still Image,Original Format: book in 8 vols.,Physical Dimensions: 40 x 26 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/bibcrittoworldrel/worldreligions,The,Quran in East and West: Manuscripts and Printed Books
,,,"Physical description for set from which digital images were taken:  8 vols. in 9, 253 leaves of plates, some folded in this set vol. 1 has as frontispiece Picart's 1727 engraving ""Tableau des principales religions du monde""","For an image of Muhammad as reading from the Quran to his followers, see the frontispiece by Adolf van der Laan (c.1690-1742) for the revised French edition of du Ryer's 1747 French Quran translation, published by Pierre Mortier in Amsterdam 1734","references:
STCN PPN 251242188 and 164352457 for the 1737 reprint of vol. V, which includes the Islam section
Elizabeth M. Sheets, ""Jean-Frédéric Bernard: Précurseur du mouvement philosophique du XVIIIe siècle,"" MA thesis, Columbia University, 1934
Maxime Préaud, ""Bernard Picart,"" in: Grove Art Online, available at: http://www.oxfordartonline.com:80/subscriber/article/grove/art/T067311pg2 (accessed 11 June 2011)
Paola von Wyss-Giacosa, Religionsbilder der frühen Aufklärung: Bernard Picarts Tafeln für die Cérémonies et coutumes religieuses de tous les peuples du monde, Wabern, Berne 2006
Bernard Picart and the First Global Vision of Religion, eds. Lynn A. Hunt et al., Los Angeles, Calif. 2010",,1723-1743,1723,1743,,,books,aat,reformatted digital,NyNyCBL,eng,Burke [UTS] Union Rare,Union Rare Folio OD30 C41,,,fre,,,,,,,,Amsterdam,,,,,,,,,,,,,,,,,Cérémonies et coutumes religieuses de tous les peuples du monde,ccr,,,,,,,,,,,,,,,,Fine illustrated reprint edition of the most important works concerning the world's religions as known in early eighteenth-century Europe,,CLIO id: 4560864,"Bernard, Jean-Frédéric, 1683?-1744",,,,,,,,,,Leander van Ess (1772-1847),"""So precious a foundation"": The Library of Leander van Ess at the Burke Library of Union Theological Seminary in the City of New York, ed. Milton McC. Gatch, New York 1996, pp. 359-360 s.v. XI.9",Still Image,Original Format: book in 8 vols.,Physical Dimensions: 40 x 26 cm,,The,Quran in East and West: Manuscripts and Printed Books
006099,1,0,Title is in 6 volumes,"References:
ESTC R36583, R36584, R227828
D. S. Margoliouth and Nicholas Keene, ""Walton, Brian (1600-1661),"" in: Oxford Dictionary of National Biography, 2008, available online: http://www.oxforddnb.com/view/article/28648 (accessed 10 June 2011)
Jacques Lelong, Discours historique sur les principales editions des Bibles polyglottes, Paris, 1713
Peter N. Miller, ""Making the Paris Polyglot Bible: Humanism and Orientalism in the Early Seventeenth Century Century,"" in: Die europäische Gelehrtenrepublik im Zeitalter des Konfessionalismus, ed. H. Jaumann, Wiesbaden 2001, pp. 59-85
Peter N. Miller, ""The 'Antiquarianization' of Biblical Scholarship and the London Polyglot Bible (1653-57),"" Journal for the History of Ideas 62/3 (2001), pp. 463-482",,,1655-1657,1653,1657,,1653-1657,books,aat,reformatted digital,NyNyCBL,eng,,Union Rare Folio CB12 1655,,,lat,,,,,,,,London,,,,,Bible--Study and teaching,lcsh,http://id.loc.gov/authorities/subjects/sh85013718,,,,,,,,,,Biblia Sacra Polyglotta,bsp_163,"Volume 1, pages 160 to 163",,,,,,"Walton, Brian, 1600-1661",naf,http://id.loc.gov/authorities/names/n85143069,,,,,,,"London Polyglot Bible presents the texts of the Old Testament, Apocrypha, and the New Testament in nine languages, including Arabic and Persian",,CLIO id: 4546904,Thomas Roycroft,,Walton_Biblia_sacra_polyglotta_2.jpg,Walton_Biblia_sacra_polyglotta_1.jpg,,,,,,,,,Still Image,Original Format: book in 6 vols.,Physical Dimensions: 45.75 x 30 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/bibcrittoworldrel/hebrew,The,Quran in East and West: Manuscripts and Printed Books
,,,Title is in 6 volumes,"References:
ESTC R36583, R36584, R227828
D. S. Margoliouth and Nicholas Keene, ""Walton, Brian (1600-1661),"" in: Oxford Dictionary of National Biography, 2008, available online: http://www.oxforddnb.com/view/article/28648 (accessed 10 June 2011)
Jacques Lelong, Discours historique sur les principales editions des Bibles polyglottes, Paris, 1713
Peter N. Miller, ""Making the Paris Polyglot Bible: Humanism and Orientalism in the Early Seventeenth Century Century,"" in: Die europäische Gelehrtenrepublik im Zeitalter des Konfessionalismus, ed. H. Jaumann, Wiesbaden 2001, pp. 59-85
Peter N. Miller, ""The 'Antiquarianization' of Biblical Scholarship and the London Polyglot Bible (1653-57),"" Journal for the History of Ideas 62/3 (2001), pp. 463-482",,,1655-1657,1653,1657,,1653-1657,books,aat,reformatted digital,NyNyCBL,eng,,Union Rare Folio CB12 1655,,,lat,,,,,,,,London,,,,,Bible--Study and teaching,lcsh,http://id.loc.gov/authorities/subjects/sh85013718,,,,,,,,,,Biblia Sacra Polyglotta,bsp,,,,,,,,,,,,,,,,"London Polyglot Bible presents the texts of the Old Testament, Apocrypha, and the New Testament in nine languages, including Arabic and Persian",,CLIO id: 4546904,Thomas Roycroft,,,,,,,,,,,,Still Image,Original Format: book in 6 vols.,Physical Dimensions: 45.75 x 30 cm,,The,Quran in East and West: Manuscripts and Printed Books
006098,1,0,"in 1543 Petreius printed ""De revolutionibus orbium coelestium libri VI"" by Nicolaus Copernicus",For whole item from which this image was taken: no binding.,"references:
VD16 ZV 10260
Sigmund von Riezler, ""Widmanstetter, Johann Albrecht,"" in: Allgemeine Deutsche Biographie 42, 1897, pp. 357-361, available online: http://www.deutsche-biographie.de/sfz85377.html (accessed 11 June 2011)
Charles Burnett, ""Ketton, Robert of (fl. 1141-1157),"" in: Oxford Dictionary of National Biography, 2004, available online: http://www.oxforddnb.com/view/article/24529 (accessed 11 June 2011)","Hans Jürgen Rieckenberg, ""Hermann von Kärnten,“ in: Neue Deutsche Biographie 8, 1969, pp. 646-647, available online: http://www.deutsche-biographie.de/sfz30113.html (accessed 11 June 2011)",1543,1543,,,1543,books,aat,reformatted digital,NyNyCBL,eng,,Van Ess 1,,,lat,,,,,,,,Nuremberg,,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,Mahometis Abdallae filii theologia dialogo explicata,maf_001,First two pages of Alcorani Epitome,,,,,,"Widmanstetter, Johann Albrecht, 1506?-1557",naf,http://id.loc.gov/authorities/names/no00008512,"Hermann, of Carinthia",naf,http://id.loc.gov/authorities/names/n84050077,"Robert, of Ketton, fl. 1141-1157",naf,http://id.loc.gov/authorities/names/n84184693,Summary of the twelfth-century Latin Quran translation,,CLIO id: 4528938,"Petrejus, Johannes, 1497-1550",,mahometis_01.jpg,mahometis_02.jpg,,,,,,,Leander van Ess (1772-1847),,Still Image,Original Format: book,Physical Dimensions: 20.5 x 15.25 x 1 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/qurans/printed,The,Quran in East and West: Manuscripts and Printed Books
,,,"in 1543 Petreius printed ""De revolutionibus orbium coelestium libri VI"" by Nicolaus Copernicus",For whole item from which this image was taken: no binding.,"references:
VD16 ZV 10260
Sigmund von Riezler, ""Widmanstetter, Johann Albrecht,"" in: Allgemeine Deutsche Biographie 42, 1897, pp. 357-361, available online: http://www.deutsche-biographie.de/sfz85377.html (accessed 11 June 2011)
Charles Burnett, ""Ketton, Robert of (fl. 1141-1157),"" in: Oxford Dictionary of National Biography, 2004, available online: http://www.oxforddnb.com/view/article/24529 (accessed 11 June 2011)","Hans Jürgen Rieckenberg, ""Hermann von Kärnten,“ in: Neue Deutsche Biographie 8, 1969, pp. 646-647, available online: http://www.deutsche-biographie.de/sfz30113.html (accessed 11 June 2011)",1543,1543,,,1543,books,aat,reformatted digital,NyNyCBL,eng,,Van Ess 1,,,lat,,,,,,,,Nuremberg,,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,Mahometis Abdallae filii theologia dialogo explicata,maf,,,,,,,"Widmanstetter, Johann Albrecht, 1506?-1557",naf,http://id.loc.gov/authorities/names/no00008512,"Hermann, of Carinthia",naf,http://id.loc.gov/authorities/names/n84050077,"Robert, of Ketton, fl. 1141-1157",naf,http://id.loc.gov/authorities/names/n84184693,Summary of the twelfth-century Latin Quran translation,,CLIO id: 4528938,"Petrejus, Johannes, 1497-1550",,,,,,,,,,Leander van Ess (1772-1847),,Still Image,Original Format: book,Physical Dimensions: 20.5 x 15.25 x 1 cm,,The,Quran in East and West: Manuscripts and Printed Books
