note-1:note_value,note-1:note_type,_project.string_key,_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,title-1:title_non_sort_portion,title-1:title_sort_portion,alternative_title-1:alternative_title_value,extent-1:extent_value,omeka_identifier-1:omeka_identifier_value,object_in_context_url-1:object_in_context_url_value,form-1:form_term.value,form-1:form_term.uri,form-1:form_term.authority,form-2:form_term.value,form-2:form_term.uri,form-2:form_term.authority,type_of_resource-1:type_of_resource_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,language-2:language_term.value,language-2:language_term.authority,language-2:language_term.uri,note-2:note_value,note-3:note_value,note-3:note_type,note-4:note_value,note-5:note_value,note-6:note_value,note-7:note_value,note-8:note_value,note-9:note_value,note-10:note_value,note-11:note_value,note-12:note_value,note-13:note_value,note-14:note_value,note-15:note_value,note-16:note_value,note-17:note_value,internal_note-1:internal_note_value,collection-1:collection_term.value,collection-1:collection_term.uri,collection-2:collection_term.value,collection-2:collection_term.uri,location-1:location_term.value,location-1:location_term.uri,location-1:location_sublocation,location-1:location_shelf_location-1.location_shelf_location_free_text,digital_origin-1:digital_origin_value,publisher-1:publisher_value,abstract-1:abstract_value,clio_identifier-1:clio_identifier_value,restriction_on_access-1:restriction_on_access_value,use_and_reproduction-1:use_and_reproduction_value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,date_created_textual-1:date_created_textual_value,date_created-1:date_created_start_value,date_created-1:date_created_key_date,date_created-1:date_created_end_value,date_created-1:date_created_type,place_of_origin-1:place_of_origin_value,name-1:name_term.value,name-1:name_term.uri,name-1:name_term.authority,name-1:name_term.name_type,name-1:name_usage_primary,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.uri,name-1:name_role-1:name_role_term.authority,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.uri,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.name_type,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.uri,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.name_type,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.uri,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.name_type,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.uri,subject_topic-1:subject_topic_term.authority,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.uri,subject_topic-2:subject_topic_term.authority,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.uri,subject_topic-3:subject_topic_term.authority,subject_topic-4:subject_topic_term.value,subject_topic-4:subject_topic_term.uri,subject_topic-4:subject_topic_term.authority,subject_topic-5:subject_topic_term.value,subject_topic-5:subject_topic_term.uri,subject_topic-5:subject_topic_term.authority,subject_topic-6:subject_topic_term.value,subject_topic-6:subject_topic_term.uri,subject_topic-6:subject_topic_term.authority,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.uri,subject_geographic-1:subject_geographic_term.authority,subject_geographic-2:subject_geographic_term.value,subject_geographic-2:subject_geographic_term.uri,subject_geographic-2:subject_geographic_term.authority,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.uri,subject_title-1:subject_title_term.authority,subject_title-2:subject_title_term.value,subject_title-2:subject_title_term.uri,subject_title-2:subject_title_term.authority,name-2:name_term.value,name-2:name_term.uri,name-2:name_term.authority,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.uri,name-2:name_role-1:name_role_term.authority,name-3:name_term.value,name-3:name_term.uri,name-3:name_term.authority,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.uri,name-3:name_role-1:name_role_term.authority,name-4:name_term.value,name-4:name_term.uri,name-4:name_term.authority,name-4:name_term.name_type,name-4:name_role-1:name_role_term.value,name-4:name_role-1:name_role_term.uri,name-4:name_role-1:name_role_term.authority,name-5:name_term.value,name-5:name_term.uri,name-5:name_term.authority,name-5:name_term.name_type,name-5:name_role-1:name_role_term.value,name-5:name_role-1:name_role_term.uri,name-5:name_role-1:name_role_term.authority,name-6:name_term.value,name-6:name_term.uri,name-6:name_term.authority,name-6:name_term.name_type,name-6:name_role-1:name_role_term.value,name-6:name_role-1:name_role_term.uri,name-6:name_role-1:name_role_term.authority,name-7:name_term.value,name-7:name_term.uri,name-7:name_term.authority,name-7:name_term.name_type,name-7:name_role-1:name_role_term.value,name-7:name_role-1:name_role_term.uri,name-7:name_role-1:name_role_term.authority,_publish_targets-1.string_key,_publish
,,,item,luther_oct_000,,Ein,Sermon Doctor Martini Lutthers : auf das Euangelion Jo. x. : von dem gutten hyrten. Durch yn vberlesen,"Sermon by Doctor Martin Luther on the Gospel of John Chapter 10, on the Good Shepherd, Read Over by Him",[16] pages ; 20 cm (quarto),,,pamphlets,http://vocab.getty.edu/aat/300220572,aat,,,,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,,,,original filename:1900200016,,,Signatures: A-B⁴ (pamphlet miscollated; marginalia added in A to correct reading),"Title within woodcut ornamental border, illustrating the parable","Compare with 03-B1 (Benzing, 1770; VD 16, L 6350; Gatch, D733) and 03-B1933 (Benzing, 1763; VD 16, L 6353)",,,,,,,,,,,,Case number: 4; Item number: 1,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Tower,03-B1140,reformatted digital,[Georg Erlinger],,4527542,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,MDxxiii [1523],1523,TRUE,,,[Bamberg],"Luther, Martin, 1483-1546",http://id.loc.gov/authorities/names/n79089628,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,,,,,,,,,,,,,Lost sheep (Parable),http://id.worldcat.org/fast/1002662,fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200016.jpg,filename,,asset,luther_oct_001,luther_oct_000,,Title page recto,,,11382,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_ggu_000,,Eine,"Predigt Vom verloren Schaf, Luce. xv. / D. Mart. Luth. zu Wittemberg for dem Churfürsten zu Sachsten Herzog Johans fridrich rx. Gepredict","Sermon on the Lost Sheep, Luke 15",[48] pages ; 19 cm (quarto),,,books,http://vocab.getty.edu/aat/300028051,aat,,,,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,,,,original filename:1900200031,,,"Printer from colophon which reads: ""Gedruckt zu Wittemberg durch Hans Lufft. M.D.XXXIII.""",Signatures: A-F⁴,Title within historiated woodcut border,,,,,,,,,,,,Case number: 4; Item number: 16,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Tower,03-B1203,reformatted digital,Hans Lufft,,4527647,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,M.D.XXXIII. [1523],1523,TRUE,,,"Wittemberg [i.e., Wittenberg]","Luther, Martin, 1483-1546",http://id.loc.gov/authorities/names/n79089628,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,,,,,,,,,,,,,Lost sheep (Parable),http://id.worldcat.org/fast/1002662,fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johann Friedrich I, Kurfürst von Sachsen, 1503-1554",http://id.loc.gov/authorities/names/n2001060765,naf,personal,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200031.jpg,filename,,asset,luther_ggu_001,luther_ggu_000,,Title page recto,,,11397,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_hea_000,,,Epistola Lutheriana ad Leonem decimum summum pontificem  Tractatus de libertate Christiana,"Letter of Martin Luther to Leo X, Supreme Pontiff: A Tract on Christian Liberty",[34] pages ; 19 cm,,,books,http://vocab.getty.edu/aat/300028051,aat,,,,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,,,,original filename:1900200036,,,Date of imprint on page [34],"Signatures: A-C[superscript 4], D[superscript 5]",,,,,,,,,,,,,Case number: 5; Item number: 3,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Union Rare Pamphlets,GT2 1520e,reformatted digital,[Johann Grünenberg,"In this preface to his key work On the Freedom of the Christian, Luther appeals directly to the Pope in his own defense and to address the failures of the Church. Luther is variously obsequious and brash in making his case:""Among those monstrous evils of this age with which I have now for three years been waging war, I am sometimes compelled to look to you and to call you to mind, most blessed father Leo. In truth, since you alone are everywhere considered as being the cause of my engaging in war, I cannot at any time fail to remember you; and although I have been compelled by the causeless raging of your impious flatterers against me to appeal from your seat to a future council...yet I have never been so alienated in feeling from your Blessedness as not to have sought with all my might, in diligent prayer and crying to God, all the best gifts for you and for your see. But those who have hitherto endeavored to terrify me with the majesty of your name and authority, I have begun quite to despise and triumph over.""",4585559,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,[1520],1520,TRUE,,,Vuittembergae,"Luther, Martin, 1483-1546",http://id.loc.gov/authorities/names/n79089628,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200036.jpg,filename,,asset,luther_hea_001,luther_hea_000,,Title page recto,,,11402,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/theology/authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_rzf_000,,Eyn,brieff an die Fürsten zu Sachsen von dem auffrurischen geyst / Martinus Luther. ; Wittemberg. 1524,"Letter to the Princes of Saxony, Concerning the Revolutionary Spirit",[20] pages ; 18 cm (quarto),,,pamphlets,http://vocab.getty.edu/aat/300220572,aat,,,,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,,,,original filename:1900200048,,,"Signatures: A⁴, B², C⁴; [A] unsigned, A1b, C4b blank","Woodcut title page border by the workshop of Lucas Cranach. Cf. Hollstein VI, Cranach workshop, 30; Luther, J. 43",Printer from Benzing,"Luther, M. Werke. Kritische gesammtausgabe. v.15, p.205, A",,,,,,,,,,,Case number: 6; Item number: 6,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Tower,03-B1143,reformatted digital,[Lukas Cranach und Christian Doring],"Thomas Müntzer was among the ""radicals"" initially sympathetic to some of Luther’s teachings, but he and Luther became bitter opponents. Müntzer remained an important figure and his image appeared on the 5 Mark bill of the German Democratic Republic. In this letter, Luther urged the rulers of their region to suppress Müntzer and his popular movement.",4527557,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1524,1524,TRUE,,,"Wittemberg [i.e., Wittenberg]","Luther, Martin, 1483-1546",http://id.loc.gov/authorities/names/n79089628,naf,personal,TRUE,Correspondent,http://id.loc.gov/vocabulary/relators/crp,marcrelator,"Münzer, Thomas, approximately 1490-1525",http://id.loc.gov/authorities/names/n50038387,naf,personal,"Frederick III, Elector of Saxony, 1463-1525",http://id.loc.gov/authorities/names/n84234352,naf,personal,"Johann, der Beständige, Elector of Saxony, 1468-1532",http://id.loc.gov/authorities/names/n2002079952,naf,personal,Holy Spirit,http://id.worldcat.org/fast/959009,fast,Reformation,http://id.worldcat.org/fast/1092555,fast,Peasants' War (1524-1525),http://id.loc.gov/authorities/subjects/sh85099070,lcsh,Peasant uprisings,http://id.worldcat.org/fast/1056146,fast,History,http://id.worldcat.org/fast/958235,fast,Church History,http://id.worldcat.org/fast/860740,fast,Allstedt (Germany),http://id.loc.gov/authorities/names/n2003075840,naf,Saxony (Germany),http://id.loc.gov/authorities/names/n85164514,naf,,,,,,,"Frederick III, Elector of Saxony, 1463-1525",http://id.loc.gov/authorities/names/n84234352,naf,personal,Addressee,http://id.loc.gov/vocabulary/relators/rcp,marcrelator,"Cranach, Lucas, 1472-1553",http://id.loc.gov/authorities/names/n50020861.html,naf,personal,Woodcutter,http://id.loc.gov/vocabulary/relators/wdc,marcrelator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200048.jpg,filename,,asset,luther_rzf_001,luther_rzf_000,,Title page recto,,,11416,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/peasants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_rok_000,,Eyn,"Deutsch Theologia das is Eyn edles Büchleyn, von rechtem vorstandt, was Adam vnd Christus sey, vnd wie Adam yn vns sterben, vn[d] Christ ersteen sall","German Theology, That is a Noble Booklet, That Rightly Understands What Adam and Christ Are, and How Adam Should Die and Christ Should Arise in Us",[76] pages ; 22 cm (quarto),,,books,http://vocab.getty.edu/aat/300028051,aat,,,,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,,,,original filename:1900200034,,,"Author hypothetically identified as Johannes de Francfordia. Cf. Lexikon für Theologie und Kirche. 2d ed., v. 10, column 62","""Vorrhede"" signed: Doctor Martinus Luther",Imprint from colophon; date in colophon: Nach Christ gepurt tausent funffhundert vnd zwentzigsten JAR. Am abent Sancti Michaelis,Signatures: A-H⁴ I⁶,"Image on title page, woodcut of the resurrection of Adam",,,,,,,,,,Case number: 5; Item number: 1,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Tower,03-B1951,reformatted digital,durch Joha[n]nem Grünenb,"Luther edited and wrote the preface to the Theologia Germanica. This anonymous 14th century mystical work enjoined union with God and self-renunciation and was a favorite of Luther’s. In addition to its theology, the fact that it was written in German energized Luther’s view that vernacular language could be a suitable medium for the transcendent. From the preface: ""...I will have every one warned who reads this little book, that he should not take offence, to his own hurt, at its bad German, or its crabbed and uncouth words. For this noble book, though it be poor and rude in words, is so much the richer and more precious in knowledge and divine wisdom…Let as many as will, read this little book, and then say whether theology is a new or an old thing among us; for this book is not new. But if they say as before, that we are but German theologians, we will not deny it. I thank God, that I have heard and found my God in the German tongue, as neither I nor they have yet found Him in the Latin, Greek, or Hebrew tongue. God grant that this book may be spread abroad, then we shall find that the German theologians are without doubt the best theologians.""",4528401,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,[1520],1520,TRUE,,,Gedruckt zu Wittenbergk,Franckforter,http://id.loc.gov/authorities/names/n80080222,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,,,,,,,,,,,,,Christian life--Middle Ages,http://id.worldcat.org/fast/1906881,fast,Mysticism,http://id.worldcat.org/fast/1031629,fast,,,,,,,,,,,,,Germany,http://id.loc.gov/authorities/names/n80125931,naf,,,,,,,,,,"Rhau-Grunenberg, Johann, active 1508-1525",http://id.loc.gov/authorities/names/nr94022797,naf,personal,Printer,http://id.loc.gov/vocabulary/relators/prt,marcrelator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200034.jpg,filename,,asset,luther_rok_001,luther_rok_000,,Title page recto,,,11400,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/theology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_bpw_000,,Eyn,Sendbriff Mar. Luthers vber die frage : Ob Ob auch yemant on glauben verstorben selig werden muge. An Er Banszen von rechenberg zur freystadt. Wittemberg. Anno.M.D.XXiij,"Three Symbols, or, Confessions of the Christian Faith Profitably Used in the Church",[8] pages ; 21 cm (quarto),,,pamphlets,http://vocab.getty.edu/aat/300220572,aat,,,,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,,,,original filename:1900200019,,,Imprint from Benzing,Signatures: A⁴ (A1b and A4b blank),Woodcut illustration on cover,,,,,,,,,,,,Case number: 4; Item number: 4,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Tower,03-B1149,reformatted digital,[Wolfgang Stürmer],,4527577,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,M.D.XXiij [1523],1523,TRUE,,,[Erfurt],"Luther, Martin, 1483-1546",http://id.loc.gov/authorities/names/n79089628,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,,,,,,,,,,,,,Salvation,http://id.worldcat.org/fast/1104418,fast,Salvation outside the church,http://id.worldcat.org/fast/1104454,fast,Death--Religious aspects--Christianity,http://id.worldcat.org/fast/888657,fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200019.jpg,filename,,asset,luther_bpw_001,luther_bpw_000,,Title page recto,,,11385,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_ubs_000,,Eyn,Sendebrieff von dem harten buchlin widder die bawren / Martinus Luther. Wittemberg. M.D.XXV,Open Letter on the Harsh Book Against the Peasants,[28] pages ; 21 cm (quarto),,,pamphlets,http://vocab.getty.edu/aat/300220572,aat,,,,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,,,,original filename:1900200049,,,Imprint from Benzing,Signatures: A-B⁴ C² D⁴,Title within ornamental woodcut border,,,,,,,,,,,,Case number: 6; Item number: 7,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Tower,03-B1163,reformatted digital,[Melchior Sachse],"In this work, published after his controversial Against the Murderous, Thieving Hordes of Peasants and after the peak of the uprisings, Luther does not retract his attacks levelled there, which many of his allies and supporters had decried, though he accuses the landlords of being too extreme in their violent response to the uprisings.",4527575,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,M.D.XXV. [1525],1525,TRUE,,,[Erfurt],"Luther, Martin, 1483-1546",http://id.loc.gov/authorities/names/n79089628,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,,,,,,,,,,,,,Peasants' War (1524-1525),http://id.loc.gov/authorities/subjects/sh85099070,lcsh,Church history,http://id.worldcat.org/fast/860740,fast,,,,,,,,,,,,,Germany,http://id.loc.gov/authorities/names/n80125931,naf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200049.jpg,filename,,asset,luther_ubs_001,luther_ubs_000,,Title page recto,,,11417,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/peasants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_zbx_000,,Eyn,"Sermõ von dẽ hochwirdigen Sacramẽt, des hyeligen waren Leychnamss Chrsiti. und võ den Bruderschafften / D.M.L.A","Blessed Sacrament of the Holy and True Body of Christ, and the Brotherhoods, 1519",22 pages (quarto) ; cm,,,pamphlets,http://vocab.getty.edu/aat/300220572,aat,prints,http://id.loc.gov/vocabulary/graphicMaterials/tgm008237,gmgpc,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,,,,original filename:1900200039,,,Woodcut on title page,,,,,,,,,,,,,,Case number: 5; Item number: 6,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Union Rare,GT2 1520ss,reformatted digital,Ualentinus Schuman. i.e. Valentin Schumann,"The woodcut illustration depicts the seven sacraments: baptism, confirmation, eucharist (holy communion), penance, marriage, priestly ordination, anointing of the sick.",4551082,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,Im Tausent funffhunderten vnd ym tzwentzigsten iare. 1520],1520,TRUE,,,Hat lassen drucken tzu Leyptzick [i.e. Leipzig],"Luther, Martin, 1483-1546",http://id.loc.gov/authorities/names/n79089628,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200039.jpg,filename,,asset,luther_zbx_001,luther_zbx_000,,Title page recto,,,11405,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/theology/sacraments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_nds_000,,Eyn,Sermon auff den Pfingstag / Mart. Luther,Sermon on Pentecost,[24] pages (the last [3] pages blank) ; 19 cm (quarto),,,pamphlets,http://vocab.getty.edu/aat/300220572,aat,,,,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,,,,original filename:1900200023,,,Publisher statement from Benzing,Signatures: A-C⁴ [-C4] (Last three pages blank),"Title within historiated woodcut border attributed to school of Lucas Cranach d.Ä. Cf. Cranach im Detail: Buchschmuck Lucas Cranachs des Älteren und seiner Werkstatt, 1994, page 54",LC call number: BR332.S4 P4,,,,,,,,,,,Case number: 4; Item number: 8,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Tower,03-B1132,reformatted digital,[Nickel Schirlentz],,4527554,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,M.D.XXiij [1523],1523,TRUE,,,"Uuittemberg [i.e., Wittenberg]","Luther, Martin, 1483-1546",http://id.loc.gov/authorities/names/n79089628,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,,,,,,,,,,,,,Holy Spirit,http://id.worldcat.org/fast/959009,fast,Pentecost season,http://id.worldcat.org/fast/1057178,fast,,,,,,,,,,,,,,,,,,,,,,,,,"Cranach, Lucas, 1472-1553",http://id.loc.gov/authorities/names/n50020861,naf,personal,Woodcutter,http://id.loc.gov/vocabulary/relators/wdc,marcrelator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200023.jpg,filename,,asset,luther_nds_001,luther_nds_000,,Title page recto,,,11389,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_ltb_000,,Eyn,"Sermon geprediget vom Pawren zů Werdt, bey Nürmberg, am Sontag vor Fassnacht, vo[n] dem freyen willen des Mennschen","Sermon Preached by the Peasant from Wöhrd-by-Nuremberg, on the Sunday Before Carnival about the Free Will of Man",[16] pages (last [2] pages blank) ; 19 cm (quarto),,,pamphlets,http://vocab.getty.edu/aat/300220572,aat,,,,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,,,,original filename:1900200050,,,Author and Imprint from VD 16,Signatures: A-B⁴,Woodcut on title page,,,,,,,,,,,,Case number: 6; Item number: 8,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Tower,03-B1883,reformatted digital,Hieronymus Höltzel,"""The peasant from Wöhrd-by-Nuremberg"" was an appellation for the author of this sermon, an itinerant radical preacher at the time of German Peasants’ War. Its theme of the religious value of the layperson indicates how one of Luther’s defining emphases resonated with, and was used to energize, the uprisings that Luther would soon after denounce.",4528346,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,[1524],1524,TRUE,,,[Nürnberg],"Peringer, Diepold",,,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,,,,,,,,,,,,,Free will and determinism,http://id.worldcat.org/fast/933968,fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Höltzel, Hieronymus, active 1500-1525",http://id.loc.gov/authorities/names/n93046898,naf,personal,Printer,http://id.loc.gov/vocabulary/relators/prt,marcrelator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
