note-1:note_value,note-1:note_type,_project.string_key,_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,title-1:title_sort_portion,alternative_title-1:alternative_title_value,extent-1:extent_value,omeka_identifier-1:omeka_identifier_value,object_in_context_url-1:object_in_context_url_value,form-1:form_term.value,form-1:form_term.uri,form-1:form_term.authority,type_of_resource-1:type_of_resource_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,note-2:note_value,note-2:note_type,note-3:note_value,note-4:note_value,collection-1:collection_term.value,collection-1:collection_term.uri,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_title,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_title,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_folder_number,location-1:location_term.value,location-1:location_term.uri,digital_origin-1:digital_origin_value,publisher-1:publisher_value,clio_identifier-1:clio_identifier_value,abstract-1:abstract_value,restriction_on_access-1:restriction_on_access_value,use_and_reproduction-1:use_and_reproduction_term.value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,date_created_textual-1:date_created_textual_value,date_created-1:date_created_start_value,date_created-1:date_created_key_date,date_created-1:date_created_end_value,date_created-1:date_created_type,place_of_origin-1:place_of_origin_value,place_of_origin-2:place_of_origin_value,name-1:name_term.value,name-1:name_term.uri,name-1:name_term.authority,name-1:name_term.name_type,name-1:name_usage_primary,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.uri,name-1:name_role-1:name_role_term.authority,name-2:name_term.value,name-2:name_term.uri,name-2:name_term.authority,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.uri,name-2:name_role-1:name_role_term.authority,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.uri,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.name_type,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.uri,subject_topic-1:subject_topic_term.authority,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.uri,name-3:name_role-1:name_role_term.authority,subject_geographic-1:subject_geographic_term.value,_publish_targets-1.string_key,_publish
plmptn_013_001.jpg,filename,plimpton,asset,plimpton_lii_001,plimpton_lii_000,Page 3 recto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_loa_000,,Trésor,,2 pages,149,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/encyclopedias/page-1,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,French,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/fre,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton MS 281,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,First half of the 15th century,1400,TRUE,1450,approximate,France,,"Latini, Brunetto, 1220-1295",http://id.loc.gov/authorities/names/n81097516,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,"Encyclopedias and dictionaries, French",http://id.worldcat.org/fast/909570,fast,,,,,,,,
plmptn_003_001.jpg,filename,plimpton,asset,plimpton_loa_001,plimpton_loa_000,Page VIII verso - page IX recto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_mdk_000,,Oranda tensetsu,Dutch astronomy explained,2 pages,43,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/mathematics/page-3,books,http://vocab.getty.edu/aat/300028051,aat,text,Japanese,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/jpn,Gift of George Arthur Plimpton,provenance,,,Smith Japanese,http://id.library.columbia.edu/term/3c5f85d1-b561-4765-9d05-b4ceaf3ea25c,,,,,,,Smith Japanese O-8,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Shunparo,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,8th year of Kansei,1796,TRUE,,,Tokyo (Japan),,"Shiba, Kōkan, 1738?-1818",http://id.loc.gov/authorities/names/n83213384,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Astronomy,http://id.worldcat.org/fast/819673,fast,,,,,,,,
plmptn_084_001.jpg,filename,plimpton,asset,plimpton_mdk_001,plimpton_mdk_000,2 unnumbered pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_mgo_000,,Boke Named the Governour,,"title page, page 25",22,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-2,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 370 1557 EL9 (STC 7640),,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Thomas Marsh,6196599,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1557,1557,TRUE,,,London (England),,"Elyot, Thomas, Sir, 1490?-1546",http://id.loc.gov/authorities/names/n50011816,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Kings and rulers--Duties,http://id.worldcat.org/fast/987703,fast,,,,,,,,
plmptn_053_001.jpg,filename,plimpton,asset,plimpton_mgo_001,plimpton_mgo_000,Title page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_053_002.jpg,filename,plimpton,asset,plimpton_mgo_002,plimpton_mgo_000,Page 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_miz_000,,"Letter To The Independent, 11 January 1917 (carbon)",,1 page,64,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/george-arthur-plimpton/page-4,correspondence,http://vocab.getty.edu/aat/300026877,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George A. Plimpton Papers,http://id.library.columbia.edu/term/2866b2fc-5f81-4cd5-8b83-a46215636764,,,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,"January 11, 1917",1917-01-11,TRUE,,,,,"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,TRUE,Correspondent,http://id.loc.gov/vocabulary/relators/crp,marcrelator,"Holt, Hamilton, 1872-1951",http://id.loc.gov/authorities/names/n90616630,naf,personal,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,Church Peace Union,http://id.loc.gov/authorities/names/n82005352,naf,corporate,,,,,,,,,,,
plmptn_139_001.jpg,filename,plimpton,asset,plimpton_miz_001,plimpton_miz_000,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_mjt_000,,Rechenbüchlein,,1 page,108,,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,,,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton MS 209,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1492-1563,1492,TRUE,1563,inferred,,,"Neudörffer, Johann, 1497-1563",http://id.loc.gov/authorities/names/n88158905,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Mathematics,http://id.worldcat.org/fast/1012163,fast,,,,,,,,
plmptn_086_001.jpg,filename,plimpton,asset,plimpton_mjt_001,plimpton_mjt_000,Title page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_mlf_000,,Handwriting for the broad-edge pen : a teachers' manual,,1 page,113,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-5,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton A090.1 1926 M78,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Ginn & Company,1808875,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1926,1926,TRUE,,,Boston (Mass.),New York (N.Y.),"Moore, Francis M. (Francis Marion), 1846-",http://id.loc.gov/authorities/names/no2001027712,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Penmanship,http://id.worldcat.org/fast/1056963,fast,,,,,,,,
plmptn_078_001.jpg,filename,plimpton,asset,plimpton_mlf_001,plimpton_mlf_000,Front cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_mmh_000,,Education of Shakespeare:  Illustrated from the Schoolbooks in Use in his Time,,cover,127,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-1,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,,,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton Ref R372 P71,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Oxford University Press,4587434,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1933,1933,TRUE,,,London (England),New York (N.Y.),"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,"Shakespeare, William, 1564-1616",http://id.loc.gov/authorities/names/n78095332,naf,personal,,,,,,,,,,,
plmptn_160_001.jpg,filename,plimpton,asset,plimpton_mmh_001,plimpton_mmh_000,Front cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_mrq_000,,"Bibliotheca Columbiana: Number 4, August 1937",,page 1,36,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/friends/page-2,periodicals,http://vocab.getty.edu/aat/300026657,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,,,,,,,,,Plimpton Coll File Folder,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,The Friends of the Library of Columbia University,3402156,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,August 1937,1937-08,TRUE,,,New York,,Friends of the Columbia Libraries,http://id.loc.gov/authorities/names/nr89013121,naf,corporate,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,Friends of the Columbia Libraries,http://id.loc.gov/authorities/names/nr89013121,naf,corporate,,,,,,,,,,,
plmptn_119_001.jpg,filename,plimpton,asset,plimpton_mrq_001,plimpton_mrq_000,Cover page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_mtz_000,,"Booke Containing Divers Sortes of Hands, as well the English as French Secretarie with the Italian, Roman, Chancelry & Court Hands",,1 page,111,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-1,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 092 1570 B38 (STC 6446) (STC 26049.13),,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Imprinted by Thomas Vautrouillier,6182997,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1570,1570,TRUE,,,London (England),,"Beau-Chesne, Jehan de",http://id.loc.gov/authorities/names/n86081598,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,"Baildon, John",http://id.loc.gov/authorities/names/nr93000518,naf,personal,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,Penmanship,http://id.worldcat.org/fast/1056963,fast,,,,,,,,
plmptn_063_001.jpg,filename,plimpton,asset,plimpton_mtz_001,plimpton_mtz_000,Title page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_nil_000,,Rudiments of Conchology,,"frontispiece, title page",124,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/women/page-4,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 594 1826,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Printed for Harvey and Darton,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1826,1826,TRUE,,,London (England),,"Venning, Mary Ann",http://id.loc.gov/authorities/names/n80030545,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Mollusks,http://id.worldcat.org/fast/1024905,fast,,,,,,,,
plmptn_126_001.jpg,filename,plimpton,asset,plimpton_nil_001,plimpton_nil_000,"Preliminary page, title page",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_njq_000,,Writing exercise,Je fais chaque jour…,1 page,109,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/women/page-3,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,French,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/fre,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,"September 2, 1761",1761-09-02,TRUE,,,Vienna (Austria),,"Maria Carolina, Queen, consort of Ferdinand I, King of the Two Sicilies, 1752-1814",http://id.loc.gov/authorities/names/n86095178,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Penmanship,http://id.worldcat.org/fast/1056963,fast,,,,,,,,
plmptn_157_001.jpg,filename,plimpton,asset,plimpton_njq_001,plimpton_njq_000,Writing exercise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_nnw_000,,De Educatione Puerorum ad Regem Bohemiae Ladislaum,,1 page,153,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-2,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,Gift of George Arthur Plimpton,provenance,,,Incunabula,http://id.library.columbia.edu/term/cd159e65-2e5d-4f89-8b38-a5696a90678f,,,,,,,Goff P691,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Ulrich Zel,1638086,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,circa 1470,1470,TRUE,,approximate,Cologne (Germany),,"Pius II, Pope, 1405-1464",http://id.loc.gov/authorities/names/n50081908,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,"Vladislav II, King of Bohemia and Hungary, 1456-1516",http://id.loc.gov/authorities/names/n88065574,naf,personal,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,Education,http://id.worldcat.org/fast/902499,fast,,,,,,,,
plmptn_018_001.jpg,filename,plimpton,asset,plimpton_nnw_001,plimpton_nnw_000,1 unnumbered page recto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_ntn_000,,Student Notes on Aristotle’s Logical Works,,page 98,40,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-4,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton MS 022,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,First half of the 17th century,1600,TRUE,1649,approximate,Douai (France),,,,,,,,,,,,,,,,,Aristotle,http://id.loc.gov/authorities/names/n79004182,naf,personal,,,,,,,,,,,
plmptn_025_001.jpg,filename,plimpton,asset,plimpton_ntn_001,plimpton_ntn_000,Page 98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_nvf_000,,Grammatica Latina Philippi Melanchthonis,,title page,58,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-2,books,http://vocab.getty.edu/aat/300028051,aat,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 470 1528 M48,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Ex officina Roberti Stephani,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1528,1528,TRUE,,,Parisiis,,"Melanchthon, Philipp, 1497-1560",http://id.loc.gov/authorities/names/n79121330,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Latin language--Grammar,http://id.worldcat.org/fast/993167,fast,,,,,,,,
plmptn_046_001.jpg,filename,plimpton,asset,plimpton_nvf_001,plimpton_nvf_000,Title page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_obc_000,,"Aepitoma Omnis Phylosophiae, Alias, Margarita Phylosophica",,1 page,86,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/reich/page-2,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 080.7 1504 R27,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Per Ioanne[m] GruninGerman Ciue[m] Arge[n]tinu[m],2428598,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1504,1504,TRUE,,,Strasbourg (France),,"Reisch, Gregor, -1525",http://id.loc.gov/authorities/names/n92043378,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Encyclopedias and dictionaries,http://id.worldcat.org/fast/909533,fast,,,,,,,,
plmptn_015_001.jpg,filename,plimpton,asset,plimpton_obc_001,plimpton_obc_000,1 unnumbered page verso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_odz_000,,Bookplate of George Arthur Plimpton,,1 page,75,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/hornbooks/page-1,printed ephemera,http://vocab.getty.edu/aat/300264821,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George A. Plimpton Papers,http://id.library.columbia.edu/term/2866b2fc-5f81-4cd5-8b83-a46215636764,,,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,Early 20th century?,1900,TRUE,1915,approximate,,,"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,,,,,,,,,,,
plmptn_099_001.jpg,filename,plimpton,asset,plimpton_odz_001,plimpton_odz_000,Bookplate of George Arthur Plimpton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_oko_000,,"American Instructor: or, Young Man's Best Companion",Young man's best companion,1 page,99,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-3,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton A375 1748 F53 copy 1,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Printed by B. Franklin and D. Hall,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1748,1748,TRUE,,,Philadelphia (Pa.),,"Fisher, George (Accomptant)",http://id.loc.gov/authorities/names/n85028360,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Penmanship,http://id.worldcat.org/fast/1056963,fast,,,,,,,,
plmptn_070_001.jpg,filename,plimpton,asset,plimpton_oko_001,plimpton_oko_000,1 unnumbered page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
