item - public,item - itemId,item - featured,item - MODS - FormGenre 1,item - MODS - FormGenre 2,item - MODS - FormGenre 3,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - TypeofDate,item - MODS - DigitalOrigin,item - MODS - RepositoryName,item - MODS - RepositoryName - code,item - MODS - LanguageofCataloging,item - MODS - Collection,item - MODS - Subrepository,item - MODS - PlaceofOrigin 1,item - MODS - PlaceofOrigin 2,item - MODS - Notes,item - MODS - PublicationPlace,item - MODS - ShelfLocation,item - MODS - PublicationDate,item - DublinCore - Title,item - DublinCore - Title - Whole,item - DublinCore - Title - Part,item - DublinCore - Title 2,item - DublinCore - Title 2 - Whole,item - DublinCore - Title 2 - Part,item - DublinCore - Title 2 - Attribute,item - DublinCore - Language 1,item - DublinCore - Language 2,item - DublinCore - Creator 1,item - DublinCore - Creator 2,item - DublinCore - Creator 3,item - DublinCore - Creator 4,item - DublinCore - Date,item - DublinCore - Description 1,item - DublinCore - Description 2,item - DublinCore - Subject 1,item - DublinCore - Subject 2,item - DublinCore - Subject 3,item - DublinCore - Subject 4,item - DublinCore - Publisher 1,item - DublinCore - Publisher 2,item - DublinCore - Source,item - DublinCore - Identifier,item - DublinCore - Type,item - DublinCore - Coverage 1,item - DublinCore - Coverage 2,item - DublinCore - Contributor,item - OriginalFileLoadedIntoOmeka 1,item - OriginalFileLoadedIntoOmeka 2,item - OriginalFileLoadedIntoOmeka 3,item - OriginalFileLoadedIntoOmeka 4,item - OriginalFileLoadedIntoOmeka 5,item - OriginalFileLoadedIntoOmeka 6,item - OriginalFileLoadedIntoOmeka 7,item - OriginalFileLoadedIntoOmeka 8,item - OriginalFileLoadedIntoOmeka 9,item - OriginalFileLoadedIntoOmeka 10,item - OriginalFileLoadedIntoOmeka 11,item - OriginalFileLoadedIntoOmeka 12,item - OriginalFileLoadedIntoOmeka 13,item - OriginalFileLoadedIntoOmeka 14,item - AdditionalItemMetadata - Provenance 1,item - AdditionalItemMetadata - Provenance 2,item - AdditionalItemMetadata - Provenance 3,item - AdditionalItemMetadata - Provenance 4,item - OmekaCollection,project URL,item - ItemType,item in context 1,item in context 2,item in context 3
1,771,0,printed ephemera,,,1919-09-16,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,Kiev (Ukraine),,,,,,"Passport issued by Norwegian Consulate. Front cover, back cover, pages 1-2",Passport issued by Norwegian Consulate,"Front cover, back cover, pages 1-2",,,,,fre,ukr,"Norway. Consulate (Kiev, Ukraine)",,,,"September 16, 1919",,,,,,,,,,,still image,,,,original filename: 5_03_02.jpg,original filename: 5_03_01.jpg,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/passports,,
1,770,0,manuscripts,,,1960,1981,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,,Kiev to New York. Page 21,Kiev to New York,Page 21,,,,,eng,,"Lissim, Simon, 1900-1981",,,,between 1960 and 1981,Manuscript of Simon Lissim's memoir entitled Kiev to New York.,,"Lissim, Simon, 1900-1981",,,,,,,,still image,,,,original filename: 5_02_06.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/memoirs,,
1,769,0,manuscripts,,,1960,1981,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,,Kiev to New York. Page 20,Kiev to New York,Page 20,,,,,eng,,"Lissim, Simon, 1900-1981",,,,between 1960 and 1981,Manuscript of Simon Lissim's memoir entitled Kiev to New York.,,"Lissim, Simon, 1900-1981",,,,,,,,still image,,,,original filename: 5_02_05.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/memoirs,,
1,768,0,manuscripts,,,1960,1981,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,,Kiev to New York. Page 19,Kiev to New York,Page 19,,,,,eng,,"Lissim, Simon, 1900-1981",,,,between 1960 and 1981,Manuscript of Simon Lissim's memoir entitled Kiev to New York.,,"Lissim, Simon, 1900-1981",,,,,,,,still image,,,,original filename: 5_02_04.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/memoirs,,
1,767,0,manuscripts,,,1960,1981,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,,Kiev to New York. Page 18,Kiev to New York,Page 18,,,,,eng,,"Lissim, Simon, 1900-1981",,,,between 1960 and 1981,Manuscript of Simon Lissim's memoir entitled Kiev to New York.,,"Lissim, Simon, 1900-1981",,,,,,,,still image,,,,original filename: 5_02_03.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/memoirs,,
1,766,0,manuscripts,,,1960,1981,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,,Kiev to New York. Page 17,Kiev to New York,Page 17,,,,,eng,,"Lissim, Simon, 1900-1981",,,,between 1960 and 1981,Manuscript of Simon Lissim's memoir entitled Kiev to New York.,,"Lissim, Simon, 1900-1981",,,,,,,,still image,,,,original filename: 5_02_02.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/memoirs,,
1,765,0,manuscripts,,,1960,1981,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,,Kiev to New York. Page 16,Kiev to New York,Page 16,,,,,eng,,"Lissim, Simon, 1900-1981",,,,between 1960 and 1981,Manuscript of Simon Lissim's memoir entitled Kiev to New York.,,"Lissim, Simon, 1900-1981",,,,,,,,still image,,,,original filename: 5_02_01.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/memoirs,,
1,764,0,photographs,,,1960,1981,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,,Simon Lissim sitting,Simon Lissim sitting,,,,,,eng,,,,,,between 1960 and 1981,,,"Lissim, Simon, 1900-1981",,,,,,,,still image,,,,original filename: 5_01_01.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/artists,,
1,763,0,correspondence,,,1937-07-16,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,Salzburg (Austria),,,,,,Letter from Sol Hurok to the Musicians Committee for Aid to Spanish Democracy,Letter from Sol Hurok to the Musicians Committee for Aid to Spanish Democracy,,,,,,eng,,"Hurok, Sol, 1888-1974","Musicians Committee to Aid Spanish Democracy (New York, N.Y.)",,,"July 16, 1937","The Musicians Committee for the Aid to Spanish Democracy had asked Sol Hurok to join their group as a sponsor. In this letter, he agrees.",,"Musicians Committee for the Aid to Spanish Democracy (New York, N.Y.)",,,,,,,,still image,,,,original filename: 4_24_01.jpg,,,,,,,,,,,,,,"Gift of Mr. Herman Reissig, 1942",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/hurok,,
1,761,0,printed ephemera,,,1907,1938,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Vladimir Feofilovich Zeeler Papers,,,,,,,,Program of Fedor Shaliapin's American tour. Pages 27-30,Program of Fedor Shaliapin's American tour,Pages 27-30,,,,,eng,,"Chaliapin, Fyodor Ivanovich, 1873-1938",,,,between 1907 and 1938,Includes two pages from his 'Song of books' and portraits of him in the costumes of various roles.,,"Chaliapin, Fyodor Ivanovich, 1873-1938",,,,,,,,still image,,,,original filename: 4_23_02.jpg,original filename: 4_23_01.jpg,,,,,,,,,,,,,"Purchase, 1957-1960",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/hurok,,
1,760,0,photographs,,,1950,1974,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,,"Sol Hurok, right, with other man","Sol Hurok, right, with other man",,,,,,eng,,,,,,between 1950 and 1974,"Sol Hurok and other man looking at publication entitled ""The Bolshoi Ballet""",,"Hurok, Sol, 1888-1974",,,,,,,,still image,,,,original filename: 4_22_01.jpg,,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/hurok,,
1,759,0,printed ephemera,,,1914,1931,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Brander Matthews Dramatic Museum records,,,,Date inferred from Anna Pavlova's tour dates.,New York (N.Y.),,,Souvenir program of Anna Pavlova's American tour. Penultimate page,Souvenir program of Anna Pavlova's American tour,Penultimate page,,,,,eng,,"Hurok, Sol, 1888-1974","Pavlova, Anna, 1881-1931",,,Between 1914 and 1931,,,"Pavlova, Anna, 1881-1931",,,,A. Elar,,,,still image,,,,original filename: 4_21_02.jpg,,,,,,,,,,,,,,"Brander Matthews Dramatic Museum, Rare Book & Manuscript Library",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,,,
1,758,0,printed ephemera,,,1914,1931,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Brander Matthews Dramatic Museum records,,,,Date inferred from Anna Pavlova's tour dates.,New York (N.Y.),,,Souvenir program of Anna Pavlova's American tour. Cover page,Souvenir program of Anna Pavlova's American tour,Cover page,,,,,eng,,"Hurok, Sol, 1888-1974","Pavlova, Anna, 1881-1931",,,Between 1914 and 1931,,,"Pavlova, Anna, 1881-1931",,,,A. Elar,,,,still image,,,,original filename: 4_21_01.jpg,,,,,,,,,,,,,,"Brander Matthews Dramatic Museum, Rare Book & Manuscript Library",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,,,
1,757,0,printed ephemera,,,1938-10-18,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Brander Matthews Dramatic Museum records,,New York (N.Y.),,,,,,Ballet Russe de Monte Carlo program. Cover,Ballet Russe de Monte Carlo program,Cover,,,,,eng,,Ballet Russe de Monte Carlo,"Massine, Leonide, 1896-1979","Hurok, Sol, 1888-1974","Metropolitan Opera (New York, N.Y.)","October 18, 1938","Program for the Ballet Russe de Monte Carlo, directed by Leonide Massine. Presented by Sol Hurok, at the Metropolitan Opera House. Portrait of Leonide Massine, artistic directory of Ballet Russe, on front cover.",,Ballet Russe de Monte Carlo,"Massine, Leonide, 1896-1979",,,,,,,still image,,,,original filename: 4_20_01.jpg,,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/hurok,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case5/massine,
1,756,0,printed ephemera,,,1939,1940,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Brander Matthews Dramatic Museum records,,,,,,,,List of artists and companies brought by Sol Hurok to the USA,List of artists and companies brought by Sol Hurok to the USA,,,,,,eng,,,,,,1939-1940,Published in the souvenir program of the Ballet Russe de Monte Carlo,,"Hurok, Sol, 1888-1974",,,,,,,,still image,,,,original filename: 4_19_02.jpg,,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/hurok,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/introduction,
1,755,0,photographs,,,1939,1940,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Brander Matthews Dramatic Museum records,,,,,,,,Sol Hurok Portrait,Sol Hurok Portrait,,,,,,eng,,,,,,1939-1940,Portrait of Sol Hurok published in the souvenir program of the Ballet Russe de Monte Carlo.,,"Hurok, Sol, 1888-1974",,,,,,,,still image,,,,original filename: 4_19_01.jpg,,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/hurok,,
1,754,0,printed ephemera,,,1923-05-14,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Brander Matthews Dramatic Museum records,,New York (N.Y.),,,,,,Bombo program. Front and back,Bombo program,Front and back,,,,,eng,,Winter Garden Company,,,,"May 14, 1923","Program for Bombo, performed at the New Winter Garden, New York City. Al Jolson starred.",,"Jolson, Al, 1886-1950",Bombo,,,,,,,still image,,,,original filename: 4_18_01.jpg,,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/jolson,,
1,752,0,music,,,1950,1990,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Cholly Atkins Collection,,,,,,,,Al Jolson. Front and back of cover,Al Jolson,Front and back of cover,,,,,eng,,"Jolson, Al, 1886-1950",,,,Between 1950 and 1990,Vinyl record: The Best of Al Jolson,,"Jolson, Al, 1886-1950",,,,,,,,still image,,,,original filename: 4_17_02.jpg,original filename: 4_17_01.jpg,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/jolson,,
1,751,0,photographs,,,1927,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Brander Matthews Dramatic Museum records,,,,,,,,"Al Jolson in ""the Jazz Singer"" with May McAvoy","Al Jolson in ""the Jazz Singer"" with May McAvoy",,,,,,eng,,Warner Bros.,,,,1927,"Warner Brothers Production, The Jazz Singer, promotional photograph with the film's stars Al Jolson and May McAvoy.",,"Jolson, Al, 1886-1950","McAvoy, May, 1901-1984",,,,,,,still image,,,,original filename: 4_16_01.jpg,,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/jolson,,
1,750,0,correspondence,,,1939-11-21,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Richard L. Simon papers,,New York (N.Y.),,,,,,Letter from Irving Berlin to Richard Simon,Letter from Irving Berlin to Richard Simon,,,,,,eng,,"Berlin, Irving, 1888-1989","Simon, Richard L. (Richard Leo), 1899-1960",,,"November 21, 1939",,,,,,,,,,,still image,,,,original filename: 4_15_01.jpg,,,,,,,,,,,,,,"Gift of Mrs. Richard L. Simon, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/berlin_astaire,,
1,749,0,correspondence,,,1940-02-15,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Richard L. Simon papers,,New York (N.Y.),,,,,,Letter from Irving Berlin to Richard Simon,Letter from Irving Berlin to Richard Simon,,,,,,eng,,"Berlin, Irving, 1888-1989","Simon, Richard L. (Richard Leo), 1899-1960",,,"February 15, 1940",,,,,,,,,,,still image,,,,original filename: 4_14_01.jpg,,,,,,,,,,,,,,"Gift of Mrs. Richard L. Simon, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/berlin_astaire,,
1,744,0,music,,,1911,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Hunt-Berol Sheet Music Collection,,,,,New York (N.Y.),,,Alexander's Ragtime Band,Alexander's Ragtime Band,,,,,,eng,,"Berlin, Irving, 1888-1989",,,,1911,"“Alexander’s Ragtime Band is the real father of all ragtime, all jazz, all swing, and everything that is best in my collection of songs.” – Richard L. Simon

Sheet music.",,,,,,Ted Snyder Co. Music Publishing,,,,still image,,,,original filename: 4_13_02.jpg,original filename: 4_13_03.jpg,original filename: 4_13_04.jpg,original filename: 4_13_05.jpg,original filename: 4_13_01.jpg,,,,,,,,,,"Gift of Mr. and Mrs. Alfred C. Berol, 1964 & 1966",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/berlin_astaire,,
1,743,0,correspondence,,,1940-02-14,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Richard L. Simon papers,,New York (N.Y.),,,,,,Letter from Richard Simon to Irving Berlin,Letter from Richard Simon to Irving Berlin,,,,,,eng,,"Simon, Richard L. (Richard Leo), 1899-1960","Berlin, Irving, 1888-1989",,,"February 14, 1940",,,,,,,,,,,still image,,,,original filename: 4_12_01.jpg,,,,,,,,,,,,,,"Gift of Mrs. Richard L. Simon, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/berlin_astaire,,
1,738,0,music,,,1932,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Hunt-Berol Sheet Music Collection,,,,,New York (N.Y.),,,God Bless America,God Bless America,,,,,,eng,,"Berlin, Irving, 1888-1989",,,,1932,Sheet music of the American “unofficial national anthem.”,,,,,,Irving Berlin Inc.,,,,still image,,,,original filename: 4_11_05.jpg,original filename: 4_11_04.jpg,original filename: 4_11_02.jpg,original filename: 4_11_03.jpg,original filename: 4_11_01.jpg,,,,,,,,,,"Gift of Mr. and Mrs. Alfred C. Berol, 1964 & 1966",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/berlin_astaire,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/introduction,
1,737,0,photographs,,,1935,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Brander Matthews Dramatic Museum records,,United States,,,,,,Irving Berlin at piano and Fred Astaire with accordion,Irving Berlin at piano and Fred Astaire with accordion,,,,,,eng,,RKO Radio Pictures,,,,1935,,,"Berlin, Irving, 1888-1989","Astaire, Fred",,,,,,,still image,,,,original filename: 4_10_01.jpg,,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/berlin_astaire,,
1,735,0,books,,,1960-03-10,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,,,,,,Some of these days: the Autobiography of Sophie Tucker. Cover and frontispiece with inscription,Some of these days: the Autobiography of Sophie Tucker,Cover and frontispiece with inscription,,,,,eng,,"Tucker, Sophie, 1884-1966",,,,"March 10, 1960","Frontispiece included inscription by Sophie Tucker to Mary Nelson, signed March 10, 1960",,"Tucker, Sophie, 1884-1966",,,,,,,,still image,,,,original filename: 4_09_02.jpg,original filename: 4_09_01.jpg,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/tucker,,
1,733,0,correspondence,,,1962-02-05,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Jane Howard papers,,New York (N.Y.),,,,,,Letter from Sophie Tucker to Jane Howard,Letter from Sophie Tucker to Jane Howard,,,,,,eng,,"Tucker, Sophie, 1884-1966","Howard, Jane, 1935-",,,"February 5, 1962","In April 1963, a Broadway musical entitled Sophie opened with Libi Staiger in the title role, based on Sophie’s early life until 1922. It closed after eight performances.",,,,,,,,,,still image,,,,original filename: 4_08_02.jpg,original filename: 4_08_01.jpg,,,,,,,,,,,,,"Gift of Jane Howard 1979, 1985, 1987, 1996",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/tucker,,
1,729,0,music,,,1925,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Hunt-Berol Sheet Music Collection,,,,,New York (N.Y.),,,Yiddishe Momme,Yiddishe Momme,,,,,,eng,,"Yellen, Jack, 1892-1991","Pollack, Lew, 1895-1946",,,1925,Score of My Yiddishe Momme,,,,,,"Ager, Yellen & Bornstein",,,,still image,,,,original filename: 4_07_02.jpg,original filename: 4_07_03.jpg,original filename: 4_07_04.jpg,original filename: 4_07_01.jpg,,,,,,,,,,,"Gift of Mr. and Mrs. Alfred C. Berol, 1964 & 1966",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/tucker,,
1,728,0,prints,,,1900,1968,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Alfred Frueh woodcuts cartoons,,New York (N.Y.),,,,,,Sophie Tucker,Sophie Tucker,,,,,,eng,,"Frueh, Alfred Joseph, 1880-1968",,,,between 1900 and 1968,Drawing of Sophie Tucker,,"Tucker, Sophie, 1884-1966",,,,,,,,still image,,,,original filename: 4_06_01.jpg,,,,,,,,,,,,,,"Gift of Erik Barnouw, 1974",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/tucker,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/introduction,https://exhibitions.cul.columbia.edu/exhibits/show/demo/structure/layouts/text_top
1,724,0,printed ephemera,,,1933,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Brander Matthews Dramatic Museum records,,New York (N.Y.),,,,,,"Yoshe Kalb. Cast, synopsis, and playbill cover",Yoshe Kalb,"Cast, synopsis, and playbill cover",,,,,eng,,"Yiddish Art Theatre (New York, N.Y.)",,,,1933,"Yiddish Art Theatre. Yoshe Kalb. Playbill. New York, 1933",,Yoshe Kalb (drama),,,,,,,,still image,,,,original filename: 4_05_04.jpg,original filename: 4_05_02.jpg,original filename: 4_05_03.jpg,original filename: 4_05_01.jpg,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/thalia,,
1,723,0,photographs,,,1875,1926,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Brander Matthews Dramatic Museum records,,New York (N.Y.),,,,,,Jacob Adler,Jacob Adler,,,,,,eng,,,,,,Between 1875 and 1926,Photograph of Jacob Adler in costume,,"Adler, Jacob P., 1855-1926",,,,Falk,"Waldorf-Astoria Hotel (New York, N.Y.)",,,still image,,,,original filename: 4_04_01.jpg,,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/thalia,,
1,722,0,printed ephemera,,,1911,1953,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Brander Matthews Dramatic Museum records,,New York (N.Y.),,,,,,Kessler Second Avenue Theatre playbill. Cover,Kessler Second Avenue Theatre playbill,Cover,,,,,eng,,Kessler Second Avenue Theatre,,,,Between 1911 and 1953,"Second avenue at Second street, New York.
Portraits of Molly Picon, Joseph Rumshinsky, and Jacob Kalich on cover.",,"Picon, Molly","Rumshinsky, Joseph, 1881-1956","Kalich, Jacob, 1891-1975",,,,,,still image,,,,original filename: 4_03_01.jpg,,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/thalia,,
1,720,0,photographs,,,1904,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Community Service Society records,,New York (N.Y.),,,,,,Front of Thalia Theatre,Front of Thalia Theatre,,,,,,eng,,,,,,1904,"Thalia Theatre, 46 Bowery, New York, on the West Side of the Bowery Just Below Canal Street",,,,,,,,,,still image,,,,original filename: 4_01_01.jpg,,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/thalia,,
