_pid,_project.string_key,_digital_object_type.string_key,_parent_digital_objects-1.identifier,_identifiers-1,collection-1:collection_term.value,collection-1:collection_term.uri,omeka_identifier-1:omeka_identifier_value,clio_identifier-1:clio_identifier_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,form-3:form_term.value,form-3:form_term.authority,form-3:form_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,title-1:title_sort_portion,title-2:title_sort_portion,title2_type,digital_origin-1:digital_origin_value,location-1:location_term.value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,language_of_cataloging-1:language_of_cataloging_term.value,location-1:location_sublocation,place_of_origin-1:place_of_origin_value,note-1:note_value,note-1:note_type,place_of_origin-2:place_of_origin_value,location-1:location_shelf_location-1:location_shelf_location_box_number,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,language-2:language_term.value,language-2:language_term.authority,language-2:language_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_term.authority,name-3:name_term.uri,name-4:name_term.value,name-4:name_term.name_type,name-4:name_role-1:name_role_term.value,name-4:name_role-1:name_role_term.authority,name-4:name_role-1:name_role_term.uri,name-4:name_term.authority,name-4:name_term.uri,abstract-1:abstract_value,abstract-2:abstract_value,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.name_type,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.uri,subject_name-4:subject_name_term.value,subject_name-4:subject_name_term.name_type,subject_name-4:subject_name_term.authority,subject_name-4:subject_name_term.uri,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,subject_geographic-2:subject_geographic_term.value,subject_geographic-2:subject_geographic_term.authority,subject_geographic-2:subject_geographic_term.uri,publisher-1:publisher_value,publisher-2:publisher_value,type_of_resource-1:type_of_resource_value,note-2:note_value,note-2:note_type,note-3:note_value,note-3:note_type,note-4:note_value,note-4:note_type,note-5:note_value,note-5:note_type,note-6:note_value,note-6:note_type,note-7:note_value,note-7:note_type,note-8:note_value,note-8:note_type,note-9:note_value,note-9:note_type,note-10:note_value,note-10:note_type,note-11:note_value,note-11:note_type,note-12:note_value,note-12:note_type,note-13:note_value,note-13:note_type,note-14:note_value,note-14:note_type,note-15:note_value,note-15:note_type,note-16:note_value,note-16:note_type,note-17:note_value,note-17:note_type,note-18:note_value,note-18:note_type,note-19:note_value,note-19:note_type,note-20:note_value,note-20:note_type,relatedItem_Project,project URL,object_in_context_url-1:object_in_context_url_value,object_in_context_url-2:object_in_context_url_value,object_in_context_url-3:object_in_context_url_value
,,item,,meltingpot_giu,Boris Sapir papers,,,,correspondence,,,,,,,,,1937-07-28,1937-08-12,,July 28 - August 12 1937,Correspondence between Rafail Abramovich and Emma Goldman,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,Paris (France),,,,,Russia,,,,,,"Abramovitch, Raphael R., 1880-",,,,,,"Goldman, Emma, 1869-1940",,,,,,,,,,,,,,,,,,,,,"Rafail Abramovich (Rein), born in Dvinsk, Russia 1880, died in New York 1963. One of the leaders of the Menshevik fraction of the Russian Social Democratic Labor Party and Yiddish and Russian journalist. In 1918, he narrowly escaped the death sentence in Russia. He left Russia for Berlin in 1920 and later emigrated to the USA.

Correspondence between Rafail Abramovich and Emma Goldman concerns the mysterious murder of his son, Mark Rein, who was evidently killed by communist agents in Spain in 1937. Besides Emma Goldman, Abramovich corresponded with many socialist colleagues in an attempt to ascertain the circumstances of his son's death, including Abraham Cahan, Karl Kautskii, and Norman Thomas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Dr. Sapir's family, 1990",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_giu,meltingpot_giu_001,,,omeka_500,,,,,,,,,,,,,,,"Full correspondence, three full letters",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 2_07_01.jpg,filename,original filename: 2_08_01.jpg,filename,original filename: 2_06_01.jpg,filename,original filename: 2_06_02.jpg,filename,original filename: 2_06_03.jpg,filename,original filename: 2_06_04.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/rsdrp,,
,,item,,meltingpot_gnu,Pavel Nikolaevich Miliukov papers,,,,manuscripts,,,,,,,,,1910,1920,inferred,between 1910 and 1920,"Petition to Pavel Miliukov signed by ""All residents of Zaporozh'e""",,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,Zaporiz︠h︡z︠h︡i︠a︡ (Ukraine),,,,,Ukrainian,,,,,,"Mili︠u︡kov, P. N. (Pavel Nikolaevich), 1859-1943",,,,,,,,,,,,,,,,,,,,,,,,,,,"Petition demanding that Jews be prohibited from serving in the Army.

Pavel Miliukov (1859-1943) was one of the founders of the liberal Kadet (Constitutional Democratic) party, represented in the State Duma, and a prominent Russian liberal politician of pre-revolutionary years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of heirs, 1954",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_gnu,meltingpot_gnu_001,,,omeka_469,,,,,,,,,,,,,,,Two pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1_02_01.jpg,filename,original filename: 1_02_02.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/army,,
,,item,,meltingpot_gwe,Simon Lissim Papers,,,,manuscripts,,,,,,,,,1940-12-16,,,"December 16, 1940","Sauf-Conduit 395, with stamps of passage from France, Spain, Portugal",,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,Marseille (France),,,,,French,,,,,,Bouches-du-Rhône (France). Préfecture,,,,,,,,,,,,,,,,,,,,,,,,,,,"Safe-conduct issued to Simon Lissim, authorizing him to leave France for the USA. Marseille. Includes stamps of passage on verso from places in France, Spain, and Portugal.",,"Lissim, Simon, 1900-1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_gwe,meltingpot_gwe_001,,,omeka_795,,,,,,,,,,,,,,,Three pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_19_03.jpg,filename,original filename: 5_19_02.jpg,filename,original filename: 5_19_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/lydenberg,,
,,item,,meltingpot_hef,Simon Lissim Papers,,,,photographs,,,,,,,,,1960,1981,inferred,between 1960 and 1981,Simon Lissim sitting,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lissim, Simon, 1900-1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_hef,meltingpot_hef_000,,,omeka_764,,,,,,,,,,,,,,,Simon Lissim sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_01_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/artists,,
,,item,,meltingpot_hgb,Simon Lissim Papers,,,,illustrations,,,,,,,,,1946,,inferred,1946,Runaway Soldier and the Other Tales of Old Russia,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,Date inferred from publication of book with above illustration.,,,,English,,,,,,"Lissim, Simon, 1900-1981",,,,,,"Gottschalk, Fruma, 1900-1995",,,,,,,,,,,,,,,,,,,,,"Verso of an illustration of smocking animals in a story from The Runaway Soldier and the Other Tales of Old Russia, retold by Fruma Gottschalk, illustrated by Simon Lissim.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_hgb,meltingpot_hgb_002,,,omeka_809,,,,,,,,,,,,,,,"Smocking Animals illustration, verso",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_25_05.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,item,,meltingpot_hhm,Brander Matthews Dramatic Museum records,,,,photographs,,,,,,,,,1920,1950,inferred,between 1920 and 1950,Stella Adler,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,English,,,,,,"Blechman, Marcus",,,,,,,,,,,,,,,,,,,,,,,,,,,Portrait of Stella Adler,,"Adler, Stella",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_hhm,meltingpot_hhm_000,,,omeka_829,,,,,,,,,,,,,,,Stella Adler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 6_02_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/children/adler,,
,,item,,meltingpot_hkc,Mirra Ginsburg papers,,,,correspondence,,,,,,,,,1965-09-12,,,"September 12, 1965",Letter from Kornei Chukovskii to Mirra Ginsburg,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,Peredelkino (Russia),,,,,Russia,,,,,,"Chukovskiĭ, K. I. (Korneĭ Ivanovich), 1882-1969",,,,,,"Ginsburg, Mirra",,,,,,,,,,,,,,,,,,,,,"In his letter to Mirra Ginsburg sent from Peredelkino and dated September 12, 1965, Kornei Chukovskii writes: “My dear friend, I know your name quite well. I have read in your translations Taibele and her Demon, Big and Little, The Fast Gimpel and would not hesitate to rank you as I rank such masters of translation as my beloved Saul Bellow, the translator of Gimpel the Fool. Of course, I understand how excruciating it is to translate Isaac Bashevis Singer but in your translation I can sense an unattainable original. I haven’t finished reading your translation yet but I really liked it. There is not a gram of hack-work, as often happen with American translators (Guerney, Babette Deutsch and others).  You are not a craftsman, you are an artist.”",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_hkc,meltingpot_hkc_001,,,omeka_703,,,,,,,,,,,,,,,Two page letter and envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 3_12_02.jpg,filename,original filename: 3_12_03.jpg,filename,original filename: 3_12_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/chukovskii_letter,,
,,item,,meltingpot_hne,Brander Matthews Dramatic Museum records,,,,printed ephemera,,,,,,,,,1911,1953,inferred,Between 1911 and 1953,Kessler Second Avenue Theatre playbill,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,New York (N.Y.),,,,,English,,,,,,Kessler Second Avenue Theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,"Second avenue at Second street, New York.
Portraits of Molly Picon, Joseph Rumshinsky, and Jacob Kalich on cover.",,"Picon, Molly",,,,"Rumshinsky, Joseph, 1881-1956",,,,,,,,,,,,,,,,,,"Kalich, Jacob, 1891-1975",,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_hne,meltingpot_hne_001,,,omeka_722,,,,,,,,,,,,,,,Cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 4_03_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/thalia,,
,,item,,meltingpot_hnq,,,,,photographs,,,,,,,,,1921,1951,inferred,between 1921 and 1951,Stella Adler,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,Date inferred from Stella Adler's life dates.,,,,English,,,,,,"Blechman, Marcus",,,,,,,,,,,,,,,,,,,,,,,,,,,"Portrait of Stella Adler, 1901–1992. American actress. Daughter of Russian-Jewish immigrants from Odessa, Jacob P. Adler and Sara Adler (nee Levitskaia). Born in New York City. For decades, she was regarded as America's foremost acting teacher. She was the only American actor to be instructed in the art of acting by Konstantin Stanislavski. Stella Adler was a prominent member of the Group Theatre. She founded the Actors Studio, which still operates in New York City today. Her method, based on the use of the actor's imagination, has been studied by many renowned actors, including Marlon Brando, Robert De Niro, Martin Sheen, and Roy Scheider.",,"Adler, Stella, 1901-1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No place, no date",,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brander Matthews Dramatic Museum, Rare Book & Manuscript Library",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_hnq,meltingpot_hnq_000,,,omeka_164,,,,,,,,,,,,,,,Stella Adler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: adler.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,item,,meltingpot_hxz,Simon Lissim Papers,,,,drawings,,,,,,,,,1923,,inferred,1923,"Costume design for ""The Happiness of Being Rich""",,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,Paris (France),,,,,French,,,,,,"Lissim, Simon, 1900-1981",,,,,,,,,,,,,,,,,,,,,,,,,,,"Costume design for ""The Happiness of Being Rich"" in Maeterlinck's l'Oiseau Bleu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_hxz,meltingpot_hxz_001,,,omeka_785,,,,,,,,,,,,,,,"Costume design for ""The Happiness of Being Rich""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_11_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/costume,https://exhibitions.cul.columbia.edu/exhibits/show/demo/structure/layouts/text_top,
,,item,,meltingpot_icu,Mirra Ginsburg papers,,,,manuscripts,,,,,,,,,1925,1927,inferred,Between 1925 and 1927,"Album of notes, greetings and drawings",,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,Russia,,,,,,"Ginsburg, Lea",,,,,,"Ginsburg, Mirra",,,,,,,,,,,,,,,,,,,,,Album with notes and greetings from Mirra Ginsburg's friends and family members. Displayed notes written by her sister Lily. 1925-1927,,"Ginsburg, Mirra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_icu,meltingpot_icu_003,,,omeka_689,,,,,,,,,,,,,,,Three unnumbered pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 3_03_01.jpg,filename,original filename: 3_03_03.jpg,filename,original filename: 3_03_02.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/joseph_ginsburg,,
,,item,,meltingpot_igv,Community Service Society records,,,,photographs,,,,,,,,,1905,,inferred,1905,Orchard Street As It Is Now,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,"Box 298, photo #2839",English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Photograph of Orchard Street from 1905. Title based on caption used in the ""Report of the Mayor's Push-Cart Commission,"" City of New York, 1906. Facing first page of text, top.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lower East Side (New York, N.Y.)",,,New York (N.Y.),,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_igv,meltingpot_igv_000,,,omeka_828,,,,,,,,,,,,,,,Orchard Street As It Is Now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 6_01_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/children/street-scenes,,
,,item,,meltingpot_ihb,Simon Lissim Papers,,,,illustrations,,,,,,,,,1946,,inferred,1946,Runaway Soldier and the Other Tales of Old Russia,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,,Date inferred from publication of book with above illustration.,,,,English,,,,,,"Lissim, Simon, 1900-1981",,,,,,"Gottschalk, Fruma, 1900-1995",,,,,,,,,,,,,,,,,,,,,"Illustration of the barber in a story from The Runaway Soldier and the Other Tales of Old Russia, retold by Fruma Gottschalk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_ihb,meltingpot_ihb_000,,,omeka_805,,,,,,,,,,,,,,,Runaway Soldier and the Other Tales of Old Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_25_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/illustrations,,
,,item,,meltingpot_iia,Brander Matthews Dramatic Museum records,,,,photographs,,,,,,,,,1928,1961,inferred,between 1928 and 1961,George Gershwin,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,New York (N.Y.),,,,,English,,,,,,Vandamm Studio,,,,,,"Vandamm, Florence",,,,,,,,,,,,,,,,,,,,,Portrait of George Gershwin,,"Gershwin, George, 1898-1937",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_iia,meltingpot_iia_000,,,omeka_834,,,,,,,,,,,,,,,George Gershwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 6_06_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/children/ira_gershwin,,
,,asset,meltingpot_yeq,meltingpot_yeq_018,,,omeka_767,,,,,,,,,,,,,,,Page 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_02_03.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/memoirs,,
,,item,,meltingpot_iss,Simon Lissim Papers,,,,printed ephemera,,,,,,,,,1923,,,1923,1923 Salon d'Automne Carte d'Exposant,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,Paris (France),,,,,French,,,,,,Salon d’automne,,,,,,,,,,,,,,,,,,,,,,,,,,,"In 1920s-1930s, Lissim participated in group exhibitions in Paris, Berlin, London, Vienna, Barcelona, New York, Riga; had personal exhibitions in various Paris galleries; participated in numerous art shows.",,Salon d’automne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_iss,meltingpot_iss_000,,,omeka_775,,,,,,,,,,,,,,,1923 Salon d'Automne Carte d'Exposant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_05_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/ids,,
,,item,,meltingpot_izg,Pavel Nikolaevich Miliukov papers,,,,manuscripts,,,,,,,,,1910,1920,inferred,between 1910 and 1920,Glubokouvazhaemyĭ Pavelʺ Nikolaevichʺ,Esteemed Pavel Nikolaevich,translated,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,Russia,,,,,Russia,,,,,,"Mili︠u︡kov, P. N. (Pavel Nikolaevich), 1859-1943",,,,,,,,,,,,,,,,,,,,,,,,,,,"Petition, with signatures, addressed to Pavel Miliukov and signed by Jewish officers and soldiers who had already served in various military campaigns. They opposed the law prohibiting Jews from serving in the Army. 

Pavel Miliukov (1859-1943) was one of the founders of the liberal Kadet (Constitutional Democratic) party, represented in the State Duma, and a prominent Russian liberal politician of pre-revolutionary years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_izg,meltingpot_izg_001,,,omeka_470,,,,,,,,,,,,,,,Pages 1-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1_04_01.jpg,filename,original filename: 1_04_02.jpg,filename,original filename: 1_04_03.jpg,filename,original filename: 1_04_04.jpg,filename,original filename: 1_04_05.jpg,filename,original filename: 1_04_06.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/army,,
